    p     	    q     	        p/q         	         y          	eigenvalue
    6     	    31    	         6/31        	 0.1935483870967742 	[0.5060599702 0.5189216295 0.5189962573 0.5213632354 0.5215157326 0.5500256144 0.8507534918 0.8555605143 0.863142844  0.8739749321 0.8830880774 0.9076930398 1.0182656164 1.0617346178 1.0881466884 1.095769612  1.1175530654 1.1630286147 1.2114762764 1.2360255015 1.2539361309 1.2893570098 1.3261858419 1.3363556465 1.3559080971 1.381308116  1.4061333933 1.4131031949 1.4244294691 1.4335608454 1.4426269237]
    6     	    35    	         6/35        	0.17142857142857143 	[0.4931789649 0.4993197866 0.4993940044 0.5004229539 0.5004780366 0.5267006258 0.8110910214 0.8146748547 0.8199780114 0.8247901187 0.829293345  0.8500089657 0.9761232781 1.0145203504 1.0290888124 1.0402385558 1.0545959337 1.0892652258 1.1547158607 1.1626979291 1.1793799997 1.2147867845 1.2449006947 1.2734424728 1.2852370832 1.3164655234 1.3470826562 1.3570606142 1.3728142608 1.3932562703 1.4123003621 1.4184168362 1.4275373152 1.4341274427 1.442615049 ]
    6     	    37    	         6/37        	0.16216216216216217 	[0.4866741823 0.4907662852 0.4907781943 0.4914759529 0.4915165796 0.517553126  0.7929695807 0.7958675611 0.8004266192 0.8033950943 0.8059049078 0.8258672573 0.957584211  0.9930857786 1.0050911516 1.0166512897 1.0268941028 1.0560801506 1.1293233706 1.1355111887 1.1492851126 1.1833311662 1.2196828862 1.2322431232 1.2413130786 1.2880507139 1.3161297756 1.3253842262 1.343025469  1.3672820313 1.3889338427 1.3965602253 1.4082553961 1.4206799186 1.4327674774 1.4343902523 1.4412687208]
    7     	    8     	         7/8         	       0.875        	[0.5794477251 0.7363056698 0.8924819785 0.9547668197 1.0417545805 1.2026674557 1.4190479332 1.5415278374]
    7     	    9     	         7/9         	 0.7777777777777778 	[0.6138159153 0.7213519108 0.738842538  0.9068531073 1.0502452282 1.1250302101 1.2600681554 1.4433512316 1.5544417034]
    7     	    10    	         7/10        	        0.7         	[0.5857699447 0.7015074753 0.8073815169 0.8414155097 0.912546195  1.0128920327 1.2322988447 1.3906276167 1.4758583501 1.4997025143]
    7     	    11    	         7/11        	 0.6363636363636364 	[0.6025387201 0.6855931539 0.7147204895 0.8041966722 0.9311285346 0.9587859957 1.1048881072 1.3456269716 1.4458125444 1.4486218134 1.4640869975]
    7     	    12    	         7/12        	 0.5833333333333334 	[0.583016995  0.67722018   0.7230845689 0.7944242057 0.8277530292 0.899236052  1.0753079754 1.3105316789 1.349809868  1.3838538438 1.4456896763 1.4820719268]
    7     	    13    	         7/13        	 0.5384615384615384 	[0.5864578509 0.6417253717 0.7097169444 0.7455656129 0.8423177399 0.8652826725 0.9799537576 1.2721505041 1.3192539311 1.3535345699 1.3769511042 1.4175215778 1.4875683629]
    7     	    15    	         7/15        	 0.4666666666666667 	[0.566714422  0.6269374547 0.6869198219 0.7154345561 0.7731162821 0.7832370936 0.896086287  1.2064382314 1.2389842065 1.2446312209 1.2882218039 1.372711161  1.3931665228 1.4321656458 1.4652352903]
    7     	    16    	         7/16        	       0.4375       	[0.5574470807 0.634724699  0.6708321263 0.7010140734 0.7236261951 0.7579127808 0.8731322136 1.1597292657 1.1796864251 1.219818059  1.2836958696 1.3314121857 1.3507812584 1.3962294722 1.4337385074 1.4622197881]
    7     	    17    	         7/17        	 0.4117647058823529 	[0.5566085206 0.6319518141 0.6386335991 0.6853661356 0.7219962216 0.7339030422 0.8256800642 1.1404594046 1.1660835787 1.1740737088 1.2143861689 1.2946958108 1.3484690285 1.3656377503 1.3903778374 1.4375423533 1.4561349614]
    7     	    18    	         7/18        	 0.3888888888888889 	[0.5525932949 0.6267999553 0.6400329021 0.6622904826 0.6896849092 0.7120739586 0.8047419442 1.1007855507 1.1172562332 1.1537541842 1.2171663542 1.2597249392 1.2779588854 1.3437585965 1.365885653  1.4260787036 1.4334852713 1.4439281819]
    7     	    19    	         7/19        	 0.3684210526315789 	[0.5513147151 0.620135662  0.6242802815 0.6509607924 0.6738510717 0.6968470404 0.7705644962 1.0826075308 1.1008972432 1.1188856448 1.1565989818 1.2286682399 1.2774828674 1.309987035  1.3210904156 1.3906830941 1.4227080701 1.4349687668 1.4414680511]
    7     	    20    	         7/20        	        0.35        	[0.5479349189 0.6130673187 0.6237529491 0.6394575455 0.6535557653 0.6703192328 0.7514293731 1.0459316016 1.0683660145 1.1049251596 1.1572203123 1.1923435163 1.2093623215 1.2857466143 1.3038764396 1.3802302953 1.3868233611 1.4029499281 1.4343778943 1.4483294383]
    7     	    22    	         7/22        	 0.3181818181818182 	[0.5429896656 0.5992690539 0.6067811524 0.6183533282 0.6290174366 0.639914408  0.7049554881 1.0031718241 1.0270908694 1.0598136328 1.1068258052 1.1327090868 1.1498431711 1.2215536155 1.2532946184 1.3268900998 1.334305007  1.3561597249 1.3980273311 1.4304721347 1.4324713474 1.4380911989]
    7     	    23    	         7/23        	0.30434782608695654 	[0.5407867333 0.5925721089 0.5951283078 0.6087833738 0.6212862696 0.628487642  0.6839217044 0.9957706356 1.0076948163 1.0312746852 1.06173665   1.1162678286 1.1489073327 1.1795817267 1.2217964405 1.2890664477 1.3297827187 1.3381807183 1.3648006299 1.4012388298 1.4248161326 1.4374912805 1.4386269874]
    7     	    24    	         7/24        	 0.2916666666666667 	[0.5379345814 0.5858588201 0.5909425209 0.5995288428 0.6081195725 0.6150381606 0.6687042247 0.9794191008 0.9899963338 1.0064680804 1.065485853  1.0823205974 1.097004888  1.1614399899 1.2106309099 1.2743420276 1.2833898397 1.3072642074 1.355165074  1.3951917796 1.3970467279 1.4118456366 1.4339882665 1.4468739648]
    7     	    25    	         7/25        	        0.28        	[0.5355793659 0.5793418383 0.5814260518 0.5913542893 0.6007897473 0.6039125906 0.652720903  0.9718841474 0.9811507733 0.9873760017 1.0109430845 1.0705876488 1.095051938  1.1233787869 1.182489309  1.2426919192 1.2823486211 1.2873663124 1.3170641717 1.3602400543 1.3929973242 1.4061076377 1.4124213988 1.433995646  1.4467804389]
    7     	    26    	         7/26        	 0.2692307692307692 	[0.5328715667 0.5728968498 0.5769106729 0.5830876337 0.5889395169 0.5935626569 0.6398775701 0.9527199626 0.9619031782 0.9819591811 1.0121401638 1.0297608439 1.0559560143 1.1065403777 1.1743818972 1.2260754932 1.2358179053 1.2623298424 1.3102738474 1.3541380506 1.3542343791 1.3770154488 1.4071186602 1.4298228656 1.4331357219 1.4425296997]
    7     	    27    	         7/27        	0.25925925925925924 	[0.5304590508 0.5664135179 0.5690984668 0.5752666852 0.5819933337 0.584168382  0.6269936652 0.9466771318 0.9531193185 0.9571391341 0.9838258304 1.0227069292 1.0393281003 1.0706251298 1.1520243836 1.1970969421 1.2380632511 1.2423879464 1.2708413246 1.3166773249 1.3568590152 1.3669164935 1.3780178022 1.4087311499 1.4299660837 1.4348228248 1.4417807822]
    7     	    29    	         7/29        	 0.2413793103448276 	[0.525285968  0.5547502414 0.5566688983 0.560997891  0.5657187456 0.5672385677 0.6052985135 0.9216933905 0.9279597679 0.9333439083 0.9549614886 0.9853826093 1.0056231535 1.0173776292 1.1070658843 1.171136742  1.1920512428 1.1974907348 1.2298520277 1.2771253681 1.3132095803 1.3293024838 1.3393513522 1.3789330477 1.4066548525 1.409412102  1.4204334665 1.4352827459 1.4443975964]
    7     	    30    	         7/30        	0.23333333333333334 	[0.5225984444 0.5494345498 0.5511740974 0.5544643553 0.5575982339 0.5596285176 0.5958036521 0.9069772365 0.9133731901 0.9279312846 0.9527796563 0.9624892708 0.9723996305 1.006059716  1.0985414119 1.1408115004 1.1605565218 1.1853372069 1.2266799864 1.2655307722 1.2676503735 1.305352494  1.3370973817 1.3697157749 1.3768036588 1.3919228654 1.4139100982 1.4321412451 1.4345347318 1.4407021416]
    7     	    31    	         7/31        	0.22580645161290322 	[0.5199913641 0.5439806655 0.5448829006 0.5481771753 0.5514310083 0.5525316768 0.586772096  0.9009520978 0.9052351393 0.9085652937 0.9287202546 0.9537660392 0.9650317998 0.9825792434 1.079148231  1.1239636776 1.1505332714 1.1686609197 1.1923094862 1.235614205  1.2738651596 1.2901397893 1.3026175377 1.3444798754 1.376047715  1.3792948292 1.3933447465 1.4160715617 1.4318841633 1.4344715072 1.4409365699]
    7     	    32    	         7/32        	      0.21875       	[0.5172857471 0.5386763015 0.5399198357 0.5422172239 0.544483044  0.5458524679 0.5785749336 0.8869427934 0.8922146277 0.9050522434 0.924069702  0.9318826558 0.9394512658 0.9708865814 1.0711122764 1.1132203513 1.1186669904 1.1428677565 1.1930299252 1.2240225311 1.2277426517 1.271325842  1.3008207387 1.3336955425 1.3419884066 1.360033892  1.3875251919 1.4110430188 1.4159103678 1.4229933865 1.4347761829 1.4437155245]
    7     	    33    	         7/33        	0.21212121212121213 	[0.514633256  0.5335659976 0.5342461051 0.5365331216 0.5388170272 0.5395769181 0.5708669231 0.8814753839 0.884243006  0.8869611937 0.9029975561 0.9238064616 0.9315880843 0.9500604761 1.0545313343 1.0973452111 1.1196316492 1.1285823023 1.1480204607 1.2004679522 1.2343125212 1.2549146991 1.2678674585 1.309702594  1.3426162566 1.3460148728 1.3618646369 1.391269786  1.4118730719 1.4163651994 1.4251458607 1.4345939407 1.4435086818]
    7     	    34    	         7/34        	0.20588235294117646 	[0.5119190264 0.5286127655 0.5294790467 0.5311106725 0.5327533405 0.53366427   0.5637845247 0.8686840059 0.8725172838 0.8823437472 0.8986221943 0.9042879028 0.9101515697 0.9383000647 1.0467931785 1.0856638473 1.0898791374 1.1156427951 1.1470751064 1.1760355727 1.1989951576 1.2403802359 1.2661775015 1.2975881149 1.3069334013 1.326850773  1.357647331  1.3834907425 1.3908951564 1.3997927955 1.4189212878 1.4337523966 1.4346003761 1.4406546779]
    7     	    36    	         7/36        	0.19444444444444445 	[0.5065041195 0.5192285056 0.5198315869 0.5209913282 0.5221645362 0.5227770095 0.551017424  0.8508767009 0.8539515972 0.8619401265 0.8748775665 0.8791954466 0.8836212824 0.9088791227 1.0247368676 1.0611462162 1.0642168158 1.0888727092 1.1175900733 1.1454385281 1.1529309658 1.2029368774 1.2383471428 1.2630314311 1.273110303  1.2946226992 1.3264422986 1.3528276783 1.3625816062 1.3725440086 1.3971711561 1.4170003871 1.4193407336 1.4270611957 1.4353592072 1.4428347462]
    7     	    37    	         7/37        	 0.1891891891891892 	[0.5037850689 0.5147841367 0.5151565646 0.5162611385 0.5173740953 0.5177520396 0.5452822155 0.8448889565 0.8465728916 0.847441975  0.8587175034 0.8711550043 0.8749885041 0.8935376432 1.0120185792 1.0490515381 1.0638162123 1.0749289597 1.0900483654 1.1245659075 1.1540157337 1.1901487258 1.2014543635 1.2469226262 1.2760049113 1.2794713168 1.2966121056 1.3330893682 1.3579357125 1.3637068526 1.3770669875 1.399130866  1.4180556901 1.4202744194 1.4280996079 1.4349709642 1.4429124491]
    7     	    38    	         7/38        	0.18421052631578946 	[0.5010288904 0.5104915227 0.5109116197 0.5117348979 0.5125671333 0.5129822572 0.539949607  0.833517525  0.8363532127 0.8431588078 0.8528014328 0.8562252945 0.8594867776 0.8824473003 1.0045352085 1.0392809424 1.0413635856 1.0641830717 1.0898302023 1.1128988305 1.1208708518 1.1792509679 1.197340603  1.2241532755 1.2453106624 1.265310605  1.295973749  1.3209465374 1.333045952  1.3438535882 1.3718096979 1.394957362  1.398351649  1.408070213  1.4225691186 1.434097638  1.4352106928 1.4411287165]
    7     	    39    	         7/39        	 0.1794871794871795 	[0.4982746407 0.5063555681 0.5066259163 0.5073974745 0.5081686101 0.5084418546 0.5349713384 0.8277821871 0.8288507449 0.8295445851 0.8390690748 0.8481192504 0.8508507587 0.8692117538 0.9932479812 1.0283642654 1.0405172342 1.051464587  1.0644152538 1.0942089209 1.1207723373 1.1641401039 1.1760634039 1.2102589817 1.2311263943 1.2577010439 1.266390005  1.3034437266 1.328769634  1.3341729018 1.3491958383 1.3751057263 1.397120844  1.4002235479 1.4099219898 1.4226019763 1.4346495714 1.4352976436 1.4411623299]
    7     	    40    	         7/40        	       0.175        	[0.4954932745 0.5023625012 0.5026543776 0.503237948  0.503830307  0.504111585  0.5303322579 0.8172957766 0.8195545891 0.8246477862 0.832300384  0.8353962013 0.8374091736 0.8587064626 0.9858448539 1.0195840331 1.0209038025 1.0417926345 1.0636149368 1.0826297426 1.091580173  1.1547959752 1.1716670275 1.1979132212 1.208402962  1.2263481087 1.2690161306 1.2898789124 1.3038076622 1.3151388511 1.3449140279 1.3697851041 1.3739513938 1.385613667  1.4045568763 1.4203626981 1.4227880137 1.4293457841 1.4357161583 1.4427146249]
    8     	    9     	         8/9         	 0.8888888888888888 	[0.5890756871 0.7354083635 0.804851865  0.909146929  0.9684849904 1.1688162223 1.2509554441 1.4290245004 1.5582359981]
    8     	    11    	         8/11        	 0.7272727272727273 	[0.593310561  0.6967070454 0.7527952504 0.8205425895 0.8828910048 1.0130488325 1.0862604329 1.2350830805 1.4083553763 1.4963806256 1.5206252011]
    8     	    13    	         8/13        	 0.6153846153846154 	[0.5912084331 0.6742040342 0.7071526957 0.7801888022 0.8026482434 0.9119850374 0.9579959603 1.1001588911 1.332581523  1.3707932771 1.4416715521 1.4506856106 1.4767259396]
    8     	    15    	         8/15        	 0.5333333333333333 	[0.5822692138 0.6314525015 0.701281938  0.7439727992 0.7615121386 0.8286105248 0.8688368467 0.9959629499 1.2660972767 1.2746194828 1.3414259245 1.3913520308 1.3971399635 1.4185714484 1.4868949608]
    8     	    17    	         8/17        	0.47058823529411764 	[0.5634087628 0.634932992  0.6799172803 0.688053022  0.7289018935 0.7886711691 0.799646848  0.9051322337 1.1970228661 1.2251709176 1.2586543477 1.2818642323 1.3340870884 1.3925740653 1.4024589401 1.4264501925 1.4750531484]
    8     	    19    	         8/19        	0.42105263157894735 	[0.5564323067 0.6300097596 0.6443489542 0.6722938414 0.6958001021 0.7388628806 0.7475195558 0.8430773065 1.1343258578 1.1588484935 1.202162136  1.2249719051 1.2594350521 1.3167850343 1.3625686125 1.3697750352 1.4188209981 1.4417695876 1.4561925808]
    8     	    21    	         8/21        	0.38095238095238093 	[0.5522575345 0.6224855198 0.6280727218 0.6525741743 0.6564373705 0.7030660149 0.7069288235 0.7898834886 1.0844881937 1.1069721713 1.1427482782 1.1735786504 1.1982662311 1.2532235529 1.3017399882 1.3242089569 1.3580236751 1.4007297956 1.42383693   1.4380577409 1.4484201876]
    8     	    23    	         8/23        	0.34782608695652173 	[0.5479510949 0.6112544327 0.6141591759 0.6354934947 0.6373183536 0.6639882256 0.6720094295 0.7463366049 1.0377848846 1.066084964  1.1004210451 1.1222239115 1.1456157603 1.1952939645 1.2404399801 1.2761256851 1.3005764651 1.3530363079 1.3872010483 1.4013782035 1.4190698789 1.4376343907 1.4466026986]
    8     	    25    	         8/25        	        0.32        	[0.5435042058 0.599434319  0.6012856663 0.6180622296 0.6192644894 0.6392054864 0.6437505225 0.7064140928 1.0012179825 1.0294385131 1.0595056704 1.0800975862 1.1008082469 1.1444245025 1.1835638552 1.2242672716 1.2505480453 1.3070875565 1.3436287476 1.3586213629 1.3804613402 1.4069306494 1.4305840246 1.4349998784 1.442893755 ]
    8     	    27    	         8/27        	 0.2962962962962963 	[0.5390141069 0.5877548931 0.5890942457 0.6021239227 0.6024144883 0.6191078752 0.6198409837 0.6741517204 0.9807219014 0.9934988369 1.0118655982 1.0462509847 1.0631444257 1.0994543736 1.1317063018 1.172489703  1.2103713959 1.2642071283 1.2993467731 1.3137048532 1.3378665123 1.3704409176 1.4027533243 1.4059286458 1.4222684026 1.4360812927 1.446396393 ]
    8     	    29    	         8/29        	0.27586206896551724 	[0.5345288014 0.576296831  0.5777434216 0.5866555317 0.588921584  0.5994655653 0.6000915413 0.6479258602 0.9576674342 0.9696425071 0.9914162138 1.0029528374 1.0159850893 1.0614024926 1.085876598  1.123958543  1.1762986572 1.2248090881 1.2585433314 1.2705577816 1.295132848  1.3314888262 1.3671399655 1.3714900938 1.3944888094 1.4119055303 1.432094879  1.4356052962 1.4439140412]
    8     	    31    	         8/31        	0.25806451612903225 	[0.5300844299 0.5653072485 0.5670669424 0.5733135697 0.5749884349 0.5828266828 0.5830681441 0.6257291733 0.936683652  0.9465643875 0.9636696394 0.9762148229 0.9930548573 1.0200963252 1.0336002679 1.0773196183 1.1496317836 1.185237513  1.2239522564 1.2306324641 1.2536676294 1.2918246096 1.3302055415 1.3350039334 1.3628369792 1.3815757117 1.4074709377 1.4173068973 1.4270514259 1.4341330831 1.445881038 ]
    8     	    33    	         8/33        	0.24242424242424243 	[0.5255813102 0.5549212608 0.5565970053 0.561645473  0.5621005823 0.5678350667 0.5683897457 0.6066614562 0.9165596628 0.9251209474 0.9423960674 0.952832119  0.9620424943 0.9850307019 1.0091742216 1.0261643429 1.1101118915 1.1651825958 1.1827238625 1.1904750999 1.2193762346 1.2583660714 1.2926226886 1.2936896725 1.3293682532 1.3529367811 1.3785469792 1.3881697127 1.4030293241 1.419693113  1.432523925  1.4348662725 1.4432650648]
    8     	    35    	         8/35        	0.22857142857142856 	[0.5209693012 0.5459205074 0.5459976741 0.5503776545 0.5506167027 0.5549356041 0.5552114908 0.5900839617 0.8987830635 0.9058840049 0.9190544182 0.9290155229 0.9396272168 0.9570823627 0.9714005283 0.9950519445 1.0843757017 1.1233699789 1.148025743  1.1646885182 1.1861619178 1.2225861998 1.2555743595 1.2591682565 1.2970806504 1.3188481728 1.3482024833 1.3591610459 1.374970126  1.3954480631 1.4146359821 1.41869999   1.4298201468 1.4356997732 1.4434709329]
    8     	    37    	         8/37        	0.21621621621621623 	[0.5162983212 0.5366665458 0.536758172  0.539889474  0.5402588858 0.5432959528 0.5435212382 0.5756073883 0.8819872414 0.8878274615 0.8991725399 0.9070483061 0.9161136711 0.9304612529 0.9411154181 0.9646122262 1.0620850573 1.1001468052 1.1223048635 1.1283923207 1.1446162943 1.1938479543 1.2198417384 1.2262891724 1.266267469  1.2867426954 1.317040738  1.3282515167 1.344873695  1.3684129904 1.3917232794 1.3970460317 1.4102023409 1.421669964  1.4334802115 1.4360674175 1.4420633489]
    8     	    39    	         8/39        	0.20512820512820512 	[0.5115925516 0.5279557126 0.5280199873 0.5303769239 0.5305718506 0.532906775  0.5329305211 0.5629208007 0.8664897438 0.8707194883 0.8792828612 0.88697319   0.895081211  0.9059118015 0.913844237  0.936402691  1.0419216856 1.077779072  1.0963197389 1.103327193  1.1192278204 1.1529719808 1.1771366017 1.2019641908 1.2379153581 1.2570877344 1.2864024268 1.2975841859 1.3143989859 1.3399058746 1.3658385508 1.3720280806 1.3864681955 1.4021538475 1.4186473139 1.4231854788 1.4308173995 1.4362384831 1.4426994549]
    9     	    10    	         9/10        	        0.9         	[0.5844676041 0.7136752293 0.8129275383 0.867610258  0.9131542794 1.0459628656 1.225219648  1.2669665619 1.4588589681 1.5711570474]
    9     	    11    	         9/11        	 0.8181818181818182 	[0.6059416201 0.7001554526 0.7143610707 0.8261678958 0.9682299803 1.0154535958 1.056976474  1.2149800779 1.3445775704 1.4783084751 1.5808477873]
    9     	    13    	         9/13        	 0.6923076923076923 	[0.6003627512 0.6818400529 0.6926804114 0.7782225968 0.8747342047 0.9091331033 0.968764986  1.0431328856 1.2176068283 1.3843416608 1.4546664199 1.4829158691 1.50959823  ]
    9     	    14    	         9/14        	 0.6428571428571429 	[0.5903514987 0.672631201  0.7193445993 0.7522711482 0.786869228  0.8709545688 0.9672248177 0.9946976041 1.1306091861 1.3482823855 1.4169289025 1.4463722916 1.4625541031 1.4849084655]
    9     	    16    	         9/16        	       0.5625       	[0.5839892395 0.6548439284 0.6748597763 0.7352055896 0.7540951197 0.8127851778 0.8892623929 0.9060425537 1.0233391519 1.2910341267 1.3203566356 1.3626783423 1.3804034433 1.4090871624 1.4563470817 1.4816702782]
    9     	    17    	         9/17        	 0.5294117647058824 	[0.5819695125 0.6248271254 0.6932774833 0.6997284288 0.7686584564 0.7907717372 0.831721048  0.8655347693 0.9935858608 1.2604544328 1.2754514321 1.3121892943 1.3595955188 1.3946016962 1.4111767061 1.4315571802 1.4868993179]
    9     	    19    	         9/19        	0.47368421052631576 	[0.5666951973 0.6175569681 0.6772093799 0.6875996092 0.7309037096 0.7366254419 0.7861653511 0.8084944146 0.9175766695 1.1947433035 1.2090910608 1.2628662226 1.2987275713 1.3078669752 1.3462043953 1.4000989961 1.4060336093 1.4453193209 1.4742218038]
    9     	    20    	         9/20        	        0.45        	[0.5601225085 0.6282275815 0.6515481176 0.683978387  0.696537661  0.7309933025 0.775064605  0.7823141137 0.8795761703 1.171096888  1.1927728657 1.2237061122 1.2444465384 1.2840023246 1.3329801662 1.3696071315 1.3837315848 1.4136143268 1.4491574548 1.4665221599]
    9     	    22    	         9/22        	 0.4090909090909091 	[0.5552303138 0.626818651  0.6336681409 0.6528953143 0.6750975603 0.7023302093 0.7334140993 0.7391074853 0.8262993498 1.1213886994 1.1425686557 1.1677913057 1.1877901265 1.2265634993 1.2780292807 1.3164719894 1.3273813631 1.3722694774 1.3947563835 1.4395230488 1.4430931047 1.4495119416]
    9     	    23    	         9/23        	 0.391304347826087  	[0.5536707494 0.6228999408 0.6248742769 0.6458484415 0.6647573546 0.6917551085 0.707520942  0.7208168663 0.8055975761 1.0951255925 1.1110272106 1.1523399902 1.1802569753 1.2004266769 1.2247853291 1.2865753491 1.3238554262 1.3485020047 1.3622824365 1.4107339201 1.4356213492 1.4405827392 1.4481437442]
    9     	    25    	         9/25        	        0.36        	[0.5497962522 0.613165775  0.6150125535 0.6325049697 0.6487478402 0.6594261542 0.6696479    0.6930592443 0.7635639603 1.0567570026 1.0670777822 1.1120724441 1.1374667664 1.146793892  1.1772052539 1.2346929495 1.2692229788 1.3006193684 1.3123284976 1.3715424563 1.4001033632 1.4084306157 1.4238983171 1.4360086926 1.4508549701]
    9     	    26    	         9/26        	0.34615384615384615 	[0.5476891913 0.6081165089 0.6131813485 0.6254170588 0.6321855244 0.6481918323 0.6669169008 0.6726637426 0.7436305552 1.0360691358 1.0634579035 1.0818594231 1.0980165685 1.1343036169 1.1797396863 1.2064653664 1.218361689  1.283027995  1.2957131352 1.3621981135 1.3679714631 1.3811016868 1.4126886406 1.4367506714 1.4385240553 1.4417581869]
    9     	    28    	         9/28        	0.32142857142857145 	[0.5437398747 0.5980941613 0.6019244955 0.6115965512 0.6171776733 0.629444362  0.6434723998 0.6471172182 0.7081915739 1.0030145526 1.0302221571 1.0479219548 1.0624237657 1.0952236719 1.1376618202 1.1580375322 1.170574004  1.2299731363 1.2576766069 1.3197710083 1.3255177142 1.3419720544 1.3786932736 1.4093584019 1.4114697006 1.421932406  1.4396372199 1.4461607095]
    9     	    29    	         9/29        	 0.3103448275862069 	[0.5418039206 0.5931404247 0.5944220567 0.605040773  0.6143688736 0.6210956979 0.6287224802 0.6374313162 0.6931734954 0.995441387  0.9996654798 1.042349508  1.0601049016 1.0667201637 1.0966888436 1.1425977023 1.1679775024 1.1967925537 1.2353095138 1.2900429316 1.3202001842 1.327454486  1.3499637124 1.3820247266 1.4083662427 1.4135495158 1.4276512661 1.4337811636 1.4481191767]
    9     	    31    	         9/31        	 0.2903225806451613 	[0.5377873122 0.5832948937 0.5843400889 0.5924419932 0.5992083082 0.6056765646 0.6122377494 0.615902762  0.6665070405 0.9736820608 0.9827805461 1.0027063635 1.0147176979 1.0414603866 1.0641791931 1.1023657162 1.1236080558 1.1506170731 1.2026213075 1.2525497814 1.2819832778 1.2866094229 1.3104836928 1.3473497901 1.3766895761 1.3820308272 1.4005211992 1.4143379994 1.4364143265 1.4375191365 1.4433758569]
    9     	    32    	         9/32        	      0.28125       	[0.535763703  0.5784104592 0.5805014516 0.5864840716 0.590663601  0.5976415227 0.6054154051 0.6069049158 0.6546688821 0.9655218866 0.9750410832 0.9871528251 0.9987772496 1.0157821632 1.0681787749 1.0769408947 1.0871102903 1.1361120476 1.1926091124 1.2395666552 1.2467903795 1.2655302273 1.3045047805 1.3396555726 1.3437100909 1.3606386866 1.3918177545 1.4093449648 1.418827146  1.4281289445 1.4375521898 1.4462522681]
    9     	    34    	         9/34        	 0.2647058823529412 	[0.5318092896 0.5688196733 0.5707140616 0.5755078405 0.5784601326 0.5836708369 0.5895709377 0.5907053573 0.6339078041 0.9456409402 0.9542132509 0.9646731011 0.9751359792 0.9961162274 1.0225723469 1.0328614583 1.0566648824 1.0940897516 1.1663167393 1.2036539184 1.2117801475 1.2314111189 1.2687872197 1.3031408574 1.3076490915 1.3271013376 1.3623814093 1.3819829197 1.3933633269 1.4042772522 1.4210340857 1.4350240649 1.4370182514 1.4439443881]
    9     	    35    	         9/35        	 0.2571428571428571 	[0.5298461264 0.5636764492 0.565985045  0.5699322699 0.5741573719 0.5772599065 0.5815210017 0.5833665885 0.6246244222 0.9342392672 0.942104464  0.9620331433 0.9710787027 0.9750319639 0.9978235622 1.0262551505 1.0420321728 1.0666096321 1.1509239598 1.181516025  1.2127129009 1.2165662887 1.2375077149 1.2756640725 1.3093048178 1.3145869653 1.3345706145 1.3614118011 1.3900949746 1.3957134441 1.4045124214 1.421303094  1.4341531201 1.4385719438 1.4433086011]
    9     	    37    	         9/37        	0.24324324324324326 	[0.5258376885 0.5549550231 0.5566505641 0.5596994604 0.5629387482 0.5652851974 0.5686172893 0.5699160711 0.6076561423 0.9172859699 0.9238926332 0.9391126286 0.9485571059 0.9550974364 0.9732755112 0.9964105238 1.0135787106 1.0238088066 1.1135273712 1.1657649276 1.1743275679 1.1823196306 1.2075804238 1.2464708432 1.2745181052 1.2767623697 1.3027788805 1.3344691886 1.3626674281 1.3658159231 1.3778331971 1.4020200924 1.4195545596 1.4218925691 1.4287609454 1.4380858732 1.4442745928]
    9     	    38    	         9/38        	0.23684210526315788 	[0.5237944696 0.5511218729 0.5520284124 0.554964298  0.5568382906 0.5597421097 0.5630762566 0.5637491036 0.5999281633 0.9105158244 0.917029422  0.9246407325 0.9326105756 0.9494561284 0.9731574747 0.9782926755 0.9868416519 1.0134111827 1.104782858  1.1377688576 1.1558256987 1.1741033173 1.2043835458 1.234793013  1.2385557161 1.2613835418 1.299486124  1.3224331167 1.334912464  1.3489656216 1.3738408645 1.3958227445 1.4003328807 1.4102931848 1.4237768419 1.4359069272 1.4374075928 1.4420264445]
    9     	    40    	         9/40        	       0.225        	[0.5196741238 0.5427750266 0.5434886904 0.5456627508 0.5471418536 0.5493444312 0.5518469946 0.5523674958 0.5858600697 0.8946996459 0.9003307214 0.9068114644 0.9136945362 0.9292058513 0.9474594669 0.9525961013 0.9586182941 0.9856092097 1.0821733911 1.1174067646 1.1212045687 1.1388264601 1.1794942187 1.2042745386 1.2074335303 1.2306118251 1.268071721  1.2932110809 1.3053654335 1.3202980194 1.3467387433 1.3708140928 1.3757541715 1.3877913692 1.4059004753 1.4215781062 1.4250859027 1.4300196389 1.4371536082 1.4436056119]
    10    	    11    	        10/11        	 0.9090909090909091 	[0.5894330618 0.7134708378 0.7589648828 0.836348406  0.8782820104 1.0333078084 1.1113488937 1.2144009037 1.2986041684 1.4870949559 1.5847440711]
    10    	    13    	        10/13        	 0.7692307692307693 	[0.5959203418 0.6858499828 0.7165525384 0.7891659994 0.8217067405 0.9321693816 1.0135055067 1.102487383  1.1347908408 1.2884665796 1.436430065  1.536520136  1.5444345043]
    10    	    17    	        10/17        	 0.5882352941176471 	[0.5895030372 0.6544296586 0.6730445021 0.7198382366 0.7490297351 0.814621725  0.8602704108 0.9179241181 0.926629239  1.0669419847 1.312176389  1.3540633521 1.3674379462 1.3892747384 1.4543712173 1.455637027  1.4768066827]
