    p     	    q     	        p/q         	         y          	eigenvalue
    22    	    35    	        22/35        	 0.6285714285714286 	[0.5934402522 0.6475070916 0.6486367638 0.6607863805 0.6678789227 0.687857419  0.6967633208 0.7094417774 0.7457245776 0.7625101662 0.8056783118 0.8264545828 0.8329706333 0.8731492008 0.8972224407 0.924311997  0.9318959995 0.9697335091 0.9882323246 1.0082890975 1.010143728  1.1210328252 1.3394897979 1.3845572662 1.3871827784 1.3906593679 1.4223631556 1.424644528  1.4357161092 1.4476919994 1.4618167959 1.4663765186 1.4741719848 1.4783935819 1.4872747944]
    22    	    37    	        22/37        	 0.5945945945945946 	[0.5905932182 0.6425537949 0.6435516583 0.653165343  0.6581095423 0.6687704749 0.6926860052 0.7108438521 0.7410293124 0.7577107643 0.7801800017 0.8042655862 0.8076349679 0.8468695865 0.868555672  0.8953515443 0.8999559405 0.9356279536 0.946822508  0.9681130738 0.9697615183 1.07529302   1.3168051276 1.3450756037 1.3492942174 1.3557339299 1.3736609991 1.3885312635 1.3946341197 1.402068724  1.4389822953 1.4442690818 1.4520780453 1.4606023301 1.4706999897 1.4712365584 1.480882376 ]
    22    	    39    	        22/39        	 0.5641025641025641 	[0.5864149169 0.6339753212 0.6351351937 0.6388161727 0.6586395454 0.6632267606 0.7013765214 0.7113712269 0.7192229564 0.7443363378 0.7617868746 0.7866355235 0.7907617341 0.8207229214 0.8411973949 0.8680524919 0.870698414  0.9027196314 0.9128392586 0.9329346654 0.933684718  1.0340647624 1.2928323002 1.3103586567 1.3133220179 1.3197126664 1.3402109228 1.35586052   1.3617383458 1.3725132311 1.3968412072 1.4103526133 1.4159650354 1.4210679913 1.4555918627 1.4627228176 1.4663830563 1.4692768954 1.4806365168]
    23    	    24    	        23/24        	 0.9583333333333334 	[0.5859962687 0.672859166  0.6870682307 0.6991257625 0.7025852543 0.7482388404 0.7968370831 0.8217726952 0.8348957655 0.890719159  0.9610868144 0.9807972097 1.0106400761 1.0529750183 1.1251830181 1.1363380042 1.203391891  1.2410375455 1.3183364615 1.3641630753 1.4584163139 1.5088865618 1.6305419582 1.6721078267]
    23    	    25    	        23/25        	        0.92        	[0.5914350481 0.6629455325 0.6637869933 0.7032858343 0.7236030318 0.7454312631 0.7557563666 0.8062862467 0.8550437806 0.882523479  0.9037027055 0.9589918254 1.0209646347 1.0245401306 1.0822528509 1.1264431318 1.147205979  1.2270092408 1.2653682137 1.338905092  1.3556785675 1.5072983575 1.51360382   1.6021164673 1.6858214074]
    23    	    26    	        23/26        	 0.8846153846153846 	[0.5947781954 0.6624232508 0.6691285544 0.6910420043 0.6935502611 0.7408618509 0.7803707814 0.7984933419 0.8101869588 0.8590074228 0.9264378216 0.9484957108 0.9593678047 1.0108206011 1.0670312982 1.0796822769 1.1504875335 1.2156271665 1.2219507742 1.229188332  1.4043964959 1.4064470568 1.4298688776 1.5511235393 1.6475970339 1.6476350553]
    23    	    27    	        23/27        	 0.8518518518518519 	[0.5969045097 0.6617060335 0.6627712242 0.6877894261 0.7042096335 0.7301817076 0.7366756546 0.791495564  0.8293197467 0.8558467801 0.8731265433 0.9180545735 0.971056284  0.9845508027 1.039665337  1.1038840895 1.1199532994 1.1329738987 1.1506871424 1.3124812127 1.3241790919 1.3243162855 1.3747856107 1.5119974846 1.6144359742 1.6144413718 1.6145107181]
    23    	    28    	        23/28        	 0.8214285714285714 	[0.5976152467 0.6602121185 0.6663640838 0.6854339336 0.6875227233 0.7223997711 0.7549998993 0.7758584626 0.7853262659 0.8344680075 0.8878629258 0.9010822965 0.9376697854 0.9939220858 1.0357978197 1.0511152539 1.0551044151 1.0970724062 1.2331068117 1.2469693123 1.2567702792 1.2608115284 1.3373633327 1.4809997004 1.5843053591 1.5850651873 1.5859071    1.5868738882]
    23    	    29    	        23/29        	 0.7931034482758621 	[0.598056838  0.6591851488 0.6601805136 0.6820763291 0.6961692057 0.7196989355 0.7238526214 0.7656165777 0.8000370544 0.8212638615 0.8411369053 0.9070369566 0.940798577  0.9646089923 0.9790456394 1.0118581402 1.0495514767 1.1595793393 1.1744885389 1.1886237618 1.213071513  1.2139561408 1.3073467354 1.455849241  1.5579934953 1.5583535229 1.5585111826 1.5618775524 1.5641752036]
    23    	    30    	        23/30        	 0.7666666666666667 	[0.5976376487 0.6576737788 0.6620211476 0.6791055673 0.681676342  0.7113235144 0.7389832949 0.7552600279 0.7694407692 0.8193580679 0.8587099236 0.8805406478 0.8869011405 0.9341547498 0.9748470847 0.9941117785 1.0889748628 1.1089974486 1.1389003048 1.1512590709 1.1704329256 1.175942374  1.2817073314 1.4349992514 1.5309615645 1.533087977  1.5360870952 1.5401504946 1.5420830075 1.5446708079]
    23    	    31    	        23/31        	 0.7419354838709677 	[0.5969315552 0.6543374438 0.6591235365 0.675912181  0.6879471353 0.7054605113 0.7144647793 0.7588921228 0.7819838058 0.8020398833 0.8198860986 0.8617780931 0.8938133877 0.9105009824 0.9414696966 1.0189662134 1.0644772452 1.0770011767 1.0957873486 1.1142958834 1.1441641206 1.1459157457 1.2572791098 1.4172461654 1.5083797878 1.5095532856 1.5101735713 1.5179251314 1.5246415187 1.5271386126 1.528513871 ]
    23    	    32    	        23/32        	      0.71875       	[0.5962878079 0.6543363858 0.6584051568 0.6711319993 0.6755351545 0.7064693946 0.728256322  0.7473200943 0.750790407  0.7905269582 0.8316064742 0.8447960257 0.8529085669 0.9058013942 0.9636911282 1.0008963125 1.0123598165 1.03581039   1.0836266884 1.0924851006 1.1122995088 1.1175441433 1.2343504698 1.401652159  1.4826027319 1.4860267983 1.4914004802 1.4988271206 1.5035806877 1.5094562217 1.5130909164 1.5181271847]
    23    	    33    	        23/33        	 0.696969696969697  	[0.5958277561 0.6514337073 0.6525230012 0.6741439158 0.6825590305 0.6996964191 0.7044914569 0.7385977065 0.762003083  0.7819984792 0.7947442332 0.8260749802 0.8691022743 0.909390671  0.9393016874 0.9661252827 1.0085729762 1.0152505484 1.0368892838 1.0583485723 1.0945606548 1.0964135735 1.2116653689 1.3873264982 1.4618744445 1.4637921364 1.4667269136 1.478209693  1.4915250804 1.4921511343 1.4951062896 1.5026174548 1.5089556929]
    23    	    34    	        23/34        	 0.6764705882352942 	[0.5951223734 0.650931467  0.6545353104 0.6700931185 0.6702789849 0.6947180156 0.7149932773 0.7309472381 0.7350422773 0.7687817162 0.7967751705 0.8241130543 0.858939838  0.8967807586 0.9291283426 0.9509738032 0.966856498  0.9911819311 1.0289659541 1.0385558526 1.0616009997 1.0700902765 1.1885695246 1.3732854849 1.4379466912 1.4425347806 1.4504677569 1.4603770302 1.4667889432 1.4752994547 1.4831221262 1.4921045446 1.4940046037 1.5000928011]
    23    	    35    	        23/35        	 0.6571428571428571 	[0.5946149623 0.6491775695 0.6507730189 0.6668125366 0.6741771108 0.6903191416 0.6957218955 0.7232242387 0.7418277752 0.7551666279 0.7871791732 0.8200410015 0.8676117194 0.8780805864 0.8940078463 0.9267539493 0.9663940397 0.9742236463 0.9967691496 1.0154617179 1.0437851276 1.0468777356 1.1619208182 1.3590672607 1.4192982901 1.4213747446 1.4263602945 1.4402232138 1.457763099  1.4590103038 1.4624820441 1.4760986895 1.4869091979 1.4871863759 1.4933050979]
    23    	    36    	        23/36        	 0.6388888888888888 	[0.5939745016 0.6471079139 0.6499638802 0.664470998  0.6647489466 0.6850774501 0.7023586655 0.7145573147 0.7174472122 0.7632895586 0.7863419115 0.8247625686 0.8316841386 0.8602003513 0.8959196631 0.9143211439 0.9309275915 0.9544420128 0.9877361321 0.9966761958 1.0215860286 1.0251141117 1.1355242688 1.3463953528 1.3927939285 1.3959330763 1.4147780704 1.4256404599 1.4319608575 1.4421169782 1.4530688688 1.4659598936 1.4700305501 1.4777805064 1.4816712196 1.4896376783]
    23    	    37    	        23/37        	 0.6216216216216216 	[0.5930062196 0.6461194902 0.6466157216 0.6584402877 0.666488086  0.6792743344 0.6865472494 0.7030212987 0.738764655  0.7498942559 0.7836892056 0.8041422359 0.8368628187 0.8497919924 0.8633932991 0.8947030751 0.9298350138 0.9377240448 0.9641703234 0.9781403631 1.002556948  1.0042514444 1.1114475327 1.3349204135 1.376691797  1.3796414358 1.3836330696 1.3952229315 1.4247382649 1.4306346629 1.4327371877 1.4496059433 1.4653205048 1.4660148779 1.470738511  1.4771939593 1.4860265453]
    23    	    38    	        23/38        	 0.6052631578947368 	[0.5916729934 0.6437866133 0.646153966  0.6555316371 0.6568056304 0.6727942094 0.6822910255 0.710836739  0.7216138333 0.760684085  0.7778242226 0.7981296004 0.8058833397 0.8346936649 0.8669260424 0.8835064488 0.9030878978 0.9208493758 0.9544084755 0.9612499686 0.9792298646 0.9839279738 1.0896949959 1.3241254532 1.3553435744 1.360858189  1.3702681754 1.3833029981 1.3911746342 1.3984013677 1.4281304437 1.4415511382 1.44578724   1.4562577226 1.463041933  1.4725397856 1.4734598815 1.4821748605]
    23    	    39    	        23/39        	 0.5897435897435898 	[0.5900418239 0.6408445969 0.6416795616 0.6510848653 0.6564132243 0.6624352677 0.6860743363 0.7018765452 0.7374656087 0.7499547931 0.7581458559 0.7837151156 0.8116273701 0.8264184298 0.8433525577 0.8662222768 0.9004324443 0.908801888  0.926968858  0.9418405729 0.9639853147 0.9671396241 1.0686438606 1.3133351966 1.3396147645 1.3447639339 1.3466281096 1.364075636  1.382134736  1.388827459  1.3950521219 1.4091148089 1.4412541161 1.4486480843 1.4517049443 1.4615022186 1.4706339287 1.4710880176 1.4804571326]
    23    	    40    	        23/40        	       0.575        	[0.5880860644 0.6374139002 0.6389251205 0.6455279677 0.6459817005 0.6704564064 0.6804014988 0.7156808311 0.7182700521 0.7399139797 0.7597050894 0.7809990119 0.7908574166 0.8124748538 0.8443893295 0.8572160015 0.8715446913 0.8908943944 0.9217506773 0.927283405  0.9440204451 0.9482478703 1.0487963416 1.3018973491 1.3203165039 1.3256724924 1.3360229048 1.3505238928 1.357138278  1.3706672415 1.3866408074 1.4033950523 1.4093602335 1.4159760447 1.4470876176 1.4587402868 1.4603280613 1.4675264421 1.4694362712 1.4804334718]
    24    	    25    	        24/25        	        0.96        	[0.5858473487 0.6730388322 0.6805098008 0.6951527341 0.703232661  0.747756504  0.7742435821 0.8093197982 0.8259412895 0.8892034859 0.9250662045 0.9653106996 0.984031693  1.0506614189 1.0766903384 1.1282287425 1.1520352395 1.2212959529 1.2557913678 1.331274333  1.3767378626 1.4691944513 1.5176654485 1.6361429057 1.6756273052]
    24    	    29    	        24/29        	 0.8275862068965517 	[0.5975448504 0.6604731803 0.6632934447 0.6829841374 0.687748879  0.7220633812 0.7385923319 0.7677674334 0.783312394  0.8319966046 0.8641210004 0.8960001818 0.9075509255 0.9749060379 1.0221515788 1.0386473377 1.0529027178 1.0816524684 1.1110456488 1.2476917896 1.2596458442 1.2714528889 1.2743774982 1.3441786333 1.486913451  1.5902777961 1.5909228898 1.5915210637 1.5922636112]
    24    	    31    	        24/31        	 0.7741935483870968 	[0.5978397255 0.6579270714 0.6599860939 0.679650207  0.6798461485 0.7109606942 0.7257854707 0.7544555113 0.7622282748 0.8055999146 0.8466778658 0.8675559429 0.881797242  0.9297074986 0.9622443849 0.980237873  1.0057850642 1.1102976822 1.1330787922 1.1496140474 1.1568007385 1.1849652895 1.1889936373 1.2888855051 1.4407127596 1.5382453256 1.540330106  1.5425290415 1.545779532  1.547435023  1.5500475368]
    24    	    35    	        24/35        	 0.6857142857142857 	[0.5954554281 0.6468095643 0.6601121001 0.667546725  0.6705455428 0.6950358374 0.7064139984 0.7269517265 0.7360152249 0.7709924601 0.7871378924 0.8043550373 0.8417444778 0.8825385972 0.9233360046 0.9428416255 0.9535872123 0.994722525  1.0134341425 1.0384332044 1.0477159451 1.0679422881 1.0913761964 1.1994028737 1.3797588092 1.4455907762 1.4559611369 1.4576810387 1.4650383877 1.4731790931 1.4836779191 1.4882285918 1.4944131767 1.4979824105 1.5040420303]
    24    	    37    	        24/37        	 0.6486486486486487 	[0.5943630357 0.6449179897 0.6550922491 0.6623421288 0.6653473981 0.6865128489 0.6953327548 0.7124708844 0.7233310137 0.7452185041 0.7770298615 0.8049640418 0.8338432399 0.859594483  0.8847145919 0.9096415605 0.9174362904 0.9574809023 0.9743938822 0.999439059  1.0063186822 1.0272058264 1.0442972815 1.1495280795 1.3530506453 1.4007830588 1.4186162095 1.4208872986 1.4272659405 1.4389290472 1.452592054  1.4585441953 1.4667185074 1.4740018569 1.4833273775 1.4848765161 1.4915907038]
    25    	    26    	        25/26        	 0.9615384615384616 	[0.5856163573 0.6710546083 0.6833010277 0.6928567122 0.695431804  0.7358905255 0.7770232366 0.7998131197 0.8104223793 0.8618363993 0.9244839036 0.9453643736 0.9675505961 1.0107706234 1.0799435553 1.0833601897 1.1385688295 1.1697545044 1.2353013422 1.2695174847 1.3441191521 1.3885837776 1.4792745125 1.5258909552 1.6413504072 1.6789196231]
    25    	    27    	        25/27        	 0.9259259259259259 	[0.5906435461 0.6612440479 0.6618656612 0.6979662553 0.7148099886 0.7336713916 0.7423136136 0.7869472637 0.8293356859 0.8556912905 0.8727954334 0.9226618406 0.9807957776 1.0040539889 1.0208625777 1.0615842549 1.1340073712 1.1538181924 1.1673440481 1.2570814072 1.2899497273 1.3616178833 1.3812256615 1.5253126635 1.5301593322 1.6117716228 1.692469473 ]
    25    	    28    	        25/28        	 0.8928571428571429 	[0.5941484464 0.6611918152 0.6663786936 0.6859687384 0.6878595476 0.7310842358 0.7644120074 0.7812944275 0.7905215357 0.8368927704 0.8910976575 0.9095911144 0.932828106  0.980429021  1.0315383942 1.0384065637 1.0929048811 1.1050920369 1.1825885636 1.2442063562 1.2470635426 1.2541000593 1.4278460867 1.4289709403 1.4469176482 1.5620884059 1.6562807428 1.6562976616]
    25    	    29    	        25/29        	 0.8620689655172413 	[0.5963904115 0.6607336972 0.6614906331 0.683639726  0.6968029562 0.7208092677 0.725747389  0.7745392924 0.8108160704 0.8325705821 0.8465561771 0.8930524856 0.948866395  0.9550359573 0.9850780554 1.0142576795 1.0932710055 1.130279032  1.1421654949 1.1575155291 1.1785728397 1.3426970053 1.3468624744 1.348915778  1.3901170947 1.5234945673 1.6243767748 1.6245619728 1.6247836559]
    25    	    31    	        25/31        	 0.8064516129032258 	[0.5979512028 0.6586812326 0.6594275768 0.6788092376 0.6905587788 0.7108608374 0.7181158307 0.7531310901 0.7836068499 0.8061684882 0.8173510773 0.860277347  0.9234346432 0.9382582131 0.9589018174 0.9966392481 1.0267168917 1.0448696531 1.0639670408 1.1901641873 1.2154626847 1.2163088155 1.2316006924 1.2366082555 1.3211645063 1.4672999837 1.5693634822 1.5706204591 1.5730064646 1.5730823218 1.5735910903]
    25    	    32    	        25/32        	      0.78125       	[0.597924475  0.6572672904 0.661477702  0.6762829058 0.6782299968 0.7053729973 0.7288169892 0.7471545274 0.7550596527 0.7901257442 0.8353793861 0.8656369652 0.8682216002 0.9139253936 0.9631725194 0.9741895116 0.9814346906 1.0238362608 1.1285629145 1.1492446927 1.1614031383 1.1718455485 1.1961886575 1.1993395701 1.2957561711 1.4462218567 1.5451656433 1.5468755716 1.5487352701 1.5511099417 1.5529745788 1.5550678368]
    25    	    33    	        25/33        	 0.7575757575757576 	[0.5974391916 0.6542953279 0.658886809  0.6728251968 0.6848532576 0.7032172266 0.7063858809 0.7370403858 0.7689046322 0.7937465274 0.8030278746 0.8433091619 0.8770190446 0.9031505491 0.9062378725 0.9457137288 0.9836892361 1.0717172584 1.0824116007 1.1060846274 1.1371637173 1.1386081587 1.1613484821 1.1669510779 1.2728018326 1.4283031235 1.5210941432 1.5239406633 1.5300065732 1.5304632906 1.5313297125 1.5363406319 1.5396932033]
    25    	    34    	        25/34        	 0.7352941176470589 	[0.5966861611 0.654449476  0.6583089773 0.6711676254 0.6733189611 0.6953190428 0.7170223962 0.7416415602 0.7427887812 0.7792339987 0.8154749366 0.8322966797 0.8386116965 0.8776137634 0.9091526523 0.9318287202 0.999845606  1.0297099629 1.0665486866 1.0801344777 1.0983995529 1.1104818525 1.1374395236 1.1402330123 1.2507810588 1.4126979016 1.4994383106 1.5024941486 1.5059567038 1.510380849  1.5150622195 1.5205530558 1.5227046954 1.5262229538]
    25    	    36    	        25/36        	 0.6944444444444444 	[0.5957259058 0.6500776427 0.6527238126 0.6700848556 0.6710030049 0.6909697952 0.7084255248 0.7251483549 0.7285175428 0.7615827376 0.7941352484 0.8049775217 0.8109518722 0.8606473973 0.9054377968 0.9418436809 0.9517144038 0.9756894041 1.0135829997 1.0294001586 1.0439177217 1.0583437601 1.0940812579 1.0957283649 1.2090155149 1.3856467911 1.4566164653 1.4604734727 1.4664358005 1.4732801501 1.4799667305 1.4888835526 1.4928473364 1.4986384017 1.5020483894 1.5074366299]
    25    	    37    	        25/37        	 0.6756756756756757 	[0.5951208261 0.6495866786 0.6511863887 0.6664752476 0.6726477163 0.6880780957 0.6923002432 0.7188013569 0.7369159953 0.7538859535 0.7635506489 0.789243152  0.8297644058 0.8599840469 0.8900960782 0.9134608965 0.9507506994 0.9590100361 0.9791314063 1.0041467502 1.0368155249 1.0395698459 1.0636655963 1.0719210007 1.187553711  1.3727094967 1.4356750506 1.4404984691 1.4544195683 1.4547408168 1.4565840969 1.4709781335 1.4842475514 1.4849490027 1.4883450395 1.4943729684 1.5008175052]
    25    	    38    	        25/38        	 0.6578947368421053 	[0.5946152918 0.6485080715 0.6511007346 0.6640574005 0.6641319144 0.6838857117 0.6991733228 0.7127473126 0.7157295835 0.7437780658 0.7638738504 0.7918448319 0.8183816513 0.8558375694 0.8820613585 0.9020779863 0.9143382393 0.9396010389 0.9761492969 0.9887881393 1.0069316123 1.0197580608 1.0461457814 1.0505163903 1.1630702654 1.3596075902 1.4174480569 1.4205589831 1.4297242249 1.437552135  1.446195985  1.4576998163 1.4632922941 1.4715445068 1.4784688503 1.4865823676 1.4879516331 1.494270075 ]
    25    	    39    	        25/39        	 0.6410256410256411 	[0.5940846634 0.6465411198 0.6471853405 0.6620778966 0.6671156408 0.6794885272 0.684140879  0.7064044984 0.7203771023 0.730518512  0.7619769181 0.7879098296 0.8302193441 0.8392707035 0.8524532098 0.8818408283 0.9167078959 0.9273021566 0.9451612903 0.9690363946 0.9975248806 1.001095736  1.0269169188 1.0298433694 1.1385461571 1.3478217564 1.3939440586 1.3975601439 1.4184451977 1.42352479   1.4244606505 1.4394124431 1.4569283424 1.458121626  1.4619959012 1.4733132161 1.4826466264 1.4828395303 1.4892459047]
    26    	    27    	        26/27        	 0.9629629629629629 	[0.5854677286 0.6711837097 0.677772054  0.689504137  0.6965351611 0.735562366  0.7581614593 0.7895610083 0.8039034185 0.8605077091 0.8934688715 0.9298898546 0.9477363527 1.0095415357 1.0363228755 1.0798377898 1.0965372163 1.1593135136 1.1844843097 1.2469609399 1.2829394467 1.3564710479 1.399770486  1.4887492122 1.5336080246 1.6462029412 1.6820068302]
    26    	    29    	        26/29        	 0.896551724137931  	[0.5938555054 0.6610244459 0.6638332575 0.6836968599 0.6869767595 0.7304547307 0.748716321  0.7731037747 0.7861694933 0.8358235602 0.8654256413 0.8981331895 0.9128641816 0.9750381226 1.0080563306 1.0308144544 1.0475287038 1.1143027101 1.123211045  1.1906550536 1.2571720229 1.2607154522 1.2661199867 1.4383231846 1.4392244526 1.4551473989 1.5671710459 1.6602156057 1.6602267097]
    26    	    31    	        26/31        	 0.8387096774193549 	[0.5972752593 0.6593884872 0.6623153543 0.6799869425 0.6829353156 0.7129877207 0.729162705  0.7565978219 0.7652462071 0.8152483561 0.8468321077 0.8703911392 0.8836064647 0.9354163478 0.9545357574 1.0079253892 1.0483589884 1.0712663692 1.0938894358 1.1064986259 1.1259347833 1.2784398235 1.2883230124 1.2943426694 1.2964302775 1.357643959  1.4980448374 1.601170922  1.6015290869 1.6018983081 1.6023775255]
    26    	    33    	        26/33        	 0.7878787878787878 	[0.597990533  0.6572159105 0.6599714123 0.6745511701 0.6795644663 0.7040629771 0.7182350593 0.7441687641 0.7509021528 0.7919806694 0.8091392315 0.844748544  0.8705913831 0.9116018008 0.9431464879 0.9638855694 0.9783146086 1.0076993606 1.0378829256 1.1428425299 1.1602594916 1.1796395102 1.1892745871 1.2056189211 1.2069908571 1.3023345888 1.451546481  1.5515798638 1.5530580912 1.5543789428 1.5568555895 1.5581980901 1.5597694293]
    26    	    35    	        26/35        	 0.7428571428571429 	[0.5969215828 0.6542661255 0.6577907566 0.6691058189 0.6749831421 0.697996155  0.7052450785 0.7284263341 0.74765707   0.7793894897 0.8000514181 0.8196023765 0.8384346999 0.8785297014 0.8994919664 0.9105736894 0.9468372326 1.0251407726 1.0541333592 1.0793356021 1.0836074762 1.1153180468 1.1271132222 1.1461669512 1.1480706793 1.2583175997 1.4178829265 1.5074608829 1.5093208765 1.5117917384 1.5172981001 1.5217241059 1.5249573647 1.5260182669 1.5310393914]
    26    	    37    	        26/37        	 0.7027027027027027 	[0.5959571117 0.6517602313 0.6527299478 0.6625252594 0.6742609691 0.6918834102 0.7030794151 0.7201069037 0.729272969  0.7618979699 0.7784042713 0.7994618674 0.8143870903 0.8421749293 0.8752630656 0.9225838447 0.9505273628 0.9780768252 1.0009766532 1.0205497252 1.0310474016 1.0603335266 1.0874858528 1.1008900196 1.1021467787 1.2178121289 1.3911099798 1.4661701957 1.4685461992 1.4716054678 1.4828260119 1.4856482475 1.4922155188 1.4976008217 1.5042729557 1.5060184298 1.5103906415]
    27    	    28    	        27/28        	 0.9642857142857143 	[0.5852807848 0.6694806711 0.6802478992 0.6878222895 0.6897519715 0.7259172344 0.7609488276 0.7817926467 0.7905220874 0.8376401821 0.8933966297 0.9140878927 0.9315473872 0.9750786073 1.0377758176 1.0460145383 1.0863245177 1.1152419944 1.17414261   1.1969354189 1.2596848699 1.2957899212 1.3680338912 1.4103500504 1.4976836996 1.5408650403 1.6507348527 1.6849076666]
    27    	    29    	        27/29        	 0.9310344827586207 	[0.5899477609 0.6597932316 0.660252105  0.6936281512 0.7077873619 0.7241166044 0.7314326711 0.7710643845 0.8080433869 0.8324209907 0.8468734487 0.8955889193 0.9451516558 0.9633196964 0.9911865961 1.0326191807 1.0678940673 1.0968504796 1.1466547936 1.1861995064 1.1957101994 1.2858150277 1.3105519304 1.3821597077 1.4042576184 1.5411925114 1.5448314062 1.6203966526 1.698259954 ]
    27    	    31    	        27/31        	 0.8709677419354839 	[0.5958654186 0.6598363448 0.6605085876 0.6800543871 0.6908453233 0.7125573738 0.7172768042 0.7625018948 0.7919786429 0.8125796529 0.8252424516 0.8715365816 0.9115065267 0.9367202028 0.9523202146 0.9934519655 1.0359049009 1.0420018108 1.1080575764 1.16805843   1.1750600141 1.1803150206 1.1945770882 1.3658397289 1.3711044028 1.3711490398 1.4044952445 1.5340083508 1.6335406644 1.6335433028 1.633562052 ]
    27    	    32    	        27/32        	      0.84375       	[0.597105944  0.6589436248 0.6627938992 0.6781750814 0.6798392311 0.7073606185 0.7300150457 0.7513003414 0.7556488233 0.8014515602 0.8481413451 0.8570140506 0.8748519228 0.9095474818 0.9586321966 0.9690877781 1.016675653  1.0691093014 1.0955601355 1.1054869296 1.1067701117 1.139007737  1.2920358448 1.3007941922 1.3056084819 1.3073736893 1.3640596454 1.5032906387 1.6061231927 1.606407351  1.6067167459 1.6070714054]
    27    	    34    	        27/34        	 0.7941176470588235 	[0.5979865754 0.6570973752 0.6604680246 0.6740885227 0.6755051751 0.7009980625 0.7193690177 0.7382892665 0.7441401263 0.7790481104 0.8145604806 0.8281955537 0.8491016098 0.901949156  0.9420062208 0.957493023  0.9618146388 0.9981194209 1.0260800316 1.0455184386 1.158566556  1.1756226534 1.1932888523 1.2008969162 1.2146516065 1.2177156963 1.3085246918 1.4566968231 1.5576447236 1.5586943282 1.5601556038 1.5621051032 1.5631319093 1.5644757062]
    27    	    35    	        27/35        	 0.7714285714285715 	[0.5978118346 0.6556044592 0.6571570653 0.6711056929 0.6810167174 0.6987406765 0.7009999267 0.7311137549 0.7548512622 0.7722134467 0.7847682255 0.8340261266 0.8587752624 0.8802165738 0.8906054553 0.9315224566 0.9633003463 0.9799734225 1.0004943452 1.1002604009 1.1305092472 1.132667404  1.1502772105 1.1640936368 1.1852151345 1.1857985438 1.2862114785 1.4385928296 1.5368544255 1.5369747287 1.5372040748 1.5416648446 1.5458680368 1.54620978   1.5473011732]
    27    	    37    	        27/37        	 0.7297297297297297 	[0.5965679266 0.6536482278 0.6541118351 0.6675886676 0.6750843921 0.6888094712 0.6941336508 0.7281895329 0.7436297424 0.7614404161 0.7714959945 0.8061514318 0.8337274294 0.851126814  0.8640033862 0.8915123525 0.9274892083 0.9882318905 1.0136338617 1.0331879063 1.0724909063 1.0790527588 1.0978038985 1.1107966237 1.1329500765 1.134031505  1.2452635208 1.408944132  1.4954319405 1.4962349259 1.4967169108 1.5039529292 1.5118216145 1.5138455233 1.514881475  1.520035604  1.5239815173]
    27    	    38    	        27/38        	 0.7105263157894737 	[0.596136625  0.6520540741 0.6544662703 0.6636759629 0.6666022792 0.6904077513 0.7049600807 0.72027434   0.7220599346 0.7527904171 0.7822713023 0.7964144551 0.8021317725 0.8358082943 0.8621249136 0.8870635676 0.938481459  0.9709401638 0.9958801198 1.0150994096 1.0280523228 1.0461813837 1.0874428224 1.0928740474 1.1083218198 1.1114436571 1.2259132642 1.3962468858 1.4736634784 1.4763523097 1.4807335382 1.4869316785 1.4918432113 1.4977171568 1.502493588  1.5084678817 1.5098708981 1.5138068633]
    27    	    40    	        27/40        	       0.675        	[0.5950879306 0.6488415491 0.6512032757 0.6638790621 0.6640762098 0.6821844758 0.6954389005 0.7092895442 0.7117305247 0.7392501986 0.7647742801 0.7744686197 0.7790407626 0.8256684031 0.8605684736 0.8959263684 0.9034276415 0.9266991987 0.9604054343 0.9763626899 0.9916921219 1.0094305526 1.0391748725 1.0456421994 1.0660730519 1.0723847457 1.1866837143 1.3722231833 1.4354471626 1.4388728694 1.4458548931 1.4532301144 1.4589200024 1.4663429038 1.4739087604 1.4830554303 1.4862382437 1.4917262442 1.4945629449 1.5002124464]
    28    	    29    	        28/29        	 0.9655172413793104 	[0.585142331  0.6695512241 0.6755033754 0.6848994496 0.6911875731 0.7257020115 0.7450755614 0.7733015278 0.7857212883 0.8365114514 0.8664292827 0.8997412293 0.9163747593 0.9739605715 1.0016816602 1.0392771462 1.0531860091 1.1104118875 1.1305302919 1.1832009621 1.2102802262 1.2726047541 1.3079291029 1.3790065163 1.4203603929 1.5061097258 1.547704095  1.6549768907 1.6876387029]
    28    	    31    	        28/31        	 0.9032258064516129 	[0.5932156278 0.6599870364 0.6622140275 0.6798772858 0.6824007268 0.7226326798 0.7384293595 0.7596794381 0.7709636471 0.8156319148 0.842846381  0.872789296  0.888982973  0.9395623538 0.9642644963 1.0065865804 1.0289034928 1.0579232939 1.0828619459 1.1429583405 1.1485371552 1.2118941034 1.2804541926 1.2865734154 1.2880979279 1.4576081894 1.4580899481 1.4706176043 1.5766289999 1.6673913266 1.6673962402]
    28    	    33    	        28/33        	 0.8484848484848485 	[0.5969530039 0.6589327387 0.661039596  0.6770297822 0.6794774198 0.7069109988 0.7189988145 0.7453619749 0.7532838002 0.7997302928 0.8254521339 0.849443518  0.8669091709 0.9094366277 0.9356347351 0.9655527529 0.9748077301 1.043156243  1.089142519  1.1004894806 1.1090495566 1.1264115715 1.1497434515 1.3042781312 1.3119983717 1.3170597858 1.3184157721 1.3702936107 1.5083370347 1.6108052403 1.6110474575 1.611275939  1.6115407447]
