Alpha,Energy
0.006622516556291391,-0.5673285397079356
0.006622516556291391,-0.5659231742919753
0.006622516556291391,-0.5607006666853408
0.006622516556291391,-0.5549173518991191
0.006622516556291391,-0.5487287188507743
0.006622516556291391,-0.5476083740833815
0.006622516556291391,-0.5422177047299916
0.006622516556291391,-0.5354393867717996
0.006622516556291391,-0.5284340890286334
0.006622516556291391,-0.5281928602210341
0.006622516556291391,-0.5212332491029651
0.006622516556291391,-0.5138624878148711
0.006622516556291391,-0.5090998719151313
0.006622516556291391,-0.5063433905828073
0.006622516556291391,-0.49869461859788217
0.006622516556291391,-0.4909326405515219
0.006622516556291391,-0.49034710937581377
0.006622516556291391,-0.4830722354540071
0.006622516556291391,-0.4751268503449589
0.006622516556291391,-0.4719521673184248
0.006622516556291391,-0.46710886228052967
0.006622516556291391,-0.45902977507499115
0.006622516556291391,-0.4539325950661129
0.006622516556291391,-0.4509003703408682
0.006622516556291391,-0.44273082577493034
0.006622516556291391,-0.4363059509785914
0.006622516556291391,-0.4345308095126982
0.006622516556291391,-0.4263095567160147
0.006622516556291391,-0.41908985366654067
0.006622516556291391,-0.4180759328012249
0.006622516556291391,-0.40983848652905885
0.006622516556291391,-0.402302032905075
0.006622516556291391,-0.4016054953629469
0.006622516556291391,-0.3933850049371113
0.006622516556291391,-0.38596038403092714
0.006622516556291391,-0.38518486408224534
0.006622516556291391,-0.37701275658529154
0.006622516556291391,-0.37008303109702745
0.006622516556291391,-0.36887623068005737
0.006622516556291391,-0.36078272715759263
0.006622516556291391,-0.3546884065221044
0.006622516556291391,-0.35273960693986084
0.006622516556291391,-0.34475417897469285
0.006622516556291391,-0.3397953590576509
0.006622516556291391,-0.3368337293895039
0.006622516556291391,-0.328985552999789
0.006622516556291391,-0.3254233088084172
0.006622516556291391,-0.3212169885328212
0.006622516556291391,-0.31353545934350935
0.006622516556291391,-0.311592480158496
0.006622516556291391,-0.30594852204666484
0.006622516556291391,-0.29846392650423886
0.006622516556291391,-0.2983242657245807
0.006622516556291391,-0.29108969222861
0.006622516556291391,-0.28564181803775407
0.006622516556291391,-0.28383420894339195
0.006622516556291391,-0.27670637365024664
0.006622516556291391,-0.27357105833392387
0.006622516556291391,-0.26971578489988374
0.006622516556291391,-0.2628730321709467
0.006622516556291391,-0.2621425126161334
0.006622516556291391,-0.25619014430462633
0.006622516556291391,-0.25139507221726654
0.006622516556291391,-0.24968130410527029
0.006622516556291391,-0.24336497636118873
0.006622516556291391,-0.2413844609280467
0.006622516556291391,-0.237263653972176
0.006622516556291391,-0.23225567685482965
0.006622516556291391,-0.23136165691773022
0.006622516556291391,-0.2259981667613039
0.006622516556291391,-0.22392769267942084
0.006622516556291391,-0.22076468392408433
0.006622516556291391,-0.21752734033001853
0.006622516556291391,-0.2148251585872189
0.006622516556291391,-0.2124947929692493
0.006622516556291391,-0.2078570617714461
0.006622516556291391,-0.20717879058982808
0.006622516556291391,-0.2019807875338479
0.006622516556291391,-0.20011425102206234
0.006622516556291391,-0.19634689457061397
0.006622516556291391,-0.19255656468785054
0.006622516556291391,-0.19072635594652057
0.006622516556291391,-0.1854579570830466
0.006622516556291391,-0.1848919135973695
0.006622516556291391,-0.18016513442216406
0.006622516556291391,-0.17787328973947927
0.006622516556291391,-0.17522591181437228
0.006622516556291391,-0.1709960937929899
0.006622516556291391,-0.1701067219016484
0.006622516556291391,-0.1644971026658488
0.006622516556291391,-0.16375522203771625
0.006622516556291391,-0.1583918988276942
0.006622516556291391,-0.1558846862613929
0.006622516556291391,-0.15199134762067076
0.006622516556291391,-0.14735386175906337
0.006622516556291391,-0.14536770100488264
0.006622516556291391,-0.1385665594012178
0.006622516556291391,-0.13823716253662938
0.006622516556291391,-0.13162119383864243
0.006622516556291391,-0.12857024214782642
0.006622516556291391,-0.12455907925065861
0.006622516556291391,-0.11836892329229458
0.006622516556291391,-0.11740348683658221
0.006622516556291391,-0.11017398474406043
0.006622516556291391,-0.10763922256838404
0.006622516556291391,-0.10288603545318468
0.006622516556291391,-0.09638109990526772
0.006622516556291391,-0.09555080023088239
0.006622516556291391,-0.0881766551661387
0.006622516556291391,-0.08459031398075359
0.006622516556291391,-0.08077438468648543
0.006622516556291391,-0.07336673841316396
0.006622516556291391,-0.07225940298264485
0.006622516556291391,-0.06599777331671582
0.006622516556291391,-0.059378248287559124
0.006622516556291391,-0.05871403222655208
0.006622516556291391,-0.045934405646996725
0.006622516556291391,-0.03191329383956737
0.006622516556291391,-0.01729828846675038
0.006622516556291391,-0.002070747374221679
0.006622516556291391,0.013790017372033225
0.006622516556291391,0.030306812835204866
0.006622516556291391,0.047504680126924055
0.006622516556291391,0.06541105022450838
0.006622516556291391,0.08405594246264748
0.006622516556291391,0.10347220968075437
0.006622516556291391,0.12369583624426228
0.006622516556291391,0.14476629765851712
0.006622516556291391,0.16672699349235232
0.006622516556291391,0.1896257691022029
0.006622516556291391,0.2135155465597276
0.006622516556291391,0.23845509174260968
0.006622516556291391,0.26450995348344447
0.006622516556291391,0.29175362307957003
0.006622516556291391,0.3202689800231672
0.006622516556291391,0.3501501151384737
0.006622516556291391,0.38150465962669705
0.006622516556291391,0.41445680477766494
0.006622516556291391,0.44915128415025196
0.006622516556291391,0.48575872870402187
0.006622516556291391,0.5244830338598357
0.006622516556291391,0.5655717688978007
0.006622516556291391,0.6093313610578106
0.006622516556291391,0.6561501162470152
0.006622516556291391,0.7065348296813825
0.006622516556291391,0.7611726595204925
0.006622516556291391,0.8210444266811618
0.006622516556291391,0.8876564832796898
0.006622516556291391,0.9636012467342616
0.006622516556291391,1.054364466391707
0.006622516556291391,1.1811869126754642
0.006622516556291391,1.3042288505380664
0.006622516556291391,1.3570612577986214
0.006622516556291391,1.3780531401040228
0.006622516556291391,1.404294249906963
0.006622516556291391,1.4230008706746797
0.006622516556291391,1.4430354880789815
0.006622516556291391,1.4600743590517251
0.006622516556291391,1.4772774584458652
0.006622516556291391,1.4930360472049187
0.006622516556291391,1.5086040665911418
0.006622516556291391,1.5233532111670827
0.006622516556291391,1.5378151825743716
0.006622516556291391,1.5517388684850097
0.006622516556291391,1.5653624041565384
0.006622516556291391,1.578585065310145
0.006622516556291391,1.5915193660762637
0.006622516556291391,1.6041257415549937
0.006622516556291391,1.6164604136704015
0.006622516556291391,1.628508865257267
0.006622516556291391,1.6403008783383202
0.006622516556291391,1.651832090803737
0.006622516556291391,1.6631192140533266
0.006622516556291391,1.6741618238329246
0.006622516556291391,1.6849697884347774
0.006622516556291391,1.6955440106733517
0.006622516556291391,1.7058905334397947
0.006622516556291391,1.7160104904788354
0.006622516556291391,1.7259076167435154
0.006622516556291391,1.7355828165363756
0.006622516556291391,1.7450383008360055
0.006622516556291391,1.7542745436819633
0.006622516556291391,1.7632926359885734
0.006622516556291391,1.772092514427172
0.006622516556291391,1.7806743385111632
0.006622516556291391,1.7890374150386212
0.006622516556291391,1.797181018022538
0.006622516556291391,1.8051036979797166
0.006622516556291391,1.8128037653794886
0.006622516556291391,1.8202788078258956
0.006622516556291391,1.8275259282170597
0.006622516556291391,1.834541352219111
0.006622516556291391,1.8413206781494986
0.006622516556291391,1.8478578378898673
0.006622516556291391,1.8541435468147887
0.006622516556291391,1.8601742688112617
0.006622516556291391,1.8659437523450138
0.006622516556291391,1.8713554781001855
0.006622516556291391,1.876473596375313
0.006622516556291391,1.8816431772534576
0.006622516556291391,1.8852675477680914
0.006622516556291391,1.8890623239112292
0.006622516556291391,1.8948999248834772
0.006622516556291391,1.8980582884511517
0.006622516556291391,1.9004561057890317
0.006622516556291391,1.906782243581595
0.006622516556291391,1.9106521512273558
0.006622516556291391,1.9150206480411076
0.006622516556291391,1.9162457004334454
0.006622516556291391,1.9249035392486413
0.006622516556291391,1.9268439684545156
0.006622516556291391,1.9342382032260166
0.006622516556291391,1.9387807918676923
0.006622516556291391,1.9426119851477528
0.006622516556291391,1.9517897107177358
0.006622516556291391,1.9549661789281114
0.006622516556291391,1.962254010665335
0.006622516556291391,1.9657573132407786
0.006622516556291391,1.97680122295547
0.006622516556291391,1.9806181376323022
0.006622516556291391,1.9832831002262714
0.006622516556291391,1.996329864890517
0.006622516556291391,1.9994535294883837
0.006622516556291391,2.0053584916258074
0.006622516556291391,2.0128639970215794
0.006622516556291391,2.0226861533511276
0.006622516556291391,2.028219692806599
0.006622516556291391,2.030201300096106
0.006622516556291391,2.04628943948941
0.006622516556291391,2.0483292701180185
0.006622516556291391,2.0516440543244543
0.006622516556291391,2.070067409126045
0.006622516556291391,2.0754267252223637
0.006622516556291391,2.0938290022988264
0.006622516556291391,2.0993687536342964
0.006622516556291391,2.1173812605254474
0.006622516556291391,2.123268314116097
0.006622516556291391,2.140522848685345
0.006622516556291391,2.1469126370382137
0.006622516556291391,2.1576542869566846
0.006622516556291391,2.163036588082666
0.006622516556291391,2.1700688739615015
0.006622516556291391,2.172547195178712
0.006622516556291391,2.1846792008925124
0.006622516556291391,2.1867060114350823
0.006622516556291391,2.191402838440445
0.006622516556291391,2.1924719134255706
0.006622516556291391,2.2001022973278985
0.006622516556291391,2.2051646755924095
0.006622516556291391,2.2126988134508303
0.006622516556291391,2.2138040942675703
0.006622516556291391,2.2241306154334004
0.006622516556291391,2.2244454772519204
0.006622516556291391,2.2336590629737354
0.006622516556291391,2.2352675780735924
0.006622516556291391,2.2410497923410655
0.006622516556291391,2.2450394118147887
0.006622516556291391,2.2514297989380707
0.006622516556291391,2.253073791225335
0.006622516556291391,2.2557483533076645
0.006622516556291391,2.2608158953630135
0.006622516556291391,2.2613828424850695
0.006622516556291391,2.264240843989638
0.006622516556291391,2.2661473981978
0.006622516556291391,2.2695515030801654
0.006622516556291391,2.2748908795061324
0.006622516556291391,2.2777907029573616
0.006622516556291391,2.2803365914802383
0.006622516556291391,2.282647308935406
0.006622516556291391,2.2872273760411335
0.006622516556291391,2.2944276867750775
0.006622516556291391,2.3021897883233264
0.006622516556291391,2.310429304529347
0.006622516556291391,2.319117965716777
0.006622516556291391,2.321273596204016
0.006622516556291391,2.32823937113245
0.006622516556291391,2.3377837523970064
0.006622516556291391,2.3477459168551773
0.006622516556291391,2.358124116393941
0.006622516556291391,2.3689194206478406
0.006622516556291391,2.3735051702803074
0.006622516556291391,2.3801353668862735
0.006622516556291391,2.3917777806088845
0.006622516556291391,2.403854715319885
0.006622516556291391,2.4163764855716936
0.006622516556291391,2.4196678738412993
0.006622516556291391,2.429355781921571
0.006622516556291391,2.442807866091336
0.006622516556291391,2.4567508522824304
0.006622516556291391,2.4609832759163184
0.006622516556291391,2.4712060880154327
0.006622516556291391,2.4861986563734844
0.006622516556291391,2.4985976710467956
0.006622516556291391,2.5017580325433944
0.006622516556291391,2.5179189429512037
0.006622516556291391,2.5336490580774447
0.006622516556291391,2.5347224979640277
0.006622516556291391,2.552217703885606
0.006622516556291391,2.5670539599202473
0.006622516556291391,2.570463515044736
0.006622516556291391,2.5895316777655615
0.006622516556291391,2.5993275626169936
0.006622516556291391,2.6095107721497186
0.006622516556291391,2.6305121410656316
0.006622516556291391,2.630673196849915
0.006622516556291391,2.6526788958685854
0.006622516556291391,2.6611566419451393
0.006622516556291391,2.676200374639318
0.006622516556291391,2.6908030422124196
0.006622516556291391,2.7013360499228716
0.006622516556291391,2.7196282453264082
0.006622516556291391,2.7284623724225585
0.006622516556291391,2.7476462879368313
0.006622516556291391,2.75814683970936
0.006622516556291391,2.7748711876551817
0.006622516556291391,2.7914716911207766
0.006622516556291391,2.801317555594177
0.006622516556291391,2.8270008079681617
0.006622516556291391,2.8297154639011968
0.006622516556291391,2.851937135145298
0.006622516556291391,2.8761433306856357
0.006622516556291391,2.8906463566839857
0.006622516556291391,2.899636563207215
0.006622516556291391,2.922434144671667
0.006622516556291391,2.944553322790883
0.006622516556291391,2.966011108084417
0.006622516556291391,2.97385556825468
0.006622516556291391,2.986824136553267
0.006622516556291391,3.007008564380927
0.006622516556291391,3.026579989374078
0.006622516556291391,3.0420592455572377
0.006622516556291391,3.0455533936166965
0.006622516556291391,3.063943102225452
0.006622516556291391,3.0817627537276486
0.006622516556291391,3.08548014402809
0.006622516556291391,3.099025278216526
0.006622516556291391,3.11574287996804
0.006622516556291391,3.121226089370717
0.006622516556291391,3.1319270215787762
0.006622516556291391,3.1475884068782114
0.006622516556291391,3.1520305990939175
0.006622516556291391,3.162736959850739
0.006622516556291391,3.1773817965263915
0.006622516556291391,3.179218714991203
0.006622516556291391,3.191531186177401
0.006622516556291391,3.2035484682519133
0.006622516556291391,3.2051924970340195
0.006622516556291391,3.218372119819771
0.006622516556291391,3.2255046499088578
0.006622516556291391,3.231075359167609
0.006622516556291391,3.2433062773195314
0.006622516556291391,3.2454183160591126
0.006622516556291391,3.2550674645363995
0.006622516556291391,3.2635240204859994
0.006622516556291391,3.2663596915212376
0.006622516556291391,3.2771813390926887
0.006622516556291391,3.2799891089848194
0.006622516556291391,3.2875275241185076
0.006622516556291391,3.2949264606023614
0.006622516556291391,3.2973889040983657
0.006622516556291391,3.3067389226843855
0.006622516556291391,3.308400703565723
0.006622516556291391,3.3155622460731116
0.006622516556291391,3.3203198828235045
0.006622516556291391,3.3238746941910233
0.006622516556291391,3.329903639759263
0.006622516556291391,3.3323250667742474
0.006622516556291391,3.337296406181169
0.006622516556291391,3.340670114835138
0.006622516556291391,3.3451659303809613
0.006622516556291391,3.3479448774752085
0.006622516556291391,3.3541231237502
0.006622516556291391,3.355041685650731
0.006622516556291391,3.3619260238900517
0.006622516556291391,3.363143300680986
0.006622516556291391,3.3686357665832936
0.006622516556291391,3.3714415604805636
0.006622516556291391,3.3752235198217635
0.006622516556291391,3.379635634644633
0.006622516556291391,3.3821483340448673
0.006622516556291391,3.388622338257961
0.006622516556291391,3.389577496915649
0.006622516556291391,3.3974240650370113
0.006622516556291391,3.3984097998267604
0.006622516556291391,3.4056003348377786
0.006622516556291391,3.408737631007873
0.006622516556291391,3.4140434611227692
0.006622516556291391,3.419440952315462
0.006622516556291391,3.4227154325664033
0.006622516556291391,3.430398756076303
0.006622516556291391,3.4315888433251214
0.006622516556291391,3.44064254400409
0.006622516556291391,3.4415034785548633
0.006622516556291391,3.449859360948736
0.006622516556291391,3.4526442841185983
0.006622516556291391,3.459224846965049
0.006622516556291391,3.463693095234015
0.006622516556291391,3.4687265305234725
0.006622516556291391,3.4744824831625536
0.006622516556291391,3.478353425729979
0.006622516556291391,3.484745718164029
0.006622516556291391,3.488095694782909
0.006622516556291391,3.497944404822526
0.006622516556291391,3.507891346629416
0.006622516556291391,3.5179288955385264
0.006622516556291391,3.5280499021346152
0.006622516556291391,3.53824760452964
0.006622516556291391,3.548515556628588
0.006622516556291391,3.558847568454641
0.006622516556291391,3.569237655701813
0.006622516556291391,3.5796799964256114
0.006622516556291391,3.5901688932964864
0.006622516556291391,3.6006987402032364
0.006622516556291391,3.6112639922531136
0.006622516556291391,3.6218591384026504
0.006622516556291391,3.6324786760899292
0.006622516556291391,3.6431170873371874
0.006622516556291391,3.653768815863373
0.006622516556291391,3.664428244794055
0.006622516556291391,3.6750896745864545
0.006622516556291391,3.685747300801878
0.006622516556291391,3.6963951913584236
0.006622516556291391,3.7070272628838206
0.006622516556291391,3.7176372557607493
0.006622516556291391,3.7282187074140096
0.006622516556291391,3.738764923327452
0.006622516556291391,3.749268945194944
0.006622516556291391,3.7597235154982527
0.006622516556291391,3.7701210376573973
0.006622516556291391,3.780453530704855
0.006622516556291391,3.7907125771779873
0.006622516556291391,3.8008892625815838
0.006622516556291391,3.810974104311975
0.006622516556291391,3.8209569673077266
0.006622516556291391,3.8308269628278007
0.006622516556291391,3.8405723255473463
0.006622516556291391,3.8501802624327808
0.006622516556291391,3.8596367643391285
0.006622516556291391,3.8689263675085144
0.006622516556291391,3.8780318463788253
0.006622516556291391,3.886933809873781
0.006622516556291391,3.8956101585587284
0.006622516556291391,3.9040353313516847
0.006622516556291391,3.91217923795288
0.006622516556291391,3.920005573381184
0.006622516556291391,3.9274696880040274
0.006622516556291391,3.934511155659958
0.006622516556291391,3.941063263237863
0.006622516556291391,3.946920034109158
0.006622516556291391,3.9522323669869293
0.006622516556291391,3.9556057551483343
0.006622516556291391,3.960994609426058
0.006622516556291391,3.9714600159295466
0.013245033112582781,-0.5635963092468084
0.013245033112582781,-0.563596309246806
0.013245033112582781,-0.5583953627580721
0.013245033112582781,-0.5583953627580687
0.013245033112582781,-0.5521794624197924
0.013245033112582781,-0.5521794624197913
0.013245033112582781,-0.539184748555207
0.013245033112582781,-0.5391847485552057
0.013245033112582781,-0.525188427883333
0.013245033112582781,-0.5251884278833325
0.013245033112582781,-0.5196628872026892
0.013245033112582781,-0.5196628872026888
0.013245033112582781,-0.5104578542718248
0.013245033112582781,-0.5104578542718242
0.013245033112582781,-0.49517185567206146
0.013245033112582781,-0.49517185567205996
0.013245033112582781,-0.4822671594115315
0.013245033112582781,-0.4822671594115306
0.013245033112582781,-0.4794648392946222
0.013245033112582781,-0.4794648392946217
0.013245033112582781,-0.4634458449908053
0.013245033112582781,-0.46344584499080144
0.013245033112582781,-0.4472079037286594
0.013245033112582781,-0.4472079037286577
0.013245033112582781,-0.44635301455343496
0.013245033112582781,-0.4463530145534345
0.013245033112582781,-0.43083328812310034
0.013245033112582781,-0.43083328812309946
0.013245033112582781,-0.41439674610804317
0.013245033112582781,-0.4143967461080381
0.013245033112582781,-0.41206624644400774
0.013245033112582781,-0.41206624644400747
0.013245033112582781,-0.3979676650644885
0.013245033112582781,-0.39796766506448655
0.013245033112582781,-0.3816116475683212
