alpha,epsilon
0.006622516556291391,3.0992014567534247
0.006622516556291391,3.1731615055614797
0.006622516556291391,3.247942795206384
0.006622516556291391,3.3235493069482187
0.006622516556291391,3.399985079752833
0.006622516556291391,3.477254208844213
0.006622516556291391,3.555360844342066
0.006622516556291391,3.6343091899785205
0.006622516556291391,3.7141035018890367
0.006622516556291391,3.794748087472388
0.006622516556291391,3.876247304315119
0.006622516556291391,3.958605559176887
0.013245033112582781,-3.9176417810288355
0.013245033112582781,-3.917641781028835
0.013245033112582781,-3.754639087335689
0.013245033112582781,-3.754639087335677
0.013245033112582781,-3.595046458031102
0.013245033112582781,-3.595046458031101
0.013245033112582781,-3.438829451477259
0.013245033112582781,-3.438829451477258
0.013245033112582781,-3.2859544575760316
0.013245033112582781,-3.285954457576021
0.013245033112582781,-3.1363887368367553
0.013245033112582781,-3.136388736836749
0.013245033112582781,-2.99010046442063
0.013245033112582781,-2.990100464420623
0.013245033112582781,-2.8470587799159226
0.013245033112582781,-2.847058779915921
0.013245033112582781,-2.7072338437413914
0.013245033112582781,-2.707233843741389
0.013245033112582781,-2.570596901251771
0.013245033112582781,-2.5705969012517693
0.013245033112582781,-2.437120355837575
0.013245033112582781,-2.437120355837563
0.013245033112582781,-2.3067778525846263
0.013245033112582781,-2.3067778525846254
0.013245033112582781,-2.179544374402423
0.013245033112582781,-2.1795443744024223
0.013245033112582781,-2.0553963529663335
0.013245033112582781,-2.0553963529663313
0.013245033112582781,-1.934311797377577
0.013245033112582781,-1.9343117973775743
0.013245033112582781,-1.8162704441671094
0.013245033112582781,-1.8162704441671085
0.013245033112582781,-1.701253933214218
0.013245033112582781,-1.7012539332142154
0.013245033112582781,-1.5892460153992078
0.013245033112582781,-1.5892460153992036
0.013245033112582781,-1.4802327994821576
0.013245033112582781,-1.480232799482118
0.013245033112582781,-1.3742030479705063
0.013245033112582781,-1.3742030479701957
0.013245033112582781,-1.2711485348698308
0.013245033112582781,-1.271148534867596
0.013245033112582781,-1.1710644826061083
0.013245033112582781,-1.171064482591074
0.013245033112582781,-1.0739501016975985
0.013245033112582781,-1.073950101602931
0.013245033112582781,-0.9798092659853609
0.013245033112582781,-0.979809265426513
0.013245033112582781,-0.8886513702509998
0.013245033112582781,-0.8886513671554825
0.013245033112582781,-0.8004924395101635
0.013245033112582781,-0.8004924234126872
0.013245033112582781,-0.7153565984776583
0.013245033112582781,-0.7153565198704801
0.013245033112582781,-0.6332780870765383
0.013245033112582781,-0.6332777266775048
0.013245033112582781,-0.5543041823372513
0.013245033112582781,-0.5543026318260932
0.013245033112582781,-0.47849981981332856
0.013245033112582781,-0.4784935672116569
0.013245033112582781,-0.40595581247725177
0.013245033112582781,-0.4059322204501424
0.013245033112582781,-0.3368052845912887
0.013245033112582781,-0.3367222260647085
0.013245033112582781,-0.27125898535869913
0.013245033112582781,-0.27098731928383235
0.013245033112582781,-0.20968067790206943
0.013245033112582781,-0.20886110287968865
0.013245033112582781,-0.15272653557407798
0.013245033112582781,-0.15047631533097297
0.013245033112582781,-0.10147364460499612
0.013245033112582781,-0.09599883301116559
0.013245033112582781,-0.057000878122788465
0.013245033112582781,-0.045683354946678
0.013245033112582781,-0.018657848316098326
0.013245033112582781,0.0009088681332727995
0.013245033112582781,0.017284537431702378
0.013245033112582781,0.04704228824599089
0.013245033112582781,0.05598385593507344
0.013245033112582781,0.09666020725306969
0.013245033112582781,0.1009138359642883
0.013245033112582781,0.15073871580815795
0.013245033112582781,0.15248234410604738
0.013245033112582781,0.2089546880956607
0.013245033112582781,0.20958954991425327
0.013245033112582781,0.27101807222090396
0.013245033112582781,0.27122850444823265
0.013245033112582781,0.3367315996677864
0.013245033112582781,0.3367959365383273
0.013245033112582781,0.40593488034528696
0.013245033112582781,0.4059531546511131
0.013245033112582781,0.4784942719631717
0.013245033112582781,0.4784991152076041
0.013245033112582781,0.5543028065757776
0.013245033112582781,0.5543040075965552
0.013245033112582781,0.6332777672953184
0.013245033112582781,0.6332780464592102
0.013245033112582781,0.7153565287296513
0.013245033112582781,0.715356589618509
0.013245033112582781,0.8004924252268992
0.013245033112582781,0.800492437695951
0.013245033112582781,0.8886513675043518
0.013245033112582781,0.8886513699021302
0.013245033112582781,0.9798092654894996
0.013245033112582781,0.9798092659223784
0.013245033112582781,1.0739501016135984
0.013245033112582781,1.073950101686926
0.013245033112582781,1.1710644825927665
0.013245033112582781,1.171064482604415
0.013245033112582781,1.271148534867846
0.013245033112582781,1.271148534869577
0.013245033112582781,1.3742030479702285
0.013245033112582781,1.3742030479704717
0.013245033112582781,1.4802327994821238
0.013245033112582781,1.4802327994821545
0.013245033112582781,1.5892460153992023
0.013245033112582781,1.5892460153992085
0.013245033112582781,1.7012539332142183
0.013245033112582781,1.7012539332142231
0.013245033112582781,1.816270444167109
0.013245033112582781,1.8162704441671118
0.013245033112582781,1.9343117973775725
0.013245033112582781,1.934311797377573
0.013245033112582781,2.0553963529663313
0.013245033112582781,2.0553963529663393
0.013245033112582781,2.1795443744024188
0.013245033112582781,2.179544374402421
0.013245033112582781,2.3067778525846183
0.013245033112582781,2.306777852584621
0.013245033112582781,2.437120355837568
0.013245033112582781,2.4371203558375742
0.013245033112582781,2.5705969012517733
0.013245033112582781,2.57059690125178
0.013245033112582781,2.707233843741379
0.013245033112582781,2.7072338437413856
0.013245033112582781,2.8470587799159213
0.013245033112582781,2.8470587799159217
0.013245033112582781,2.9901004644206246
0.013245033112582781,2.9901004644206317
0.013245033112582781,3.1363887368367434
0.013245033112582781,3.136388736836748
0.013245033112582781,3.285954457576027
0.013245033112582781,3.2859544575760333
0.013245033112582781,3.438829451477263
0.013245033112582781,3.4388294514772717
0.013245033112582781,3.5950464580311117
0.013245033112582781,3.595046458031115
0.013245033112582781,3.754639087335674
0.013245033112582781,3.7546390873356836
0.013245033112582781,3.9176417810288235
0.013245033112582781,3.9176417810288338
0.019867549668874173,-3.877106560080996
0.019867549668874173,-3.8771065600809957
0.019867549668874173,-3.8771065600809886
0.019867549668874173,-3.6351562750255377
0.019867549668874173,-3.6351562750255373
0.019867549668874173,-3.635156275025536
0.019867549668874173,-3.4008214384088404
0.019867549668874173,-3.40082143840884
0.019867549668874173,-3.400821438408833
0.019867549668874173,-3.1739887281664045
0.019867549668874173,-3.1739887281664023
0.019867549668874173,-3.173988728166402
0.019867549668874173,-2.9545493068295645
0.019867549668874173,-2.9545493068295627
0.019867549668874173,-2.9545493068295614
0.019867549668874173,-2.7423991832574397
0.019867549668874173,-2.7423991832574335
0.019867549668874173,-2.7423991832574326
0.019867549668874173,-2.5374396492380304
0.019867549668874173,-2.537439649238026
0.019867549668874173,-2.537439649238024
0.019867549668874173,-2.33957781016907
0.019867549668874173,-2.3395778101690605
0.019867549668874173,-2.339577810169059
0.019867549668874173,-2.1487272353805724
0.019867549668874173,-2.1487272353805036
0.019867549668874173,-2.148727235380442
0.019867549668874173,-1.964808762654309
0.019867549668874173,-1.9648087626536337
0.019867549668874173,-1.9648087626528048
0.019867549668874173,-1.7877515044891272
0.019867549668874173,-1.7877515044806116
0.019867549668874173,-1.78775150447368
0.019867549668874173,-1.6174941228819646
0.019867549668874173,-1.6174941228187563
0.019867549668874173,-1.6174941227410784
0.019867549668874173,-1.4539864687602728
0.019867549668874173,-1.4539864681268235
0.019867549668874173,-1.4539864676113912
0.019867549668874173,-1.297191728571329
0.019867549668874173,-1.297191724791913
0.019867549668874173,-1.2971917201471543
0.019867549668874173,-1.1470893039898837
0.019867549668874173,-1.1470892732351705
0.019867549668874173,-1.1470892482102204
0.019867549668874173,-1.0036787912786926
0.019867549668874173,-1.0036786411801208
0.019867549668874173,-1.0036784567144892
0.019867549668874173,-0.8669859166674815
0.019867549668874173,-0.8669849123617365
0.019867549668874173,-0.8669840951605167
0.019867549668874173,-0.7370716855062093
0.019867549668874173,-0.7370676430932362
0.019867549668874173,-0.7370626750589688
0.019867549668874173,-0.6140521521659228
0.019867549668874173,-0.6140298319749463
0.019867549668874173,-0.614011669667772
0.019867549668874173,-0.49812936094238247
0.019867549668874173,-0.49805537865908517
0.019867549668874173,-0.4979644595660051
0.019867549668874173,-0.3897161663406992
0.019867549668874173,-0.38938205403202575
0.019867549668874173,-0.3891103765243361
0.019867549668874173,-0.28952332097390676
0.019867549668874173,-0.28862639738017803
0.019867549668874173,-0.28752935009156655
0.019867549668874173,-0.19930645043031495
0.019867549668874173,-0.19612582512997506
0.019867549668874173,-0.19360053947402509
0.019867549668874173,-0.12085798615850461
0.019867549668874173,-0.11425172166984608
0.019867549668874173,-0.10696294113058116
0.019867549668874173,-0.05630320045530446
0.019867549668874173,-0.03978772537630817
0.019867549668874173,-0.030649784360622424
0.019867549668874173,0.00028860168634061583
0.019867549668874173,0.02934389353722758
0.019867549668874173,0.0412711702309886
0.019867549668874173,0.055782261346673245
0.019867549668874173,0.10757882911038878
0.019867549668874173,0.11333720705600266
0.019867549668874173,0.12121530943811966
0.019867549668874173,0.19338087726647596
0.019867549668874173,0.19651663209094186
0.019867549668874173,0.19913123629560042
0.019867549668874173,0.2876002099571403
0.019867549668874173,0.2884900766140049
0.019867549668874173,0.28958894219699727
0.019867549668874173,0.3890893871501263
0.019867549668874173,0.38942355418300895
0.019867549668874173,0.38969565128689754
0.019867549668874173,0.4979701225312333
0.019867549668874173,0.498044087253978
0.019867549668874173,0.49813498946467805
0.019867549668874173,0.6140102824708455
0.019867549668874173,0.6140326043249978
0.019867549668874173,0.6140507670116231
0.019867549668874173,0.7370629836291976
0.019867549668874173,0.73706702605257
0.019867549668874173,0.7370719939766598
0.019867549668874173,0.8669840327891603
0.019867549668874173,0.8669850371004231
0.019867549668874173,0.8669858543001542
0.019867549668874173,1.0036784681701931
0.019867549668874173,1.0036786182688469
0.019867549668874173,1.0036788027342616
0.019867549668874173,1.1470892463002949
0.019867549668874173,1.1470892770550172
0.019867549668874173,1.1470893020799626
0.019867549668874173,1.2971917204356012
0.019867549668874173,1.2971917242150177
0.019867549668874173,1.2971917288597743
0.019867549668874173,1.4539864675720549
0.019867549668874173,1.4539864682055015
0.019867549668874173,1.453986468720933
0.019867549668874173,1.6174941227459023
0.019867549668874173,1.6174941228091086
0.019867549668874173,1.6174941228867876
0.019867549668874173,1.787751504473146
0.019867549668874173,1.787751504481668
0.019867549668874173,1.7877515044885988
0.019867549668874173,1.9648087626528619
0.019867549668874173,1.9648087626535324
0.019867549668874173,1.964808762654357
0.019867549668874173,2.148727235380436
0.019867549668874173,2.148727235380513
0.019867549668874173,2.14872723538057
0.019867549668874173,2.3395778101690614
0.019867549668874173,2.3395778101690623
0.019867549668874173,2.339577810169074
0.019867549668874173,2.537439649238025
0.019867549668874173,2.537439649238026
0.019867549668874173,2.53743964923803
0.019867549668874173,2.742399183257423
0.019867549668874173,2.74239918325743
0.019867549668874173,2.742399183257431
0.019867549668874173,2.954549306829557
0.019867549668874173,2.9545493068295645
0.019867549668874173,2.954549306829567
0.019867549668874173,3.1739887281663908
0.019867549668874173,3.1739887281664014
0.019867549668874173,3.1739887281664116
0.019867549668874173,3.40082143840884
0.019867549668874173,3.4008214384088404
0.019867549668874173,3.400821438408848
0.019867549668874173,3.6351562750255364
0.019867549668874173,3.6351562750255426
0.019867549668874173,3.6351562750255435
0.019867549668874173,3.8771065600809815
0.019867549668874173,3.877106560080985
0.019867549668874173,3.877106560080997
0.026490066225165563,-3.836997893699957
0.026490066225165563,-3.8369978936999547
0.026490066225165563,-3.8369978936999516
0.026490066225165563,-3.836997893699948
0.026490066225165563,-3.5177806550100756
0.026490066225165563,-3.517780655010068
0.026490066225165563,-3.517780655010067
0.026490066225165563,-3.5177806550100668
0.026490066225165563,-3.212003164352677
0.026490066225165563,-3.212003164352671
0.026490066225165563,-3.212003164352668
0.026490066225165563,-3.2120031643526636
0.026490066225165563,-2.9194042307409975
0.026490066225165563,-2.9194042307409735
0.026490066225165563,-2.9194042307409602
0.026490066225165563,-2.9194042307409376
0.026490066225165563,-2.639737904623783
0.026490066225165563,-2.6397379046232974
0.026490066225165563,-2.6397379046230123
0.026490066225165563,-2.6397379046225216
0.026490066225165563,-2.372775368644892
0.026490066225165563,-2.372775368636946
0.026490066225165563,-2.3727753686322615
0.026490066225165563,-2.3727753686243185
0.026490066225165563,-2.1183074042471457
0.026490066225165563,-2.1183074041419054
0.026490066225165563,-2.118307404079836
0.026490066225165563,-2.118307403974596
0.026490066225165563,-1.8761476632871825
0.026490066225165563,-1.8761476621267255
0.026490066225165563,-1.8761476614423052
0.026490066225165563,-1.876147660281849
0.026490066225165563,-1.64613710103694
0.026490066225165563,-1.6461370901846193
0.026490066225165563,-1.6461370837840807
0.026490066225165563,-1.6461370729317515
0.026490066225165563,-1.4281501707680944
0.026490066225165563,-1.4281500835258494
0.026490066225165563,-1.4281500320715943
0.026490066225165563,-1.4281499448290067
0.026490066225165563,-1.2221039582089952
0.026490066225165563,-1.222103349445309
0.026490066225165563,-1.2221029904007201
0.026490066225165563,-1.2221023816201244
0.026490066225165563,-1.027973133694513
0.026490066225165563,-1.0279694221183004
0.026490066225165563,-1.0279672328987475
0.026490066225165563,-1.0279635206845477
0.026490066225165563,-0.8458190459273613
0.026490066225165563,-0.8457992008018216
0.026490066225165563,-0.8457874909678698
0.026490066225165563,-0.8457676272500301
0.026490066225165563,-0.6758576546557088
0.026490066225165563,-0.6757646032867851
0.026490066225165563,-0.6757095996557371
0.026490066225165563,-0.6756161288260337
0.026490066225165563,-0.5186311845449243
0.026490066225165563,-0.5182511509568287
0.026490066225165563,-0.518024888553038
0.026490066225165563,-0.517637562855672
0.026490066225165563,-0.3754022068837791
0.026490066225165563,-0.37407980846002475
0.026490066225165563,-0.37327283633049735
0.026490066225165563,-0.37185442624940995
0.026490066225165563,-0.24871256754757542
0.026490066225165563,-0.24500144524250905
0.026490066225165563,-0.24258111299356067
0.026490066225165563,-0.23795491340458155
0.026490066225165563,-0.14161953544093595
0.026490066225165563,-0.1339707259178816
0.026490066225165563,-0.1283678041590697
0.026490066225165563,-0.11497225709358211
0.026490066225165563,-0.0523302670958056
0.026490066225165563,-0.04136567565164723
0.026490066225165563,-0.032601113425164314
0.026490066225165563,0.00016528921164090776
0.026490066225165563,0.03164038934636158
0.026490066225165563,0.0427141411817336
0.026490066225165563,0.05175458143368958
0.026490066225165563,0.1152092708503803
0.026490066225165563,0.12754164086702935
0.026490066225165563,0.1348441739907214
0.026490066225165563,0.14135723640478254
0.026490066225165563,0.2380580311093903
0.026490066225165563,0.2422004789717397
0.026490066225165563,0.2453822494155562
0.026490066225165563,0.24860992806206575
0.026490066225165563,0.3718886105129433
0.026490066225165563,0.37314512826070967
0.026490066225165563,0.3742071818459645
0.026490066225165563,0.37536836439121735
0.026490066225165563,0.517647111738286
0.026490066225165563,0.5179890922765339
0.026490066225165563,0.518286905333203
0.026490066225165563,0.5186216776024026
0.026490066225165563,0.6756184464427498
0.026490066225165563,0.6757009009729478
0.026490066225165563,0.67577329880195
0.026490066225165563,0.6758553402067442
0.026490066225165563,0.8457681203976577
0.026490066225165563,0.8457856393374971
0.026490066225165563,0.8458010522624196
0.026490066225165563,0.8458185529495091
0.026490066225165563,1.0279636128687613
0.026490066225165563,1.0279668867384815
0.026490066225165563,1.0279697682718256
0.026490066225165563,1.02797304151704
0.026490066225165563,1.2221023967384128
0.026490066225165563,1.2221029336288998
0.026490066225165563,1.2221034062169283
0.026490066225165563,1.2221039430909069
0.026490066225165563,1.4281499469955787
0.026490066225165563,1.4281500239357
0.026490066225165563,1.428150091661737
0.026490066225165563,1.4281501686015277
0.026490066225165563,1.6461370732012583
0.026490066225165563,1.646137082772036
0.026490066225165563,1.6461370911966662
0.026490066225165563,1.6461371007674361
0.026490066225165563,1.8761476603106668
0.026490066225165563,1.8761476613340844
0.026490066225165563,1.8761476622349413
0.026490066225165563,1.8761476632583605
0.026490066225165563,2.118307403977207
0.026490066225165563,2.118307404070022
0.026490066225165563,2.1183074041517203
0.026490066225165563,2.118307404244532
0.026490066225165563,2.3727753686245148
0.026490066225165563,2.3727753686315207
0.026490066225165563,2.372775368637687
0.026490066225165563,2.3727753686447
0.026490066225165563,2.639737904622531
0.026490066225165563,2.6397379046229617
0.026490066225165563,2.6397379046233405
0.026490066225165563,2.6397379046237597
0.026490066225165563,2.9194042307409354
0.026490066225165563,2.919404230740954
0.026490066225165563,2.919404230740974
0.026490066225165563,2.9194042307409944
0.026490066225165563,3.212003164352666
0.026490066225165563,3.212003164352668
0.026490066225165563,3.21200316435267
0.026490066225165563,3.212003164352674
0.026490066225165563,3.5177806550100614
0.026490066225165563,3.5177806550100668
0.026490066225165563,3.5177806550100685
0.026490066225165563,3.517780655010078
0.026490066225165563,3.8369978936999547
0.026490066225165563,3.836997893699955
0.026490066225165563,3.8369978936999565
0.026490066225165563,3.8369978936999605
0.033112582781456956,-3.797313887422206
0.033112582781456956,-3.7973138874222037
0.033112582781456956,-3.7973138874222014
0.033112582781456956,-3.7973138874221988
0.033112582781456956,-3.7973138874221926
0.033112582781456956,-3.4024949473645956
0.033112582781456956,-3.4024949473645085
0.033112582781456956,-3.402494947364444
0.033112582781456956,-3.4024949473643917
0.033112582781456956,-3.4024949473643
0.033112582781456956,-3.0285260075210525
0.033112582781456956,-3.0285260075179026
0.033112582781456956,-3.0285260075161204
0.033112582781456956,-3.028526007513861
0.033112582781456956,-3.028526007510921
0.033112582781456956,-2.674912641590306
0.033112582781456956,-2.6749126415248607
0.033112582781456956,-2.6749126414746316
0.033112582781456956,-2.6749126414347506
0.033112582781456956,-2.6749126413648288
0.033112582781456956,-2.3412008930740664
0.033112582781456956,-2.34120089194509
0.033112582781456956,-2.3412008913011677
0.033112582781456956,-2.3412008904901667
0.033112582781456956,-2.341200889433462
0.033112582781456956,-2.026984609195347
0.033112582781456956,-2.026984596021374
0.033112582781456956,-2.026984585910602
0.033112582781456956,-2.0269845778828355
0.033112582781456956,-2.0269845638078716
0.033112582781456956,-1.731916047666461
0.033112582781456956,-1.7319159069209447
0.033112582781456956,-1.7319158266454853
0.033112582781456956,-1.731915725540498
0.033112582781456956,-1.731915593804135
0.033112582781456956,-1.4557223362492828
0.033112582781456956,-1.4557212531409716
0.033112582781456956,-1.4557204218679851
0.033112582781456956,-1.455719761850579
0.033112582781456956,-1.4557186046383024
0.033112582781456956,-1.1982352194766512
0.033112582781456956,-1.1982272688248106
0.033112582781456956,-1.1982227337426157
0.033112582781456956,-1.1982170218334582
0.033112582781456956,-1.198209578940309
0.033112582781456956,-0.9594575157726938
0.033112582781456956,-0.9594143679243227
0.033112582781456956,-0.9593812412141575
0.033112582781456956,-0.9593549378390328
0.033112582781456956,-0.9593087996790364
0.033112582781456956,-0.7397438436495354
0.033112582781456956,-0.7395175567370965
0.033112582781456956,-0.7393882150031661
0.033112582781456956,-0.739225302814802
0.033112582781456956,-0.7390126954219708
0.033112582781456956,-0.5402603481660269
0.033112582781456956,-0.5393841657063914
0.033112582781456956,-0.5387077854513665
0.033112582781456956,-0.5381711757482379
0.033112582781456956,-0.5372221291887517
0.033112582781456956,-0.36398845410745523
0.033112582781456956,-0.3608024704942674
0.033112582781456956,-0.35893709248332123
0.033112582781456956,-0.3566061112105469
0.033112582781456956,-0.35351263856298637
0.033112582781456956,-0.2159410086365085
0.033112582781456956,-0.2077480305313513
0.033112582781456956,-0.20137529402763488
0.033112582781456956,-0.19654653726532037
0.033112582781456956,-0.18745375319221622
0.033112582781456956,-0.09816725751015372
0.033112582781456956,-0.07880066231082375
0.033112582781456956,-0.06814458236857739
0.033112582781456956,-0.05720381813668595
0.033112582781456956,-0.043495742814146116
0.033112582781456956,3.870846205378125e-05
0.033112582781456956,0.04310194943842466
0.033112582781456956,0.058453149350692055
0.033112582781456956,0.06675363285254138
0.033112582781456956,0.0793681517205279
0.033112582781456956,0.09809463392536233
0.033112582781456956,0.18757851667804978
0.033112582781456956,0.19596447146466642
0.033112582781456956,0.20217705031207378
0.033112582781456956,0.20735283648470595
0.033112582781456956,0.21599359694410877
0.033112582781456956,0.35347919117230875
0.033112582781456956,0.3567977088972553
0.033112582781456956,0.35863621725993716
0.033112582781456956,0.36096994805166893
0.033112582781456956,0.3639636906186649
0.033112582781456956,0.5372307836381371
0.033112582781456956,0.5381182052900667
0.033112582781456956,0.5387951847250608
0.033112582781456956,0.5393331181685217
0.033112582781456956,0.5402683124579423
0.033112582781456956,0.7390106786465059
0.033112582781456956,0.7392378731423551
0.033112582781456956,0.7393671760686117
0.033112582781456956,0.7395300204172212
0.033112582781456956,0.739741865351866
0.033112582781456956,0.9593092067121417
0.033112582781456956,0.9593523898309406
0.033112582781456956,0.9593855204506918
0.033112582781456956,0.9594118241738817
0.033112582781456956,0.95945792126159
0.033112582781456956,1.198209508873128
0.033112582781456956,1.1982174608393306
0.033112582781456956,1.198221995943364
0.033112582781456956,1.19822770770775
0.033112582781456956,1.1982351494542716
0.033112582781456956,1.4557186148327668
0.033112582781456956,1.4557196979673321
0.033112582781456956,1.4557205292439388
0.033112582781456956,1.4557211892602693
0.033112582781456956,1.4557223464428153
0.033112582781456956,1.7319155925642695
0.033112582781456956,1.7319157333102528
0.033112582781456956,1.731915813585737
0.033112582781456956,1.7319159146906615
0.033112582781456956,1.7319160464266106
0.033112582781456956,2.0269845639318653
0.033112582781456956,2.0269845771058383
0.033112582781456956,2.026984587216614
0.033112582781456956,2.0269845952443815
0.033112582781456956,2.026984609319337
0.033112582781456956,2.3412008894235137
0.033112582781456956,2.341200890552484
0.033112582781456956,2.341200891196411
0.033112582781456956,2.3412008920074094
0.033112582781456956,2.3412008930641166
0.033112582781456956,2.6749126413654483
0.033112582781456956,2.6749126414308915
0.033112582781456956,2.6749126414811175
0.033112582781456956,2.6749126415210007
0.033112582781456956,2.6749126415909203
0.033112582781456956,3.028526007510885
0.033112582781456956,3.0285260075140275
0.033112582781456956,3.028526007515819
0.033112582781456956,3.0285260075180767
0.033112582781456956,3.0285260075210023
0.033112582781456956,3.40249494736431
0.033112582781456956,3.402494947364395
0.033112582781456956,3.4024949473644552
0.033112582781456956,3.4024949473645085
0.033112582781456956,3.402494947364598
0.033112582781456956,3.7973138874222014
0.033112582781456956,3.7973138874222037
0.033112582781456956,3.797313887422204
0.033112582781456956,3.797313887422206
0.033112582781456956,3.797313887422208
0.039735099337748346,-3.758052760915934
0.039735099337748346,-3.7580527609154952
0.039735099337748346,-3.758052760915227
0.039735099337748346,-3.758052760914959
0.039735099337748346,-3.758052760914686
0.039735099337748346,-3.758052760914253
0.039735099337748346,-3.28928288895707
0.039735099337748346,-3.2892828889318384
0.039735099337748346,-3.2892828889159333
0.039735099337748346,-3.2892828889005945
