Lambda1,Lambda2,Lambda3,Lambda4,Lambda5,Lambda6,Lambda7,Lambda8,Lambda9
-0.7339237498407251,-0.7339237498407246,2.7496660577063974,2.7496660577063983,3.630427538680866,3.630427538680868,-0.7339237498407251,-0.7339237498407246,2.7496660577063974
-0.7481855377320552,-0.7481855377320539,2.752041712756307,2.752041712756307,3.6440345907492766,3.644034590749279,-0.7481855377320552,-0.7481855377320539,2.752041712756307
-0.7640757308727539,-0.7640757308727517,2.7548026698567827,2.754802669856783,3.6591669741227504,3.659166974122751,-0.7640757308727539,-0.7640757308727517,2.7548026698567827
-0.7812316731049797,-0.781231673104979,2.7579364119228886,2.75793641192289,3.67546648376107,3.6754664837610718,-0.7812316731049797,-0.781231673104979,2.7579364119228886
-0.7992667227290289,-0.7992667227290275,2.761429052916896,2.761429052916897,3.692551194080775,3.692551194080775,-0.7992667227290289,-0.7992667227290275,2.761429052916896
-0.8177789424917382,-0.8177789424917378,2.765265439869406,2.765265439869409,3.710024083846484,3.7100240838464846,-0.8177789424917382,-0.8177789424917378,2.765265439869406
-0.836359269924664,-0.836359269924663,2.769429237634242,2.7694292376342426,3.727481162974781,3.7274811629747813,-0.836359269924664,-0.836359269924663,2.769429237634242
-0.8545989761658577,-0.8545989761658572,2.7739029995494273,2.773902999549428,3.744518906046155,3.7445189060461566,-0.8545989761658577,-0.8545989761658572,2.7739029995494273
-0.8720963052547034,-0.8720963052547023,2.778668228369673,2.778668228369673,3.7607408799664936,3.7607408799665,-0.8720963052547034,-0.8720963052547023,2.778668228369673
-0.8884622568288754,-0.8884622568288741,2.7837054319821726,2.7837054319821735,3.775763523996819,3.7757635239968206,-0.8884622568288754,-0.8884622568288741,2.7837054319821726
-0.9033255299757338,-0.9033255299757316,2.788994177880053,2.7889941778800535,3.789221095715622,3.789221095715625,-0.9033255299757338,-0.9033255299757316,2.788994177880053
-0.9163366844680846,-0.9163366844680803,2.794513149491007,2.794513149491012,3.800769835818434,3.8007698358184365,-0.9163366844680846,-0.9163366844680803,2.794513149491007
-0.9271715994873626,-0.9271715994873618,2.8002402065041094,2.80024020650411,3.8100914294734283,3.81009142947343,-0.9271715994873626,-0.9271715994873618,2.8002402065041094
-0.9355343219677311,-0.9355343219677309,2.806152450467089,2.806152450467091,3.8168958548407903,3.8168958548407916,-0.9355343219677311,-0.9355343219677309,2.806152450467089
-0.9411593999282375,-0.9411593999282366,2.8122262962177405,2.812226296217742,3.820923713294501,3.8209237132945026,-0.9411593999282375,-0.9411593999282366,2.8122262962177405
-0.9438137934399277,-0.943813793439927,2.8184375491847082,2.8184375491847082,3.8219481336830836,3.8219481336830845,-0.9438137934399277,-0.943813793439927,2.8184375491847082
-0.9432984495837373,-0.9432984495837342,2.8247614882299414,2.824761488229943,3.8197763370285194,3.81977633702852,-0.9432984495837373,-0.9432984495837342,2.8247614882299414
-0.9394496197234452,-0.9394496197234445,2.831172953476687,2.8311729534766887,3.8142509402515894,3.8142509402515907,-0.9394496197234452,-0.9394496197234445,2.831172953476687
-0.9321399889393813,-0.9321399889393794,2.837646438439332,2.837646438439333,3.805251069153813,3.8052510691538144,-0.9321399889393813,-0.9321399889393794,2.837646438439332
-0.9212796793644665,-0.921279679364466,2.8441561857145192,2.8441561857145206,3.792693342833479,3.7926933428334824,-0.9212796793644665,-0.921279679364466,2.8441561857145192
-0.9068171818688868,-0.9068171818688865,2.8506762854818573,2.8506762854818586,3.776532784424614,3.7765327844246155,-0.9068171818688868,-0.9068171818688865,2.8506762854818573
-0.8887402641707984,-0.8887402641707971,2.85718077607923,2.8571807760792343,3.756763706658922,3.7567637066589246,-0.8887402641707984,-0.8887402641707971,2.85718077607923
-0.8670768978635717,-0.8670768978635702,2.8636437459494926,2.8636437459494934,3.733420615130365,3.733420615130367,-0.8670768978635717,-0.8670768978635702,2.8636437459494926
-0.8418962416571291,-0.8418962416571288,2.8700394362936485,2.870039436293649,3.7065791669098767,3.706579166909877,-0.8418962416571291,-0.8418962416571288,2.8700394362936485
-0.813309712690487,-0.8133097126904861,2.8763423438057014,2.876342343805705,3.676357216678039,3.6763572166780407,-0.813309712690487,-0.8133097126904861,2.8763423438057014
-0.7814721711412517,-0.7814721711412502,2.882527322903172,2.8825273229031727,3.642915975875191,3.6429159758751926,-0.7814721711412517,-0.7814721711412502,2.882527322903172
-0.7465832342064556,-0.746583234206455,2.8885696869034305,2.888569686903432,3.606461301183994,3.606461301183996,-0.7465832342064556,-0.746583234206455,2.8885696869034305
-0.7088887220262682,-0.7088887220262673,2.8944453076293506,2.8944453076293537,3.567245115127858,3.5672451151278586,-0.7088887220262682,-0.7088887220262673,2.8944453076293506
-0.6686822177940723,-0.6686822177940717,2.900130712958009,2.900130712958011,3.5255669412158204,3.5255669412158235,-0.6686822177940723,-0.6686822177940717,2.900130712958009
-0.6263066938962166,-0.6263066938962155,2.9056031818540156,2.905603181854017,3.481775505643379,3.48177550564338,-0.6263066938962166,-0.6263066938962155,2.9056031818540156
-0.5821561113717078,-0.582156111371707,2.9108408364548755,2.9108408364548755,3.436270312987834,3.4362703129878365,-0.5821561113717078,-0.582156111371707,2.9108408364548755
-0.5366768364976675,-0.5366768364976658,2.9158227307999827,2.915822730799985,3.389503039837333,3.389503039837334,-0.5366768364976675,-0.5366768364976658,2.9158227307999827
-0.4903686309635704,-0.49036863096357,2.9205289358181608,2.920528935818162,3.3419785029368017,3.3419785029368017,-0.4903686309635704,-0.49036863096357,2.9205289358181608
-0.44378485712227,-0.4437848571222696,2.9249406202111636,2.9249406202111654,3.294254843447863,3.2942548434478653,-0.44378485712227,-0.4437848571222696,2.9249406202111636
-0.3975313970945428,-0.39753139709454255,2.929040126893135,2.929040126893136,3.2469424261983746,3.2469424261983746,-0.3975313970945428,-0.39753139709454255,2.929040126893135
-0.35226362182595,-0.3522636218259497,2.9328110446682234,2.9328110446682234,3.200700790110205,3.200700790110206,-0.35226362182595,-0.3522636218259497,2.9328110446682234
-0.30868058525083747,-0.308680585250837,2.936238274851676,2.936238274851676,3.1562328250413016,3.156232825041303,-0.30868058525083747,-0.308680585250837,2.936238274851676
-0.2675155022119138,-0.2675155022119128,2.9393080925634116,2.9393080925634147,3.1142752337628403,3.1142752337628434,-0.2675155022119138,-0.2675155022119128,2.9393080925634116
-0.22952156559244463,-0.22952156559244433,2.9420082024492733,2.942008202449275,3.0755843345907583,3.07558433459076,-0.22952156559244463,-0.22952156559244433,2.9420082024492733
-0.19545236051158335,-0.19545236051158316,2.9443277886174455,2.944327788617446,3.0409164625687177,3.040916462568719,-0.19545236051158335,-0.19545236051158316,2.9443277886174455
-0.16603663749023986,-0.16603663749023895,2.946257558632367,2.94625755863237,3.0110027311188383,3.011002731118843,-0.16603663749023986,-0.16603663749023895,2.946257558632367
-0.1419480681446839,-0.14194806814468383,2.947789781565717,2.947789781565719,2.9865187775871527,2.986518777587154,-0.1419480681446839,-0.14194806814468383,2.947789781565717
-0.12377177701484321,-0.12377177701484228,2.9489183209094514,2.9489183209094527,2.9680512853732233,2.9680512853732237,-0.12377177701484321,-0.12377177701484228,2.9489183209094514
-0.11197070764464946,-0.111970707644649,2.9496386707432425,2.9496386707432447,2.956064332275675,2.9560643322756754,-0.11197070764464946,-0.111970707644649,2.9496386707432425
-0.10685585832644873,-0.10685585832644826,2.949948143865468,2.9499481438654693,2.9508694516821024,2.9508694516821032,-0.10685585832644873,-0.10685585832644826,2.949948143865468
-0.1085646675189486,-0.108564667518948,2.949844841861081,2.949844841861082,2.9526050565849187,2.952605056584923,-0.1085646675189486,-0.108564667518948,2.949844841861081
-0.11705103795643651,-0.11705103795643623,2.9493297356959154,2.949329735695916,2.9612243868164296,2.96122438681643,-0.11705103795643651,-0.11705103795643623,2.9493297356959154
-0.13208871181827558,-0.13208871181827497,2.9484048320863434,2.9484048320863456,2.976500716608178,2.9765007166081796,-0.13208871181827558,-0.13208871181827497,2.9484048320863434
-0.15328741056773287,-0.15328741056773204,2.947073784746271,2.947073784746272,2.998042876986727,2.9980428769867307,-0.15328741056773287,-0.15328741056773204,2.947073784746271
-0.18011903573172278,-0.18011903573172047,2.9453419208312828,2.945341920831283,3.0253214189825077,3.0253214189825086,-0.18011903573172278,-0.18011903573172047,2.9453419208312828
-0.2119499097102882,-0.2119499097102878,2.94321617795582,2.943216177955821,3.057700901409504,3.057700901409505,-0.2119499097102882,-0.2119499097102878,2.94321617795582
-0.24807478223175738,-0.2480747822317566,2.940705072197556,2.9407050721975563,3.0944739084820694,3.094473908482073,-0.24807478223175738,-0.2480747822317566,2.940705072197556
-0.2877489913857378,-0.2877489913857362,2.93781866284456,2.9378186628445606,3.1348932205292757,3.1348932205292774,-0.2877489913857378,-0.2877489913857362,2.93781866284456
-0.3302163446403497,-0.330216344640349,2.9345685113932065,2.934568511393209,3.1781997058082174,3.178199705808218,-0.3302163446403497,-0.330216344640349,2.9345685113932065
-0.37473154076143367,-0.3747315407614332,2.930967634568741,2.930967634568742,3.2236447546837663,3.2236447546837677,-0.37473154076143367,-0.3747315407614332,2.930967634568741
-0.4205769848185256,-0.42057698481852523,2.9270304514724113,2.9270304514724126,3.2705071083954205,3.270507108395423,-0.4205769848185256,-0.42057698481852523,2.9270304514724113
-0.4670745292360505,-0.4670745292360497,2.922772725045248,2.922772725045249,3.3181046153370355,3.3181046153370364,-0.4670745292360505,-0.4670745292360497,2.922772725045248
-0.5135930162355618,-0.5135930162355614,2.9182114980784073,2.9182114980784104,3.3658017901397246,3.365801790139726,-0.5135930162355618,-0.5135930162355614,2.9182114980784073
-0.5595525841231168,-0.559552584123116,2.9133650240284408,2.913365024028442,3.4130141379443675,3.413014137944368,-0.5595525841231168,-0.559552584123116,2.9133650240284408
-0.6044266297404493,-0.6044266297404487,2.90825269292045,2.9082526929204517,3.459210136105495,3.4592101361054954,-0.6044266297404493,-0.6044266297404487,2.90825269292045
-0.6477421737656811,-0.647742173765679,2.902894952645511,2.902894952645513,3.503911619926839,3.5039116199268427,-0.6477421737656811,-0.647742173765679,2.902894952645511
-0.6890792098776038,-0.6890792098776027,2.8973132259812058,2.8973132259812067,3.5466931533483184,3.5466931533483197,-0.6890792098776038,-0.6890792098776027,2.8973132259812058
-0.7280694644227794,-0.7280694644227774,2.891529823686672,2.8915298236866733,3.587180811119757,3.587180811119759,-0.7280694644227794,-0.7280694644227774,2.891529823686672
-0.7643948640233768,-0.7643948640233763,2.8855678540458354,2.8855678540458363,3.625050669784932,3.6250506697849327,-0.7643948640233768,-0.7643948640233763,2.8855678540458354
-0.7977859077238277,-0.797785907723826,2.879451129255528,2.879451129255531,3.6600272039473922,3.6600272039473944,-0.7977859077238277,-0.797785907723826,2.879451129255528
-0.8280200654468042,-0.8280200654468014,2.873204069078841,2.8732040690788416,3.6918817094481007,3.6918817094481025,-0.8280200654468042,-0.8280200654468014,2.873204069078841
-0.8549202711365979,-0.8549202711365969,2.866851602208933,2.8668516022089334,3.7204308216760444,3.720430821676045,-0.8549202711365979,-0.8549202711365969,2.866851602208933
-0.8783535420517675,-0.8783535420517671,2.860419065815453,2.8604190658154556,3.7455351602974956,3.7455351602974964,-0.8783535420517675,-0.8783535420517671,2.860419065815453
-0.8982297307628172,-0.8982297307628158,2.8539321037745324,2.8539321037745333,3.7670981067607046,3.767098106760706,-0.8982297307628172,-0.8982297307628158,2.8539321037745324
-0.9145003998501842,-0.9145003998501835,2.8474165641151674,2.84741656411517,3.7850647043455736,3.785064704345575,-0.9145003998501842,-0.9145003998501835,2.8474165641151674
-0.9271577982363308,-0.9271577982363304,2.8408983962496017,2.840898396249602,3.7994206594354294,3.7994206594354303,-0.9271577982363308,-0.9271577982363304,2.8408983962496017
-0.9362339103888403,-0.9362339103888396,2.834403548592755,2.8344035485927557,3.8101914149560203,3.810191414956022,-0.9362339103888403,-0.9362339103888396,2.834403548592755
-0.941799543735151,-0.9417995437351505,2.827957867215664,2.827957867215665,3.817441260992227,3.817441260992227,-0.941799543735151,-0.9417995437351505,2.827957867215664
-0.9439634144104206,-0.9439634144104196,2.821586996217318,2.8215869962173192,3.8212724423340836,3.8212724423340845,-0.9439634144104206,-0.9439634144104196,2.821586996217318
-0.942871186133666,-0.9428711861336658,2.815316280535373,2.815316280535375,3.8218242173403167,3.821824217340317,-0.942871186133666,-0.9428711861336658,2.815316280535373
-0.9387044110629165,-0.9387044110629158,2.809170671941565,2.809170671941568,3.81927181653508,3.81927181653508,-0.9387044110629165,-0.9387044110629158,2.809170671941565
-0.9316793146505219,-0.9316793146505205,2.803174638972443,2.803174638972443,3.813825242515548,3.8138252425155503,-0.9316793146505219,-0.9316793146505205,2.803174638972443
-0.922045358787111,-0.9220453587871109,2.7973520815146653,2.7973520815146666,3.8057278450416443,3.8057278450416443,-0.922045358787111,-0.9220453587871109,2.7973520815146653
-0.91008350915473,-0.9100835091547286,2.791726250675402,2.7917262506754037,3.7952545968937743,3.795254596893776,-0.91008350915473,-0.9100835091547286,2.791726250675402
-0.8961041243243738,-0.896104124324373,2.786319674394398,2.7863196743943996,3.782709987865598,3.7827099878655988,-0.8961041243243738,-0.896104124324373,2.786319674394398
-0.8804443767777423,-0.8804443767777412,2.7811540889628947,2.781154088962895,3.7684254471862757,3.768425447186277,-0.8804443767777423,-0.8804443767777412,2.7811540889628947
-0.8634651112634184,-0.8634651112634171,2.776250376172097,2.7762503761720976,3.7527562003298685,3.7527562003298707,-0.8634651112634184,-0.8634651112634171,2.776250376172097
-0.845547045823977,-0.8455470458239766,2.7716285051956837,2.771628505195684,3.736077466703181,3.736077466703183,-0.845547045823977,-0.8455470458239766,2.7716285051956837
-0.8270862280860596,-0.8270862280860591,2.7673074775157476,2.7673074775157476,3.7187799127421255,3.7187799127421273,-0.8270862280860596,-0.8270862280860591,2.7673074775157476
-0.8084886769799191,-0.8084886769799181,2.763305272274557,2.763305272274559,3.7012642934354067,3.701264293435408,-0.8084886769799191,-0.8084886769799181,2.763305272274557
-0.7901641709286517,-0.7901641709286511,2.759638788492495,2.759638788492496,3.683935247096203,3.683935247096205,-0.7901641709286517,-0.7901641709286511,2.759638788492495
-0.7725191900793466,-0.7725191900793433,2.756323779846581,2.7563237798465825,3.667194255465784,3.6671942554657853,-0.7725191900793466,-0.7725191900793433,2.756323779846581
-0.7559490832216924,-0.7559490832216915,2.7533747774620556,2.7533747774620556,3.6514318445328855,3.651431844532886,-0.7559490832216924,-0.7559490832216915,2.7533747774620556
-0.7408296080582892,-0.7408296080582866,2.750804996797117,2.7508049967971173,3.6370191788272543,3.6370191788272566,-0.7408296080582892,-0.7408296080582866,2.750804996797117
-0.7275080814519012,-0.7275080814519009,2.7486262265247263,2.7486262265247277,3.624299288066227,3.62429928806623,-0.7275080814519012,-0.7275080814519009,2.7486262265247263
-0.7162944652695494,-0.7162944652695487,2.746848700464164,2.7468487004641644,3.613578250861239,3.6135782508612437,-0.7162944652695494,-0.7162944652695487,2.746848700464164
-0.7074527909982584,-0.7074527909982566,2.7454809578413992,2.7454809578414006,3.6051167335017325,3.605116733501733,-0.7074527909982584,-0.7074527909982566,2.7454809578413992
-0.7011933779003832,-0.7011933779003816,2.7445297017221457,2.744529701722146,3.5991223288434484,3.5991223288434506,-0.7011933779003832,-0.7011933779003816,2.7445297017221457
-0.6976663112504692,-0.697666311250469,2.743999669189769,2.7439996691897703,3.5957431483547664,3.595743148354767,-0.6976663112504692,-0.697666311250469,2.743999669189769
-0.6969566094384008,-0.6969566094384003,2.743893528421836,2.7438935284218373,3.595063081016562,3.595063081016564,-0.6969566094384008,-0.6969566094384003,2.743893528421836
-0.6964822246720718,-0.696482224672071,2.7430446150773053,2.7430446150773053,3.595437609594765,3.595437609594766,-0.6964822246720718,-0.696482224672071,2.7430446150773053
-0.7000327120837652,-0.7000327120837645,2.743671027270918,2.7436710272709193,3.5987434463949874,3.5987434463949906,-0.7000327120837652,-0.7000327120837645,2.743671027270918
-0.7063335047251238,-0.7063335047251211,2.744790915389184,2.744790915389186,3.6046099076044995,3.604609907604501,-0.7063335047251238,-0.7063335047251211,2.744790915389184
-0.7152332410627649,-0.7152332410627624,2.74639167765865,2.746391677658651,3.6128954729685536,3.612895472968557,-0.7152332410627649,-0.7152332410627624,2.74639167765865
-0.7265198783478125,-0.7265198783478122,2.748456181992475,2.748456181992476,3.623401259170186,3.623401259170188,-0.7265198783478125,-0.7265198783478122,2.748456181992475
-0.7399273287632546,-0.7399273287632542,2.7509637431964995,2.7509637431965013,3.635876694767955,3.6358766947679566,-0.7399273287632546,-0.7399273287632542,2.7509637431964995
-0.7551433688071418,-0.7551433688071414,2.7538911578762217,2.7538911578762217,3.650026415485199,3.6500264154851996,-0.7551433688071418,-0.7551433688071414,2.7538911578762217
-0.7718183430819656,-0.7718183430819645,2.757213678403059,2.757213678403059,3.6655180195788635,3.665518019578865,-0.7718183430819656,-0.7718183430819645,2.757213678403059
-0.7895741971537794,-0.7895741971537786,2.760905838674085,2.760905838674087,3.6819903051144847,3.681990305114486,-0.7895741971537794,-0.7895741971537786,2.760905838674085
-0.8080134285633771,-0.8080134285633767,2.764942083822236,2.7649420838222367,3.6990616259511047,3.6990616259511073,-0.8080134285633771,-0.8080134285633767,2.764942083822236
-0.8267276258663969,-0.826727625866396,2.7692971933941126,2.769297193394113,3.716338046656199,3.716338046656201,-0.8267276258663969,-0.826727625866396,2.7692971933941126
-0.8453053576256265,-0.8453053576256253,2.773946516111504,2.773946516111505,3.7334210400005365,3.733421040000538,-0.8453053576256265,-0.8453053576256253,2.773946516111504
-0.8633392636994963,-0.8633392636994958,2.778866051593731,2.7788660515937313,3.749914543825628,3.749914543825629,-0.8633392636994963,-0.8633392636994958,2.778866051593731
-0.8804322808752385,-0.8804322808752385,2.7840324210958607,2.7840324210958616,3.7654312670867522,3.7654312670867527,-0.8804322808752385,-0.8804322808752385,2.7840324210958607
-0.8962029988850154,-0.896202998885015,2.789422768051387,2.7894227680513897,3.7795982001152795,3.7795982001152812,-0.8962029988850154,-0.896202998885015,2.789422768051387
-0.9102901896471812,-0.9102901896471809,2.7950146231516153,2.795014623151618,3.792061336989637,3.7920613369896388,-0.9102901896471812,-0.9102901896471809,2.7950146231516153
-0.9223565832540181,-0.9223565832540167,2.800785760605956,2.8007857606059576,3.8024896566576185,3.802489656657619,-0.9223565832540181,-0.9223565832540167,2.800785760605956
-0.9320919813211801,-0.93209198132118,2.8067140640670103,2.806714064067012,3.810578434694247,3.8105784346942473,-0.9320919813211801,-0.93209198132118,2.8067140640670103
-0.939215804954538,-0.9392158049545377,2.8127774136025665,2.8127774136025683,3.816051971309615,3.816051971309615,-0.939215804954538,-0.9392158049545377,2.8127774136025665
-0.9434791738770801,-0.9434791738770797,2.81895359952465,2.81895359952465,3.818665826069495,3.8186658260694952,-0.9434791738770801,-0.9434791738770797,2.81895359952465
-0.9446666078948955,-0.9446666078948953,2.825220264878925,2.8252202648789275,3.818208648424795,3.8182086484247972,-0.9446666078948955,-0.9446666078948953,2.825220264878925
-0.942597434012319,-0.9425974340123181,2.831554875756488,2.8315548757564883,3.814503687909863,3.814503687909863,-0.942597434012319,-0.9425974340123181,2.831554875756488
-0.9371269736985187,-0.9371269736985172,2.83793471702331,2.8379347170233107,3.8074100606210823,3.8074100606210832,-0.9371269736985187,-0.9371269736985172,2.83793471702331
-0.9281475761030727,-0.9281475761030713,2.844336910276005,2.8443369102760063,3.7968238406628823,3.7968238406628836,-0.9281475761030727,-0.9281475761030713,2.844336910276005
-0.9155895550198352,-0.9155895550198352,2.8507384505723783,2.8507384505723787,3.782679037505234,3.7826790375052357,-0.9155895550198352,-0.9155895550198352,2.8507384505723783
-0.8994220803559239,-0.8994220803559224,2.8571162585529946,2.857116258552996,3.764948513082667,3.7649485130826674,-0.8994220803559239,-0.8994220803559224,2.8571162585529946
-0.8796540687392341,-0.8796540687392334,2.86344724482208,2.8634472448220807,3.743644886086832,3.743644886086832,-0.8796540687392341,-0.8796540687392334,2.86344724482208
-0.8563351124080882,-0.8563351124080879,2.869708383794465,2.8697083837944666,3.7188214650751408,3.7188214650751408,-0.8563351124080882,-0.8563351124080879,2.869708383794465
-0.8295564801444812,-0.8295564801444799,2.875876794577944,2.875876794577944,3.690573246273267,3.690573246273267,-0.8295564801444812,-0.8295564801444799,2.875876794577944
-0.7994522179419187,-0.799452217941918,2.881929826810423,2.881929826810425,3.6590380055299834,3.6590380055299843,-0.7994522179419187,-0.799452217941918,2.881929826810423
-0.7662003692102087,-0.7662003692102084,2.8878451496896873,2.8878451496896917,3.624397505678428,3.6243975056784294,-0.7662003692102087,-0.7662003692102084,2.8878451496896873
-0.7300243230514826,-0.7300243230514818,2.893600842711994,2.893600842711995,3.586878829014966,3.5868788290149665,-0.7300243230514826,-0.7300243230514818,2.893600842711994
-0.6911942823754392,-0.6911942823754382,2.8991754868737485,2.89917548687375,3.546755827607684,3.5467558276076843,-0.6911942823754392,-0.6911942823754382,2.8991754868737485
-0.6500288185485614,-0.6500288185485602,2.904548255290357,2.9045482552903583,3.504350658879683,3.5043506588796838,-0.6500288185485614,-0.6500288185485602,2.904548255290357
-0.6068964422985829,-0.606896442298582,2.909699002353352,2.909699002353353,3.4600353367791303,3.4600353367791303,-0.6068964422985829,-0.606896442298582,2.909699002353352
-0.562217067376377,-0.562217067376377,2.914608350687387,2.9146083506873874,3.414233175497167,3.414233175497169,-0.562217067376377,-0.562217067376377,2.914608350687387
-0.5164631692429146,-0.5164631692429141,2.919257775289666,2.9192577752896667,3.367419928348936,3.3674199283489377,-0.5164631692429146,-0.5164631692429141,2.919257775289666
-0.47016034149271535,-0.4701603414927144,2.923629684345244,2.923629684345245,3.320124324776608,3.320124324776609,-0.47016034149271535,-0.4701603414927144,2.923629684345244
-0.4238868258488481,-0.4238868258488471,2.9277074963262257,2.9277074963262257,3.2729275814542564,3.272927581454258,-0.4238868258488481,-0.4238868258488471,2.9277074963262257
-0.3782714409368544,-0.3782714409368537,2.931475713126165,2.9314757131261673,3.2264613127162765,3.2264613127162765,-0.3782714409368544,-0.3782714409368537,2.931475713126165
-0.33398917481984586,-0.33398917481984486,2.9349199892070326,2.9349199892070352,3.1814031050935734,3.1814031050935756,-0.33398917481984586,-0.33398917481984486,2.9349199892070326
-0.29175356769356553,-0.29175356769356536,2.9380271971740695,2.938027197174072,3.138468881735093,3.138468881735094,-0.29175356769356553,-0.29175356769356536,2.9380271971740695
-0.2523049487631235,-0.2523049487631232,2.9407854911884064,2.9407854911884086,3.098401119135991,3.098401119135993,-0.2523049487631235,-0.2523049487631232,2.9407854911884064
-0.2163936847120424,-0.21639368471204032,2.9431843721811934,2.943184372181194,3.061952069445199,3.061952069445201,-0.2163936847120424,-0.21639368471204032,2.9431843721811934
-0.18475794061249093,-0.18475794061248982,2.94521476616947,2.945214766169472,3.0298614777437214,3.0298614777437236,-0.18475794061249093,-0.18475794061248982,2.94521476616947
-0.15809612590755417,-0.15809612590755404,2.9468691505137974,2.9468691505137987,3.0028289319448667,3.002828931944869,-0.15809612590755417,-0.15809612590755404,2.9468691505137974
-0.13703520636356004,-0.13703520636355981,2.948141845450786,2.948141845450787,2.981481908759766,2.9814819087597666,-0.13703520636356004,-0.13703520636355981,2.948141845450786
-0.12209728163982048,-0.12209728163982031,2.949029843003142,2.9490298430031423,2.966341543170089,2.9663415431700906,-0.12209728163982048,-0.12209728163982031,2.949029843003142
-0.11366796192721546,-0.11366796192721473,2.9495336080250265,2.949533608025028,2.957790220017742,2.9577902200177424,-0.11366796192721546,-0.11366796192721473,2.9495336080250265
-0.11197070764464953,-0.11197070764464812,2.949638670743243,2.949638670743247,2.956064332275676,2.9560643322756763,-0.11197070764464953,-0.11197070764464812,2.949638670743243
-0.11705103795643651,-0.11705103795643623,2.9493297356959154,2.949329735695916,2.9612243868164296,2.96122438681643,-0.11705103795643651,-0.11705103795643623,2.9493297356959154
-0.12877322984727102,-0.1287732298472708,2.9486339708386238,2.9486339708386247,2.9731084156201826,2.9731084156201844,-0.12877322984727102,-0.1287732298472708,2.9486339708386238
-0.14683007594917416,-0.14683007594917338,2.947553476105589,2.94755347610559,2.9914092613241245,2.9914092613241263,-0.14683007594917416,-0.14683007594917338,2.947553476105589
-0.1707640414874314,-0.17076404148743116,2.9460893633310152,2.9460893633310157,3.015671645589993,3.0156716455899937,-0.1707640414874314,-0.17076404148743116,2.9460893633310152
-0.19999643463618672,-0.19999643463618574,2.944246138687156,2.9442461386871606,3.045316943458764,3.045316943458766,-0.19999643463618672,-0.19999643463618574,2.944246138687156
-0.23386042749510924,-0.233860427495109,2.9420304599384965,2.9420304599384983,3.079677428659143,3.079677428659146,-0.23386042749510924,-0.233860427495109,2.9420304599384965
-0.27163398870648275,-0.27163398870648237,2.9394506469906703,2.9394506469906716,3.1180296724846577,3.11802967248466,-0.27163398870648275,-0.27163398870648237,2.9394506469906703
-0.3125697259722614,-0.31256972597226096,2.936516497846073,2.936516497846074,3.1596245424804357,3.159624542480436,-0.3125697259722614,-0.31256972597226096,2.936516497846073
-0.35591985999379216,-0.35591985999379155,2.9332391935169464,2.9332391935169473,3.20371223902373,3.20371223902373,-0.35591985999379216,-0.35591985999379155,2.9332391935169464
-0.40095569108112133,-0.4009556910811196,2.929631228517255,2.929631228517256,3.2495617945544955,3.2495617945544963,-0.40095569108112133,-0.4009556910811196,2.929631228517255
-0.44698176565623315,-0.44698176565623204,2.9257063473238176,2.925706347323818,3.29647526243841,3.2964752624384115,-0.44698176565623315,-0.44698176565623204,2.9257063473238176
-0.49334545057388796,-0.4933454505738864,2.9214794801616564,2.9214794801616573,3.3437973101968548,3.3437973101968566,-0.49334545057388796,-0.4933454505738864,2.9214794801616564
-0.539442829803857,-0.5394428298038564,2.916966675737457,2.916966675737458,3.3909211342062275,3.3909211342062293,-0.539442829803857,-0.5394428298038564,2.916966675737457
-0.5847218422171583,-0.5847218422171574,2.9121850301160195,2.912185030116021,3.437291615612542,3.437291615612544,-0.5847218422171583,-0.5847218422171574,2.9121850301160195
-0.6286834702977935,-0.6286834702977923,2.9071526115836,2.9071526115836,3.4824065276523997,3.4824065276524014,-0.6286834702977935,-0.6286834702977923,2.9071526115836
-0.6708816349559061,-0.6708816349559051,2.9018883816495356,2.901888381649537,3.525816449632421,3.5258164496324214,-0.6708816349559061,-0.6708816349559051,2.9018883816495356
-0.7109222935176938,-0.7109222935176915,2.896412112512403,2.8964121125124036,3.5671238845571347,3.5671238845571387,-0.7109222935176938,-0.7109222935176915,2.896412112512403
-0.7484620982465338,-0.7484620982465324,2.8907443014416896,2.8907443014416914,3.6059819375621305,3.605981937562131,-0.7484620982465338,-0.7484620982465324,2.8907443014416896
-0.7832068595314469,-0.7832068595314464,2.88490608263632,2.8849060826363213,3.642092798991715,3.642092798991717,-0.7832068595314469,-0.7832068595314464,2.88490608263632
-0.8149099714351818,-0.8149099714351817,2.878919137236153,2.878919137236156,3.6752061894122243,3.6752061894122248,-0.8149099714351818,-0.8149099714351817,2.878919137236153
-0.8433708941645192,-0.8433708941645185,2.8728056022921233,2.8728056022921242,3.7051178606017348,3.705117860601736,-0.8433708941645192,-0.8433708941645185,2.8728056022921233
-0.8684337435114117,-0.8684337435114107,2.866587979653699,2.8665879796536995,3.7316682018982053,3.7316682018982057,-0.8684337435114117,-0.8684337435114107,2.866587979653699
-0.8899860067895683,-0.8899860067895676,2.8602890459150396,2.8602890459150396,3.7547409705879917,3.7547409705879917,-0.8899860067895683,-0.8899860067895676,2.8602890459150396
-0.9079573842701737,-0.9079573842701713,2.8539317647796567,2.8539317647796594,3.7742621442831257,3.774262144283127,-0.9079573842701737,-0.9079573842701713,2.8539317647796567
