Lambda1,Lambda2,Lambda3,Lambda4,Lambda5,Lambda6,Lambda7,Lambda8,Lambda9
-0.9457506445707733,-0.9457506445707717,2.8293106592819868,2.829310659281987,3.8126183332515184,3.812618333251519,-0.9457506445707733,-0.9457506445707717,2.8293106592819868
-0.9480301883824755,-0.9480301883824742,2.8431584882736654,2.843158488273668,3.802968391735577,3.802968391735578,-0.9480301883824755,-0.9480301883824742,2.8431584882736654
-0.9503450846956589,-0.9503450846956571,2.8602604075243354,2.860260407524336,3.7899722353876237,3.7899722353876255,-0.9503450846956589,-0.9503450846956571,2.8602604075243354
-0.9526961731173353,-0.9526961731173335,2.8802790568108736,2.880279056810875,3.773960852850111,3.773960852850112,-0.9526961731173353,-0.9526961731173335,2.8802790568108736
-0.9550615355706756,-0.9550615355706742,2.9027702087505687,2.902770208750569,3.7553498845833344,3.7553498845833357,-0.9550615355706756,-0.9550615355706742,2.9027702087505687
-0.9574009543325603,-0.9574009543325597,2.927172204131906,2.927172204131908,3.7346546724252865,3.734654672425287,-0.9574009543325603,-0.9574009543325597,2.927172204131906
-0.9596608669048976,-0.9596608669048968,2.952789783566245,2.9527897835662453,3.7125114073724315,3.7125114073724332,-0.9596608669048976,-0.9596608669048968,2.952789783566245
-0.9617795331007195,-0.9617795331007184,2.9787719297625683,2.978771929762571,3.68970447656135,3.6897044765613503,-0.9617795331007195,-0.9617795331007184,2.9787719297625683
-0.9636921453112285,-0.963692145311227,3.0040863718355504,3.0040863718355517,3.667197088917884,3.667197088917885,-0.9636921453112285,-0.963692145311227,3.0040863718355504
-0.9653356437745382,-0.9653356437745376,3.0275010596747687,3.0275010596747687,3.646154633187448,3.646154633187449,-0.9653356437745382,-0.9653356437745376,3.0275010596747687
-0.966653038196558,-0.9666530381965575,3.0475978504687955,3.047597850468797,3.6279353275341815,3.6279353275341824,-0.966653038196558,-0.9666530381965575,3.0475978504687955
-0.9675970792206379,-0.9675970792206359,3.0628630529536736,3.062863052953675,3.6140033585777545,3.6140033585777567,-0.9675970792206379,-0.9675970792206359,3.0628630529536736
-0.968133163379144,-0.9681331633791427,3.0719015266290555,3.0719015266290564,3.605717696210027,3.605717696210027,-0.968133163379144,-0.9681331633791427,3.0719015266290555
-0.9682413905152454,-0.9682413905152447,3.073761760286161,3.073761760286163,3.604009078799208,3.6040090787992094,-0.9682413905152454,-0.9682413905152447,3.073761760286161
-0.9679177223317456,-0.967917722331745,3.0682346424900966,3.0682346424900975,3.6090824047703656,3.609082404770368,-0.9679177223317456,-0.967917722331745,3.0682346424900966
-0.9671742153908688,-0.9671742153908682,3.055927829142523,3.0559278291425254,3.6203425987460434,3.6203425987460447,-0.9671742153908688,-0.9671742153908682,3.055927829142523
-0.9660383233964005,-0.9660383233964003,3.0380583849701273,3.0380583849701273,3.6366012702301136,3.636601270230114,-0.9660383233964005,-0.9660383233964003,3.0380583849701273
-0.9645512844322647,-0.9645512844322646,3.016116010585541,3.016116010585544,3.6564118688708134,3.656411868870814,-0.9645512844322647,-0.9645512844322646,3.016116010585541
-0.9627656316357344,-0.9627656316357331,2.9915848488367383,2.991584848836739,3.6783453810849025,3.678345381084904,-0.9627656316357344,-0.9627656316357331,2.9915848488367383
-0.9607418927819996,-0.9607418927819981,2.9657952622086063,2.9657952622086077,3.7011352417869636,3.7011352417869645,-0.9607418927819996,-0.9607418927819981,2.9657952622086063
-0.9585445767735679,-0.9585445767735672,2.939878287759416,2.9398782877594183,3.7237188527766936,3.723718852776694,-0.9585445767735679,-0.9585445767735672,2.939878287759416
-0.9562375829997981,-0.9562375829997976,2.9147724415648657,2.914772441564868,3.745226171829888,3.745226171829888,-0.9562375829997981,-0.9562375829997976,2.9147724415648657
-0.9538792111401959,-0.9538792111401957,2.89124776180577,2.891247761805772,3.764950660994267,3.7649506609942676,-0.9538792111401959,-0.9538792111401957,2.89124776180577
-0.9515169905062146,-0.9515169905062129,2.8699303012157427,2.8699303012157444,3.7823196025428327,3.782319602542833,-0.9515169905062146,-0.9515169905062129,2.8699303012157427
-0.9491825840257515,-0.9491825840257504,2.851321357628905,2.851321357628905,3.796869749033177,3.7968697490331778,-0.9491825840257515,-0.9491825840257504,2.851321357628905
-0.9468870460047701,-0.9468870460047691,2.8358107085004183,2.8358107085004196,3.8082293208284983,3.8082293208284987,-0.9468870460047701,-0.9468870460047691,2.8358107085004183
-0.9446167184609218,-0.9446167184609202,2.8236848243286596,2.823684824328664,3.8161056610499786,3.8161056610499804,-0.9446167184609218,-0.9446167184609202,2.8236848243286596
-0.9423300332329967,-0.9423300332329962,2.8151313267670113,2.8151313267670126,3.820277549488946,3.8202775494889476,-0.9423300332329967,-0.9423300332329962,2.8151313267670113
-0.939955444283874,-0.9399554442838722,2.8102407191760372,2.8102407191760377,3.8205913722668527,3.820591372266853,-0.939955444283874,-0.9399554442838722,2.8102407191760372
-0.9373906486331909,-0.9373906486331892,2.8090060091655786,2.809006009165581,3.8169606862589793,3.8169606862589793,-0.9373906486331909,-0.9373906486331892,2.8090060091655786
-0.9345031713144927,-0.934503171314492,2.8113203844763817,2.8113203844763834,3.809369092463826,3.809369092463827,-0.9345031713144927,-0.934503171314492,2.8113203844763817
-0.9311322991088017,-0.9311322991087998,2.8169726214612956,2.8169726214612965,3.7978767239537965,3.7978767239537996,-0.9311322991088017,-0.9311322991087998,2.8169726214612956
-0.9270922606487323,-0.9270922606487306,2.825639396857613,2.8256393968576137,3.7826310754599812,3.782631075459984,-0.9270922606487323,-0.9270922606487306,2.825639396857613
-0.9221764773793476,-0.9221764773793469,2.8368731463205816,2.8368731463205825,3.763883355763217,3.7638833557632183,-0.9221764773793476,-0.9221764773793469,2.8368731463205816
-0.916162658842147,-0.9161626588421453,2.850083639845097,2.8500836398450993,3.7420119663919946,3.742011966391996,-0.916162658842147,-0.9161626588421453,2.850083639845097
-0.9088184910111733,-0.9088184910111728,2.864511282205417,2.8645112822054175,3.7175548473921625,3.7175548473921625,-0.9088184910111733,-0.9088184910111728,2.864511282205417
-0.8999076679743676,-0.8999076679743667,2.8791910011448,2.8791910011448008,3.691251577899205,3.6912515778992065,-0.8999076679743676,-0.8999076679743667,2.8791910011448
-0.8891960415830925,-0.8891960415830922,2.8929090834865474,2.892909083486548,3.664092646137459,3.664092646137461,-0.8891960415830925,-0.8891960415830922,2.8929090834865474
-0.8764577049638762,-0.8764577049638752,2.9041644745862234,2.904164474586225,3.637364189495756,3.6373641894957576,-0.8764577049638762,-0.8764577049638752,2.9041644745862234
-0.8614808773661142,-0.8614808773661138,2.911164280113809,2.91116428011381,3.6126583333416815,3.6126583333416824,-0.8614808773661142,-0.8614808773661138,2.911164280113809
-0.8440735135748291,-0.8440735135748271,2.9119076668778456,2.911907666877846,3.591794855269591,3.591794855269591,-0.8440735135748291,-0.8440735135748271,2.9119076668778456
-0.8240686163019985,-0.8240686163019979,2.9044183403255324,2.9044183403255346,3.576593975740533,3.576593975740534,-0.8240686163019985,-0.8240686163019979,2.9044183403255324
-0.8013292816239764,-0.801329281623975,2.8871226444778078,2.88712264447781,3.5685032596007313,3.568503259600732,-0.8013292816239764,-0.801329281623975,2.8871226444778078
-0.7757535544541109,-0.7757535544541103,2.8592290910844698,2.8592290910844724,3.568222898859791,3.5682228988597915,-0.7757535544541109,-0.7757535544541103,2.8592290910844698
-0.7472792134498631,-0.7472792134498619,2.8208828066675666,2.820882806667567,3.575556007635021,3.5755560076350212,-0.7472792134498631,-0.7472792134498619,2.8208828066675666
-0.7158886437659524,-0.7158886437659521,2.773003741589623,2.773003741589623,3.5895752437096284,3.589575243709631,-0.7158886437659524,-0.7158886437659521,2.773003741589623
-0.6816139930055317,-0.6816139930055307,2.71694951729541,2.7169495172954115,3.6089650760777676,3.6089650760777676,-0.6816139930055317,-0.6816139930055307,2.71694951729541
-0.6445428412431674,-0.6445428412431654,2.654208940591063,2.6542089405910647,3.632333900652099,3.632333900652102,-0.6445428412431674,-0.6445428412431654,2.654208940591063
-0.642140249154939,-0.6421402491549387,2.650270264594156,2.6502702645941563,3.6338699845607803,3.6338699845607816,-0.642140249154939,-0.6421402491549387,2.650270264594156
-0.6012198250351148,-0.6012198250351148,2.579288121450694,2.579288121450695,3.661684075165373,3.661684075165373,-0.6012198250351148,-0.6012198250351148,2.579288121450694
-0.5579931178146827,-0.5579931178146821,2.5051147814588974,2.5051147814588988,3.6904997099570815,3.6904997099570847,-0.5579931178146827,-0.5579931178146821,2.5051147814588974
-0.5128108124553079,-0.5128108124553068,2.428950901562631,2.4289509015626334,3.719475497730452,3.719475497730456,-0.5128108124553079,-0.5128108124553068,2.428950901562631
-0.46611816823803864,-0.4661181682380376,2.3519327845023397,2.3519327845023414,3.747928471621462,3.747928471621463,-0.46611816823803864,-0.4661181682380376,2.3519327845023397
-0.418467621795355,-0.41846762179535446,2.275178967396101,2.2751789673961023,3.7753000710368982,3.7753000710368996,-0.418467621795355,-0.41846762179535446,2.275178967396101
-0.3705323572590107,-0.37053235725901024,2.1998304591959705,2.199830459195971,3.8011294439853938,3.8011294439853986,-0.3705323572590107,-0.37053235725901024,2.1998304591959705
-0.3231194309813307,-0.32311943098133045,2.127083609226389,2.127083609226389,3.825033675183191,3.8250336751831915,-0.3231194309813307,-0.32311943098133045,2.127083609226389
-0.2771796043873479,-0.2771796043873467,2.058214172466471,2.058214172466472,3.846693527943271,3.8466935279432724,-0.2771796043873479,-0.2771796043873467,2.058214172466471
-0.23380891552636196,-0.23380891552636116,1.994589020881843,1.994589020881844,3.8658432812142363,3.8658432812142363,-0.23380891552636196,-0.23380891552636116,1.994589020881843
-0.1942343867700127,-0.19423438677001126,1.9376590407226684,1.9376590407226695,3.8822635193926236,3.882263519392627,-0.1942343867700127,-0.19423438677001126,1.9376590407226684
-0.15977403268179918,-0.1597740326817991,1.8889242243378788,1.888924224337879,3.895776030466584,3.8957760304665854,-0.15977403268179918,-0.1597740326817991,1.8889242243378788
-0.13176161702884542,-0.13176161702884506,1.8498620049603867,1.8498620049603869,3.90624021307897,3.9062402130789726,-0.13176161702884542,-0.13176161702884506,1.8498620049603867
-0.11143257436351985,-0.1114325743635191,1.8218156657513171,1.8218156657513187,3.913550576710554,3.9135505767105547,-0.11143257436351985,-0.1114325743635191,1.8218156657513171
-0.0997813407856989,-0.09978134078569866,1.8058533505636298,1.8058533505636307,3.917635052183469,3.9176350521834715,-0.0997813407856989,-0.09978134078569866,1.8058533505636298
-0.0974190706097211,-0.09741907060972034,1.8026268398267877,1.802626839826788,3.918453925845518,3.918453925845519,-0.0974190706097211,-0.09741907060972034,1.8026268398267877
-0.1044735656282978,-0.10447356562829624,1.8122720336200324,1.8122720336200329,3.9159992820866685,3.91599928208667,-0.1044735656282978,-0.10447356562829624,1.8122720336200324
-0.12056710825384487,-0.12056710825384447,1.8343868927013078,1.8343868927013083,3.9102948947158582,3.9102948947158596,-0.12056710825384487,-0.12056710825384447,1.8343868927013078
-0.1448807306126484,-0.14488073061264783,1.8680953810831311,1.8680953810831322,3.901396555685291,3.9013965556852948,-0.1448807306126484,-0.14488073061264783,1.8680953810831311
-0.1762807935703412,-0.17628079357034077,1.9121732492075534,1.912173249207555,3.889392876079593,3.8893928760795933,-0.1762807935703412,-0.17628079357034077,1.9121732492075534
-0.2134661973715308,-0.2134661973715306,1.9651938933939963,1.9651938933939963,3.874406645358249,3.8744066453582517,-0.2134661973715308,-0.2134661973715306,1.9651938933939963
-0.2550991814487689,-0.2550991814487681,2.0256571005512645,2.0256571005512654,3.8565968973827416,3.8565968973827447,-0.2550991814487689,-0.2550991814487681,2.0256571005512645
-0.2999002150343044,-0.29990021503430414,2.0920809488197056,2.0920809488197056,3.8361619141518926,3.836161914151896,-0.2999002150343044,-0.29990021503430414,2.0920809488197056
-0.34670462171143723,-0.3467046217114371,2.1630541633737774,2.1630541633737783,3.813343511096528,3.8133435110965306,-0.34670462171143723,-0.3467046217114371,2.1630541633737774
-0.39448841669027435,-0.39448841669027424,2.2372559056755015,2.2372559056755024,3.788433104361128,3.7884331043611303,-0.39448841669027435,-0.39448841669027424,2.2372559056755015
-0.4423735498470949,-0.44237354984709437,2.3134524751404575,2.3134524751404575,3.7617802740725326,3.7617802740725352,-0.4423735498470949,-0.44237354984709437,2.3134524751404575
-0.4896214239520702,-0.48962142395207015,2.3904788035408937,2.390478803540894,3.733804812607614,3.733804812607614,-0.4896214239520702,-0.48962142395207015,2.3904788035408937
-0.5356209437398741,-0.5356209437398725,2.4672097047604153,2.4672097047604193,3.7050135508016595,3.7050135508016604,-0.5356209437398741,-0.5356209437398725,2.4672097047604153
-0.5798749177290731,-0.5798749177290726,2.5425232213614395,2.5425232213614404,3.6760234424338565,3.676023442433857,-0.5798749177290731,-0.5798749177290726,2.5425232213614395
-0.6219868602460359,-0.6219868602460357,2.6152570090812812,2.6152570090812817,3.6475920132119395,3.6475920132119404,-0.6219868602460359,-0.6219868602460357,2.6152570090812812
-0.6616491146899461,-0.6616491146899459,2.684159656960102,2.6841596569601025,3.6206541974628688,3.6206541974628723,-0.6616491146899461,-0.6616491146899459,2.684159656960102
-0.6986325733505254,-0.6986325733505239,2.7478445018998334,2.7478445018998343,3.596358278906779,3.596358278906779,-0.6986325733505254,-0.6986325733505239,2.7478445018998334
-0.7327779332576417,-0.7327779332576414,2.8047678659571655,2.804767865957166,3.5760789465473173,3.576078946547318,-0.7327779332576417,-0.7327779332576414,2.8047678659571655
-0.7639882738972958,-0.7639882738972955,2.853279087588866,2.8532790875888665,3.5613598801443085,3.561359880144309,-0.7639882738972958,-0.7639882738972955,2.853279087588866
-0.7922226883529505,-0.7922226883529496,2.891812428337168,2.891812428337169,3.5537155151828665,3.553715515182867,-0.7922226883529505,-0.7922226883529496,2.891812428337168
-0.8174906954089768,-0.8174906954089742,2.919257806553127,2.9192578065531283,3.5542547631147396,3.55425476311474,-0.8174906954089768,-0.8174906954089742,2.919257806553127
-0.8398471793183186,-0.8398471793183173,2.935397337062188,2.935397337062188,3.563239454501156,3.563239454501157,-0.8398471793183186,-0.8398471793183173,2.935397337062188
-0.8593876325832238,-0.8593876325832224,2.941121648216642,2.941121648216643,3.579863308788056,3.5798633087880583,-0.8593876325832238,-0.8593876325832224,2.941121648216642
-0.8762435092059486,-0.8762435092059475,2.938222896262162,2.9382228962621633,3.6024543180660595,3.6024543180660604,-0.8762435092059486,-0.8762435092059475,2.938222896262162
-0.8905775296362588,-0.8905775296362575,2.928905113308784,2.928905113308786,3.628959749570889,3.628959749570891,-0.8905775296362588,-0.8905775296362575,2.928905113308784
-0.9025788144166653,-0.9025788144166648,2.915331252380025,2.915331252380026,3.6573942802682744,3.657394280268275,-0.9025788144166653,-0.9025788144166648,2.915331252380025
-0.9124577625053565,-0.9124577625053556,2.8993781652368606,2.899378165236861,3.6860799436212703,3.6860799436212717,-0.9124577625053565,-0.9124577625053556,2.8993781652368606
-0.9204406336234927,-0.9204406336234903,2.882573743796341,2.882573743796342,3.7137036168807214,3.7137036168807245,-0.9204406336234927,-0.9204406336234903,2.882573743796341
-0.9267638422232278,-0.9267638422232269,2.86612676191531,2.86612676191531,3.7392815195379394,3.7392815195379416,-0.9267638422232278,-0.9267638422232269,2.86612676191531
-0.9316680230699372,-0.9316680230699349,2.850983713251125,2.850983713251126,3.762096487034967,3.7620964870349693,-0.9316680230699372,-0.9316680230699349,2.850983713251125
-0.9353919826234681,-0.9353919826234671,2.837882314651494,2.8378823146514964,3.781638464279938,3.7816384642799385,-0.9353919826234681,-0.9353919826234671,2.837882314651494
-0.9381667022814897,-0.9381667022814889,2.827392638652479,2.8273926386524795,3.7975574212681784,3.797557421268179,-0.9381667022814897,-0.9381667022814889,2.827392638652479
-0.9402096034919207,-0.9402096034919198,2.819945800564985,2.819945800564987,3.8096289751551438,3.8096289751551446,-0.9402096034919207,-0.9402096034919198,2.819945800564985
-0.9417193143166847,-0.9417193143166833,2.8158527953943038,2.8158527953943064,3.817730362941342,3.8177303629413424,-0.9417193143166847,-0.9417193143166833,2.8158527953943038
-0.9428711861336676,-0.9428711861336669,2.815316280535374,2.8153162805353746,3.821824217340316,3.821824217340316,-0.9428711861336676,-0.9428711861336669,2.815316280535374
-0.9438137934399277,-0.943813793439927,2.8184375491847082,2.8184375491847082,3.8219481336830836,3.8219481336830845,-0.9438137934399277,-0.943813793439927,2.8184375491847082
-0.9446666078948955,-0.9446666078948953,2.825220264878925,2.8252202648789275,3.818208648424795,3.8182086484247972,-0.9446666078948955,-0.9446666078948953,2.825220264878925
-0.9455189724894849,-0.9455189724894846,2.8355719096449605,2.835571909644962,3.8107788024973672,3.8107788024973686,-0.9455189724894849,-0.9455189724894846,2.8355719096449605
-0.946430419676092,-0.9464304196760916,2.8493033620267307,2.849303362026731,3.7998989169279733,3.7998989169279747,-0.946430419676092,-0.9464304196760916,2.8493033620267307
-0.94743228807459,-0.9474322880745891,2.8661265535396643,2.8661265535396643,3.7858805866440783,3.785880586644079,-0.94743228807459,-0.9474322880745891,2.8661265535396643
-0.9485305068478543,-0.9485305068478533,2.8856497494135507,2.8856497494135516,3.769114215562994,3.769114215562995,-0.9485305068478543,-0.9485305068478533,2.8856497494135507
-0.9497093450206193,-0.9497093450206189,2.907369703485553,2.9073697034855543,3.7500806402512477,3.7500806402512503,-0.9497093450206193,-0.9497093450206189,2.907369703485553
-0.9509358721783618,-0.9509358721783604,2.9306598947399043,2.930659894739905,3.7293673809762113,3.7293673809762136,-0.9509358721783618,-0.9509358721783604,2.9306598947399043
-0.9521648505639462,-0.9521648505639455,2.9547546381257077,2.9547546381257095,3.707689447428049,3.7076894474280504,-0.9521648505639462,-0.9521648505639455,2.9547546381257077
-0.9533437760245663,-0.9533437760245658,2.9787308832913793,2.97873088329138,3.6859126028275218,3.6859126028275218,-0.9533437760245663,-0.9533437760245658,2.9787308832913793
-0.954417802717627,-0.9544178027176249,3.001494409906108,3.001494409906109,3.6650721125697587,3.665072112569759,-0.954417802717627,-0.9544178027176249,3.001494409906108
-0.9553343181522429,-0.9553343181522407,3.021786557228533,3.021786557228534,3.6463706062429813,3.6463706062429835,-0.9553343181522429,-0.9553343181522407,3.021786557228533
-0.9560469746755855,-0.9560469746755844,3.0382407434023118,3.038240743402313,3.6311256035850015,3.631125603585002,-0.9560469746755855,-0.9560469746755844,3.0382407434023118
-0.9565190252539159,-0.9565190252539154,3.049524466368294,3.049524466368296,3.6206308602822657,3.620630860282267,-0.9565190252539159,-0.9565190252539154,3.049524466368294
-0.9567258511936823,-0.9567258511936818,3.0545769687017756,3.0545769687017774,3.615921238904367,3.6159212389043676,-0.9567258511936823,-0.9567258511936818,3.0545769687017756
-0.9566566049971539,-0.956656604997153,3.052877598090487,3.0528775980904883,3.6175059964203147,3.6175059964203156,-0.9566566049971539,-0.956656604997153,3.052877598090487
-0.9563149223498598,-0.9563149223498582,3.0446048682373514,3.044604868237354,3.625210437489204,3.6252104374892067,-0.9563149223498598,-0.9563149223498582,3.0446048682373514
-0.9557186842721453,-0.955718684272143,3.0305798477651056,3.0305798477651074,3.6382322869715735,3.638232286971575,-0.9557186842721453,-0.955718684272143,3.0305798477651056
-0.9548988357057311,-0.954898835705729,3.012033455959322,3.0120334559593243,3.6553732090987934,3.6553732090987947,-0.9548988357057311,-0.954898835705729,3.012033455959322
-0.9538972926557497,-0.9538972926557494,2.990339378279461,2.9903393782794625,3.675303792506052,3.6753037925060537,-0.9538972926557497,-0.9538972926557494,2.990339378279461
-0.9527639987307781,-0.9527639987307774,2.9668218718407355,2.9668218718407378,3.6967527917953724,3.696752791795374,-0.9527639987307781,-0.9527639987307774,2.9668218718407355
-0.9515532250594632,-0.951553225059462,2.9426604900445663,2.9426604900445668,3.718598690467549,3.718598690467549,-0.9515532250594632,-0.951553225059462,2.9426604900445663
-0.9503192454046043,-0.9503192454046041,2.9188629020385397,2.9188629020385406,3.739892541412865,3.739892541412866,-0.9503192454046043,-0.9503192454046041,2.9188629020385397
-0.9491115594701772,-0.9491115594701764,2.896271232766158,2.8962712327661593,3.7598468322567107,3.7598468322567116,-0.9491115594701772,-0.9491115594701764,2.896271232766158
-0.9479698786597819,-0.9479698786597817,2.8755793731829273,2.8755793731829296,3.777813140314257,3.7778131403142585,-0.9479698786597819,-0.9479698786597817,2.8755793731829273
-0.9469191249201844,-0.9469191249201837,2.8573504695609215,2.857350469560922,3.7932596189485457,3.7932596189485475,-0.9469191249201844,-0.9469191249201837,2.8573504695609215
-0.9459647186580912,-0.9459647186580904,2.842030802986618,2.8420308029866206,3.8057523803087436,3.805752380308744,-0.9459647186580912,-0.9459647186580904,2.842030802986618
-0.9450884398004405,-0.9450884398004387,2.829959509711535,2.8299595097115358,3.8149416079626572,3.8149416079626577,-0.9450884398004405,-0.9450884398004387,2.829959509711535
-0.944245131876857,-0.9442451318768555,2.821374758115211,2.8213747581152138,3.820552053655743,3.820552053655743,-0.944245131876857,-0.9442451318768555,2.821374758115211
-0.9433604802033757,-0.9433604802033757,2.816417201341187,2.816417201341188,3.8223773303372384,3.822377330337239,-0.9433604802033757,-0.9433604802033757,2.816417201341187
-0.9423300332329959,-0.9423300332329947,2.8151313267670126,2.8151313267670144,3.8202775494889467,3.8202775494889476,-0.9423300332329959,-0.9423300332329947,2.8151313267670126
-0.9410195563509026,-0.941019556350902,2.8174649642781513,2.817464964278154,3.814180130203773,3.8141801302037757,-0.9410195563509026,-0.941019556350902,2.8174649642781513
-0.9392667186677346,-0.9392667186677341,2.8232667786759613,2.8232667786759627,3.804083955383919,3.80408395538392,-0.9392667186677346,-0.9392667186677341,2.8232667786759613
-0.9368840263998379,-0.9368840263998371,2.8322810714045334,2.8322810714045352,3.7900674636166904,3.7900674636166922,-0.9368840263998379,-0.9368840263998371,2.8322810714045334
-0.9336628417238094,-0.9336628417238081,2.844138640535703,2.8441386405357036,3.7723017668360788,3.772301766836082,-0.9336628417238094,-0.9336628417238081,2.844138640535703
-0.9293782718614663,-0.9293782718614647,2.8583417929967294,2.8583417929967303,3.7510704847076597,3.751070484707661,-0.9293782718614663,-0.9293782718614647,2.8583417929967294
-0.9237946843015354,-0.9237946843015348,2.874240949739586,2.8742409497395873,3.7267986111151945,3.7267986111151954,-0.9237946843015354,-0.9237946843015348,2.874240949739586
-0.9166716011342692,-0.9166716011342677,2.890999983177406,2.890999983177409,3.7000930265750456,3.700093026575047,-0.9166716011342692,-0.9166716011342677,2.890999983177406
-0.9077697455033081,-0.9077697455033076,2.907548540942988,2.907548540942991,3.671796175706907,3.671796175706908,-0.9077697455033081,-0.9077697455033076,2.907548540942988
-0.8968570507533183,-0.8968570507533181,2.9225247790719786,2.9225247790719786,3.6430492974188655,3.643049297418866,-0.8968570507533183,-0.8968570507533181,2.9225247790719786
-0.8837144915386443,-0.8837144915386418,2.9342262680740436,2.934226268074044,3.615347303793061,3.6153473037930612,-0.8837144915386443,-0.8837144915386418,2.9342262680740436
-0.868141649811825,-0.8681416498118208,2.940615884462049,2.9406158844620514,3.590538408206636,3.5905384082066387,-0.868141649811825,-0.8681416498118208,2.940615884462049
-0.8499619823094375,-0.8499619823094372,2.939465351956625,2.9394653519566254,3.5706858052746164,3.570685805274621,-0.8499619823094375,-0.8499619823094372,2.939465351956625
-0.8290278066624673,-0.829027806662466,2.928710813914319,2.928710813914322,3.557717038380274,3.5577170383802743,-0.8290278066624673,-0.829027806662466,2.928710813914319
-0.8052250690704069,-0.8052250690704044,2.9069600495321954,2.906960049532196,3.5529215053652847,3.552921505365285,-0.8052250690704069,-0.8052250690704044,2.9069600495321954
-0.7784779975320899,-0.7784779975320895,2.8738784256157763,2.873878425615777,3.5565691147699763,3.556569114769978,-0.7784779975320899,-0.7784779975320895,2.8738784256157763
-0.7487537818364899,-0.7487537818364886,2.830178362592175,2.830178362592175,3.567925455327219,3.5679254553272193,-0.7487537818364899,-0.7487537818364886,2.830178362592175
-0.7160674561682586,-0.7160674561682582,2.7772534047416837,2.7772534047416872,3.585622564770599,3.5856225647705995,-0.7160674561682586,-0.7160674561682582,2.7772534047416837
-0.6804871931758878,-0.6804871931758874,2.7167471824282012,2.716747182428202,3.6080952191997704,3.6080952191997713,-0.6804871931758878,-0.6804871931758874,2.7167471824282012
-0.6421402491549387,-0.6421402491549373,2.6502702645941563,2.6502702645941567,3.6338699845607803,3.6338699845607825,-0.6421402491549387,-0.6421402491549373,2.6502702645941563
-0.6401406820813732,-0.6401406820813726,2.647002259699008,2.6470022596990086,3.6351384223823646,3.635138422382367,-0.6401406820813732,-0.6401406820813726,2.647002259699008
-0.5982955697636975,-0.5982955697636965,2.573662587755284,2.573662587755285,3.6643492795044623,3.664349279504466,-0.5982955697636975,-0.5982955697636965,2.573662587755284
-0.5543169696051257,-0.5543169696051244,2.4978957881870585,2.4978957881870594,3.6939799105773745,3.6939799105773767,-0.5543169696051257,-0.5543169696051244,2.4978957881870585
-0.5086124699806036,-0.5086124699806027,2.4208651796198404,2.4208651796198417,3.723283273116723,3.7232832731167234,-0.5086124699806036,-0.5086124699806027,2.4208651796198404
-0.4616895059120396,-0.46168950591203956,2.34368658392139,2.343686583921391,3.7516591251625053,3.7516591251625067,-0.4616895059120396,-0.46168950591203956,2.34368658392139
-0.41416774048054794,-0.41416774048054683,2.2674759656946244,2.267475965694625,3.7786187344018494,3.778618734401852,-0.41416774048054794,-0.41416774048054683,2.2674759656946244
-0.3667914765287414,-0.36679147652874133,2.1933871649587546,2.1933871649587546,3.803759526711633,3.803759526711634,-0.3667914765287414,-0.36679147652874133,2.1933871649587546
-0.32043998142236907,-0.3204399814223682,2.122639958713444,2.122639958713445,3.8267473213181957,3.826747321318196,-0.32043998142236907,-0.3204399814223682,2.122639958713444
-0.2761319274384287,-0.2761319274384286,2.056536817242961,2.0565368172429612,3.8473039893972354,3.8473039893972363,-0.2761319274384287,-0.2761319274384286,2.056536817242961
-0.23501793549314964,-0.23501793549314837,1.9964639890821745,1.996463989082175,3.865198890007969,3.86519889000797,-0.23501793549314964,-0.23501793549314837,1.9964639890821745
-0.19835297869251722,-0.1983529786925171,1.9438698361201716,1.9438698361201718,3.880242918460466,3.8802429184604676,-0.19835297869251722,-0.1983529786925171,1.9438698361201716
-0.16743956262073767,-0.1674395626207373,1.9002121344345493,1.9002121344345495,3.8922843685192867,3.89228436851929,-0.16743956262073767,-0.1674395626207373,1.9002121344345493
-0.1435356026026161,-0.1435356026026149,1.8668688004777316,1.866868800477732,3.9012060691275323,3.9012060691275336,-0.1435356026026161,-0.1435356026026149,1.8668688004777316
-0.12773028356959878,-0.1277302835695977,1.845015688774746,1.845015688774747,3.906923435179407,3.9069234351794107,-0.12773028356959878,-0.1277302835695977,1.845015688774746
-0.12080664514254968,-0.12080664514254955,1.8354904409225479,1.8354904409225485,3.9093831952101974,3.909383195210201,-0.12080664514254968,-0.12080664514254955,1.8354904409225479
-0.12312478295065948,-0.12312478295065923,1.8386764271872698,1.83867642718727,3.908562645760405,3.908562645760405,-0.12312478295065948,-0.12312478295065923,1.8386764271872698
-0.13456293111536954,-0.1345629311153692,1.8544441317506812,1.854444131750682,3.904469346313289,3.9044693463132902,-0.13456293111536954,-0.1345629311153692,1.8544441317506812
-0.1545377565513985,-0.15453775655139768,1.8821713470363557,1.882171347036356,3.8971412200366427,3.8971412200366427,-0.1545377565513985,-0.15453775655139768,1.8821713470363557
-0.18209633784945245,-0.18209633784945195,1.9208346384256885,1.9208346384256896,3.8866470717801063,3.8866470717801067,-0.18209633784945245,-0.18209633784945195,1.9208346384256885
-0.21604813384970234,-0.21604813384970123,1.969140325106658,1.9691403251066584,3.8730875826788593,3.8730875826788607,-0.21604813384970234,-0.21604813384970123,1.969140325106658
