Alpha,Energy,p/797
0.0012547051442910915,0.3995906168265438,1/797
0.0012547051442910915,0.40438797426599243,1/797
0.0012547051442910915,0.40742464587745264,1/797
0.0012547051442910915,0.4122303527094073,1/797
0.0012547051442910915,0.41522053970885175,1/797
0.0012547051442910915,0.420033759511822,1/797
0.0012547051442910915,0.4229783994428621,1/797
0.0012547051442910915,0.4277983189749723,1/797
0.0012547051442910915,0.4306983269137944,1/797
0.0012547051442910915,0.43552415502093555,1/797
0.0012547051442910915,0.43838042460507914,1/797
0.0012547051442910915,0.4432113911980391,1/797
0.0012547051442910915,0.44602479559107416,1/797
0.0012547051442910915,0.4508601506863981,1/797
0.0012547051442910915,0.45363154348330303,1/797
0.0012547051442910915,0.4584705563031214,1/797
0.0012547051442910915,0.4612007723807123,1/797
0.0012547051442910915,0.46604273050721823,1/797
0.0012547051442910915,0.46873258682357943,1/797
0.0012547051442910915,0.473576795404235,1/797
0.0012547051442910915,0.47622709175073796,1/797
0.0012547051442910915,0.4810728727506476,1/797
0.0012547051442910915,0.48368439245983164,1/797
0.0012547051442910915,0.4885310839580372,1/797
0.0012547051442910915,0.49110459457032457,1/797
0.0012547051442910915,0.4959515500970683,1/797
0.0012547051442910915,0.4984878039890403,1/797
0.0012547051442910915,0.5033343919012868,1/797
0.0012547051442910915,0.5058341268779997,1/797
0.0012547051442910915,0.5106797297707646,1/797
0.0012547051442910915,0.5131436696243811,1/797
0.0012547051442910915,0.5179876837755865,1/797
0.0012547051442910915,0.5204165388124055,1/797
0.0012547051442910915,0.5252583736592252,1/797
0.0012547051442910915,0.5276528411970113,1/797
0.0012547051442910915,0.5324919188417755,1/797
0.0012547051442910915,0.5348526836791604,1/797
0.0012547051442910915,0.5396884384231021,1/797
0.0012547051442910915,0.5420161732826431,1/797
0.0012547051442910915,0.5468480511858795,1/797
0.0012547051442910915,0.5491434171322712,1/797
0.0012547051442910915,0.5539708755985456,1/797
0.0012547051442910915,0.5562345224333506,1/797
0.0012547051442910915,0.5610570298181752,1/797
0.0012547051442910915,0.5632895964523295,1/797
0.0012547051442910915,0.5681066316932827,1/797
0.0012547051442910915,0.570308746498538,1/797
0.0012547051442910915,0.5751197987665547,1/797
0.0012547051442910915,0.577292079906931,1/797
0.0012547051442910915,0.5820966482775212,1/797
0.0012547051442910915,0.5842397040217722,1/797
0.0012547051442910915,0.5890372971651685,1/797
0.0012547051442910915,0.5911517261811747,1/797
0.0012547051442910915,0.5959418620705038,1/797
0.0012547051442910915,0.598028253702456,1/797
0.0012547051442910915,0.6028104593390528,1/797
0.0012547051442910915,0.6048693938682326,1/797
0.0012547051442910915,0.6096432050233299,1/797
0.0012547051442910915,0.6116752539132101,1/797
0.0012547051442910915,0.6164402148852433,1/797
0.0012547051442910915,0.6184459410116343,1/797
0.0012547051442910915,0.6232016043984558,1/797
0.0012547051442910915,0.6251815622653306,1/797
0.0012547051442910915,0.6299274887507108,1/797
0.0012547051442910915,0.6318822246923295,1/797
0.0012547051442910915,0.6366179828460945,1/797
0.0012547051442910915,0.6385480352160112,1/797
0.0012547051442910915,0.6432732013072616,1/797
0.0012547051442910915,0.64517910065476,1/797
0.0012547051442910915,0.6498932584776091,1/797
0.0012547051442910915,0.6517755277120821,1/797
0.0012547051442910915,0.6564782684233925,1/797
0.0012547051442910915,0.6583374229671737,1/797
0.0012547051442910915,0.6630283449357974,1/797
0.0012547051442910915,0.6648648928659098,1/797
0.0012547051442910915,0.669543601532948,1/797
0.0012547051442910915,0.6713580437122295,1/797
0.0012547051442910915,0.6760241514618538,1/797
0.0012547051442910915,0.6778169816599043,1/797
0.0012547051442910915,0.6824701077002993,1/797
0.0012547051442910915,0.6842418127046674,1/797
0.0012547051442910915,0.6888815829586581,1/797
0.0012547051442910915,0.6906326426766954,1/797
0.0012547051442910915,0.6952586896816355,1/797
0.0012547051442910915,0.6969895772334137,1/797
0.0012547051442910915,0.7016015400499367,1/797
0.0012547051442910915,0.7033127218526325,1/797
0.0012547051442910915,0.7079102459818474,1/797
0.0012547051442910915,0.7096021818259884,1/797
0.0012547051442910915,0.7141849191347353,1/797
0.0012547051442910915,0.7158580622526881,1/797
0.0012547051442910915,0.7204256709064367,1/797
0.0012547051442910915,0.7220804680335389,1/797
0.0012547051442910915,0.726632612436577,1/797
0.0012547051442910915,0.7282695038652693,1/797
0.0012547051442910915,0.7328058546077535,1/797
0.0012547051442910915,0.7344252742351264,1/797
0.0012547051442910915,0.7389455080466288,1/797
0.0012547051442910915,0.7405478834157408,1/797
0.0012547051442910915,0.7450516831248994,1/797
0.0012547051442910915,0.7466374354602547,1/797
0.0012547051442910915,0.7511244899601496,1/797
0.0012547051442910915,0.7526940341977196,1/797
0.0012547051442910915,0.7571640384165679,1/797
0.0012547051442910915,0.7587177832287426,1/797
0.0012547051442910915,0.7631704381055429,1/797
0.0012547051442910915,0.764708785921389,1/797
0.0012547051442910915,0.7691437983861201,1/797
0.0012547051442910915,0.7706671454073283,1/797
0.0012547051442910915,0.7750842283653109,1/797
0.0012547051442910915,0.7765929645782278,1/797
0.0012547051442910915,0.780991836898267,1/797
0.0012547051442910915,0.7824863460823858,1/797
0.0012547051442910915,0.7868667325883044,1/797
0.0012547051442910915,0.7883473923215998,1/797
0.0012547051442910915,0.7927090237867703,1/797
0.0012547051442910915,0.7941762054482632,1/797
0.0012547051442910915,0.7985188185927641,1/797
0.0012547051442910915,0.7999728873627018,1/797
0.0012547051442910915,0.8042962248527029,1/797
0.0012547051442910915,0.8057375397107134,1/797
0.0012547051442910915,0.810041350159724,1/797
0.0012547051442910915,0.8114702638813452,1/797
0.0012547051442910915,0.8157543018529425,1/797
0.0012547051442910915,0.8171711610048675,1/797
0.0012547051442910915,0.8214351870165402,1/797
0.0012547051442910915,0.8228403319509668,1/797
0.0012547051442910915,0.8270841124787137,1/797
0.0012547051442910915,0.8284778773271263,1/797
0.0012547051442910915,0.8327011848104536,1/797
0.0012547051442910915,0.8340838974772101,1/797
0.0012547051442910915,0.8382865103241866,1/797
0.0012547051442910915,0.8396584924802268,1/797
0.0012547051442910915,0.8438401950722599,1/797
0.0012547051442910915,0.8452017621492706,1/797
0.0012547051442910915,0.8493623448452897,1/797
0.0012547051442910915,0.8507138060306372,1/797
0.0012547051442910915,0.8548530651703646,1/797
0.0012547051442910915,0.856194723403091,1/797
0.0012547051442910915,0.860312461309119,1/797
0.0012547051442910915,0.8616446132772897,1/797
0.0012547051442910915,0.8657406382556774,1/797
0.0012547051442910915,0.8670635743953478,1/797
0.0012547051442910915,0.8711377007344719,1/797
0.0012547051442910915,0.8724517052305245,1/797
0.0012547051442910915,0.876503753197956,1/797
0.0012547051442910915,0.8778091039870359,1/797
0.0012547051442910915,0.8818388998241958,1/797
0.0012547051442910915,0.8831358685999828,1/797
0.0012547051442910915,0.8871432445143734,1/797
0.0012547051442910915,0.8884320967353505,1/797
0.0012547051442910915,0.8924168908901969,1/797
0.0012547051442910915,0.8936978857901163,1/797
0.0012547051442910915,0.8976599422912147,1/797
0.0012547051442910915,0.8989333328924256,1/797
0.0012547051442910915,0.9028725017720712,1/797
0.0012547051442910915,0.9041385349018132,1/797
0.0012547051442910915,0.9080546720996834,1/797
0.0012547051442910915,0.9093135884094928,1/797
0.0012547051442910915,0.9132065557503609,1/797
0.0012547051442910915,0.9144585897386677,1/797
0.0012547051442910915,0.9183282549068817,1/797
0.0012547051442910915,0.9195736349448753,1/797
0.0012547051442910915,0.9234198714555184,1/797
0.0012547051442910915,0.9246588198163308,1/797
0.0012547051442910915,0.9284815069830368,1/797
0.0012547051442910915,0.9297142398742931,1/797
0.0012547051442910915,0.9335132627736622,1/797
0.0012547051442910915,0.9347399903733984,1/797
0.0012547051442910915,0.9385152398060324,1/797
0.0012547051442910915,0.9397361663019762,1/797
0.0012547051442910915,0.9434875387501402,1/797
0.0012547051442910915,0.9447028623823488,1/797
0.0012547051442910915,0.9484302599642671,1/797
0.0012547051442910915,0.9496401730710603,1/797
0.0012547051442910915,0.953343503491913,1/797
0.0012547051442910915,0.9545481925590781,1/797
0.0012547051442910915,0.9582273690587538,1/797
0.0012547051442910915,0.9594270147719177,1/797
0.0012547051442910915,0.9630819560695872,1/797
0.0012547051442910915,0.9642767333696983,1/797
0.0012547051442910915,0.9679073636053092,1/797
0.0012547051442910915,0.9690974417471211,1/797
0.0012547051442910915,0.9727036904199056,1/797
0.0012547051442910915,0.9738892330333592,1/797
0.0012547051442910915,0.9774710349374801,1/797
0.0012547051442910915,0.9786522000918537,1/797
0.0012547051442910915,0.9822094952492872,1/797
0.0012547051442910915,0.9833864355200057,1/797
0.0012547051442910915,0.9869191691108127,1/797
0.0012547051442910915,0.9880920316487605,1/797
0.0012547051442910915,0.9916001539388789,1/797
0.0012547051442910915,0.9927690805420848,1/797
0.0012547051442910915,0.9962525468087812,1/797
0.0012547051442910915,0.9974176739963191,1/797
0.0012547051442910915,1.0008764444514486,1/797
0.0012547051442910915,1.0020379035394105,1/797
0.0012547051442910915,1.005471943250656,1/797
0.0012547051442910915,1.006629860430015,1/797
0.0012547051442910915,1.0100391392402392,1/797
0.0012547051442910915,1.0111936356564732,1/797
0.0012547051442910915,1.0145781281013606,1/797
0.0012547051442910915,1.0157293199356536,1/797
0.0012547051442910915,1.019089005159789,1/797
0.0012547051442910915,1.020237003711654,1/797
0.0012547051442910915,1.0235718653832135,1/797
0.0012547051442910915,1.024716777154369,1/797
0.0012547051442910915,1.0280268033785673,1/797
0.0012547051442910915,1.0291687301579127,1/797
0.0012547051442910915,1.0324539133893695,1/797
0.0012547051442910915,1.0335929523389062,1/797
0.0012547051442910915,1.036853289293098,1/797
0.0012547051442910915,1.037989533034612,1/797
0.0012547051442910915,1.0412250245985453,1/797
0.0012547051442910915,1.0423585613009256,1/797
0.0012547051442910915,1.0455692124431955,1/797
0.0012547051442910915,1.0467001259102284,1/797
0.0012547051442910915,1.0498859455905978,1/797
0.0012547051442910915,1.0510143153490832,1/797
0.0012547051442910915,1.0541753164277283,1/797
0.0012547051442910915,1.0553012178157866,1/797
0.0012547051442910915,1.0584374169623447,1/797
0.0012547051442910915,1.0595609212177741,1/797
0.0012547051442910915,1.0626723388203203,1/797
0.0012547051442910915,1.0637935131688696,1/797
0.0012547051442910915,1.066880173242958,1/797
0.0012547051442910915,1.067999080986393,1/797
0.0012547051442910915,1.071061011084263,1/797
0.0012547051442910915,1.0721777116881137,1/797
0.0012547051442910915,1.0752149428081903,1/797
0.0012547051442910915,1.0763294919890418,1/797
0.0012547051442910915,1.0793420584858378,1/797
0.0012547051442910915,1.08045450829809,1/797
0.0012547051442910915,1.0834424477925966,1/797
0.0012547051442910915,1.0845528467145595,1/797
0.0012547051442910915,1.087516200005232,1/797
0.0012547051442910915,1.0886245930244793,1/797
0.0012547051442910915,1.091563403998905,1/797
0.0012547051442910915,1.0926698326967954,1/797
0.0012547051442910915,1.09558414824412,1/797
0.0012547051442910915,1.0966886508793876,1/797
0.0012547051442910915,1.099578520803583,1/797
0.0012547051442910915,1.1006811323949497,1/797
0.0012547051442910915,1.1035466093289812,1/797
0.0012547051442910915,1.1046473617366759,1/797
0.0012547051442910915,1.1074885010576565,1/797
0.0012547051442910915,1.1085874230638144,1/797
0.0012547051442910915,1.1114042828091715,1/797
0.0012547051442910915,1.112501400197035,1/797
0.0012547051442910915,1.1152940409817709,1/797
0.0012547051442910915,1.116389376613632,1/797
0.0012547051442910915,1.1191578615487037,1/797
0.0012547051442910915,1.120251435442553,1/797
0.0012547051442910915,1.1229958300544354,1/797
0.0012547051442910915,1.1240876594592586,1/797
0.0012547051442910915,1.1268080316106937,1/797
0.0012547051442910915,1.1278981310803835,1/797
0.0012547051442910915,1.130594550892383,1/797
0.0012547051442910915,1.1316829323582287,1/797
0.0012547051442910915,1.134355472133337,1/797
0.0012547051442910915,1.1354421449750527,1/797
0.0012547051442910915,1.1380908791218922,1/797
0.0012547051442910915,1.1391758502371723,1/797
0.0012547051442910915,1.1418008551962904,1/797
0.0012547051442910915,1.142884129068855,1/797
0.0012547051442910915,1.1454854832398957,1/797
0.0012547051442910915,1.1465670620060062,1/797
0.0012547051442910915,1.1491448456762055,1/797
0.0012547051442910915,1.150224729189644,1/797
0.0012547051442910915,1.1527790244636464,1/797
0.0012547051442910915,1.15385721035914,1/797
0.0012547051442910915,1.1563881010901669,1/797
0.0012547051442910915,1.1574645848452343,1/797
0.0012547051442910915,1.159972156567583,1/797
0.0012547051442910915,1.1610469315628207,1/797
0.0012547051442910915,1.1635312714256796,1/797
0.0012547051442910915,1.1646043290034587,1/797
0.0012547051442910915,1.1670655257060578,1/797
0.0012547051442910915,1.1681368552276474,1/797
0.0012547051442910915,1.170574998955724,1/797
0.0012547051442910915,1.1716445878568178,1/797
0.0012547051442910915,1.1740597702203703,1/797
0.0012547051442910915,1.1751276040650425,1/797
0.0012547051442910915,1.1775199180373892,1/797
0.0012547051442910915,1.1785859805704602,1/797
0.0012547051442910915,1.1809555204285493,1/797
0.0012547051442910915,1.1820197936263805,1/797
0.0012547051442910915,1.1843666548923604,1/797
0.0012547051442910915,1.1854291190120758,1/797
0.0012547051442910915,1.1877533983960988,1/797
0.0012547051442910915,1.1888140320232374,1/797
0.0012547051442910915,1.1911158273674585,1/797
0.0012547051442910915,1.1921746074620727,1/797
0.0012547051442910915,1.194454017685843,1/797
0.0012547051442910915,1.1955109196270453,1/797
0.0012547051442910915,1.1977680446732495,1/797
0.0012547051442910915,1.1988230423022148,1/797
0.0012547051442910915,1.2010579830847505,1/797
0.0012547051442910915,1.2021110487461846,1/797
0.0012547051442910915,1.2043239070985308,1/797
0.0012547051442910915,1.2053750116806154,1/797
0.0012547051442910915,1.207565890305476,1/797
0.0012547051442910915,1.2086150032783,1/797
0.0012547051442910915,1.2107840056982797,1/797
0.0012547051442910915,1.2118310951507583,1/797
0.0012547051442910915,1.2139783256600492,1/797
0.0012547051442910915,1.2150233583353514,1/797
0.0012547051442910915,1.2171489219523848,1/797
0.0012547051442910915,1.218191863281865,1/797
0.0012547051442910915,1.2202958657029013,1/797
0.0012547051442910915,1.2213366798385574,1/797
0.0012547051442910915,1.223419227392174,1/797
0.0012547051442910915,1.2244578772376213,1/797
0.0012547051442910915,1.2265190768400622,1/797
0.0012547051442910915,1.2275555240800475,1/797
0.0012547051442910915,1.2295954831914007,1/797
0.0012547051442910915,1.2306296883198464,1/797
0.0012547051442910915,1.2326485149009947,1/797
0.0012547051442910915,1.2336804372475993,1/797
0.0012547051442910915,1.2356782397179218,1/797
0.0012547051442910915,1.2367078374732865,1/797
0.0012547051442910915,1.2386847246690635,1/797
0.0012547051442910915,1.2397119549083826,1/797
0.0012547051442910915,1.2416680360418488,1/797
0.0012547051442910915,1.2426928547471376,1/797
0.0012547051442910915,1.2446282393661634,1/797
0.0012547051442910915,1.245650601447041,1/797
0.0012547051442910915,1.247565399395369,1/797
0.0012547051442910915,1.2485852587083752,1/797
0.0012547051442910915,1.2504795800863933,1/797
0.0012547051442910915,1.2514968894528524,1/797
0.0012547051442910915,1.2533708445788236,1/797
0.0012547051442910915,1.2543855558012365,1/797
0.0012547051442910915,1.2562392551729717,1/797
0.0012547051442910915,1.25725131904993,1/797
0.0012547051442910915,1.2590848733068183,1/797
0.0012547051442910915,1.2600942396464259,1/797
0.0012547051442910915,1.2619077595317996,1/797
0.0012547051442910915,1.2629143771635922,1/797
0.0012547051442910915,1.2647079734873423,1/797
0.0012547051442910915,1.2657117902726793,1/797
0.0012547051442910915,1.2674855738740918,1/797
0.0012547051442910915,1.2684865367150115,1/797
0.0012547051442910915,1.2702406184257415,1/797
0.0012547051442910915,1.27123867327224,1/797
0.0012547051442910915,1.2729731638793758,1/797
0.0012547051442910915,1.2739682557350924,1/797
0.0012547051442910915,1.2756832659442485,1/797
0.0012547051442910915,1.2766753388705152,1/797
0.0012547051442910915,1.2783709792688638,1/797
0.0012547051442910915,1.2793599763870975,1/797
0.0012547051442910915,1.2810363574062966,1/797
0.0012547051442910915,1.2820222208986707,1/797
0.0012547051442910915,1.2836794527775872,1/797
0.0012547051442910915,1.2846621238859557,1/797
0.0012547051442910915,1.2863003166331242,1/797
0.0012547051442910915,1.2872797356561294,1/797
0.0012547051442910915,1.2888989990118522,1/797
0.0012547051442910915,1.2898751053001687,1/797
0.0012547051442910915,1.2914755486981662,1/797
0.0012547051442910915,1.2924482806478055,1/797
0.0012547051442910915,1.2940300131763343,1/797
0.0012547051442910915,1.2949993082199414,1/797
0.0012547051442910915,1.2965624385822627,1/797
0.0012547051442910915,1.2975282331783264,1/797
0.0012547051442910915,1.2990728696524336,1/797
0.0012547051442910915,1.3000350992723042,1/797
0.0012547051442910915,1.301561349669789,1/797
0.0012547051442910915,1.3025199487824275,1/797
0.0012547051442910915,1.3040279204063392,1/797
0.0012547051442910915,1.3049828224606606,1/797
0.0012547051442910915,1.306472622062268,1/797
0.0012547051442910915,1.3074237594669722,1/797
0.0012547051442910915,1.308895493201251,1/797
0.0012547051442910915,1.3098427973019953,1/797
0.0012547051442910915,1.311296570681684,1/797
0.0012547051442910915,1.3122399717354578,1/797
0.0012547051442910915,1.3136758895835396,1/797
0.0012547051442910915,1.314615316730053,1/797
0.0012547051442910915,1.316033483130452,1/797
0.0012547051442910915,1.3169688643603685,1/797
0.0012547051442910915,1.3183693826066774,1/797
0.0012547051442910915,1.3193006447264857,1/797
0.0012547051442910915,1.3206836172684995,1/797
0.0012547051442910915,1.3216106858617842,1/797
0.0012547051442910915,1.3229762142495916,1/797
0.0012547051442910915,1.3238990136344613,1/797
0.0012547051442910915,1.3252471984598517,1/797
0.0012547051442910915,1.3261656516422238,1/797
0.0012547051442910915,1.327496592477108,1/797
0.0012547051442910915,1.328410621099571,1/797
0.0012547051442910915,1.3297244164310742,1/797
0.0012547051442910915,1.330633940716941,1/797
0.0012547051442910915,1.3319306878788677,1/797
0.0012547051442910915,1.3328356265710544,1/797
0.0012547051442910915,1.3341154216712738,1/797
0.0012547051442910915,1.3350156919655634,1/797
0.0012547051442910915,1.3362786298089242,1/797
0.0012547051442910915,1.3371741472811258,1/797
0.0012547051442910915,1.338420321287388,1/797
0.0012547051442910915,1.3393109998138595,1/797
0.0012547051442910915,1.340540501930112,1/797
0.0012547051442910915,1.3414262536010162,1/797
0.0012547051442910915,1.3426391742079735,1/797
0.0012547051442910915,1.3435199092325998,1/797
0.0012547051442910915,1.3447163370440893,1/797
0.0012547051442910915,1.345591963647454,1/797
0.0012547051442910915,1.346771985602331,1/797
0.0012547051442910915,1.3476424099121864,1/797
0.0012547051442910915,1.3488061110578036,1/797
0.0012547051442910915,1.3496712369810693,1/797
0.0012547051442910915,1.3508187003473222,1/797
0.0012547051442910915,1.3516784294348072,1/797
0.0012547051442910915,1.3528097358976339,1/797
0.0012547051442910915,1.3536639671957726,1/797
0.0012547051442910915,1.3547791953288437,1/797
0.0012547051442910915,1.355627825216989,1/797
0.0012547051442910915,1.356727051130123,1/797
0.0012547051442910915,1.3575699731417163,1/797
0.0012547051442910915,1.358653270304352,1/797
0.0012547051442910915,1.3594903749300613,1/797
0.0012547051442910915,1.3605578139778756,1/797
0.0012547051442910915,1.3613889884484682,1/797
0.0012547051442910915,1.3624406369709097,1/797
0.0012547051442910915,1.3632657650173212,1/797
0.0012547051442910915,1.3643016873234959,1/797
0.0012547051442910915,1.365120648911111,1/797
0.0012547051442910915,1.3661409057709704,1/797
0.0012547051442910915,1.3669535768046555,1/797
0.0012547051442910915,1.367958225162145,1/797
0.0012547051442910915,1.3687644771579615,1/797
0.0012547051442910915,1.3697535698116001,1/797
0.0012547051442910915,1.3705532695304816,1/797
0.0012547051442910915,1.3715268547774941,1/797
0.0012547051442910915,1.3723198638151441,1/797
0.0012547051442910915,1.373277985051004,1/797
0.0012547051442910915,1.374064159377578,1/797
0.0012547051442910915,1.375006854649817,1/797
0.0012547051442910915,1.3757860440908314,1/797
0.0012547051442910915,1.3767133455851668,1/797
0.0012547051442910915,1.3774853932353952,1/797
0.0012547051442910915,1.3783973267166654,1/797
0.0012547051442910915,1.3791620682723578,1/797
0.0012547051442910915,1.3800586523922116,1/797
0.0012547051442910915,1.3808159153945823,1/797
0.0012547051442910915,1.3816971610272133,1/797
0.0012547051442910915,1.3824467639842641,1/797
0.0012547051442910915,1.3833126731684249,1/797
0.0012547051442910915,1.384054424568458,1/797
0.0012547051442910915,1.3849049899483437,1/797
0.0012547051442910915,1.3856386870634279,1/797
0.0012547051442910915,1.386473889747669,1/797
0.0012547051442910915,1.3871993173551838,1/797
0.0012547051442910915,1.3880191277100686,1/797
0.0012547051442910915,1.388736056349596,1/797
0.0012547051442910915,1.3895404277011478,1/797
0.0012547051442910915,1.3902486121206716,1/797
0.0012547051442910915,1.3910374889322825,1/797
0.0012547051442910915,1.3917366652067207,1/797
0.0012547051442910915,1.3925099593518173,1/797
0.0012547051442910915,1.3931998434883532,1/797
0.0012547051442910915,1.3939574764480378,1/797
0.0012547051442910915,1.3946377586277368,1/797
0.0012547051442910915,1.395379564948201,1/797
0.0012547051442910915,1.3960499103007886,1/797
0.0012547051442910915,1.3967758237571046,1/797
0.0012547051442910915,1.397435858544329,1/797
0.0012547051442910915,1.3981455231479314,1/797
0.0012547051442910915,1.3987948445441611,1/797
0.0012547051442910915,1.399488370297415,1/797
0.0012547051442910915,1.4001265102582374,1/797
0.0012547051442910915,1.4008029720279236,1/797
0.0012547051442910915,1.401429434419059,1/797
0.0012547051442910915,1.4020897366954914,1/797
0.0012547051442910915,1.4027039061507998,1/797
0.0012547051442910915,1.4033453171434658,1/797
0.0012547051442910915,1.4039465575010044,1/797
0.0012547051442910915,1.4045728419157282,1/797
0.0012547051442910915,1.4051603010863127,1/797
0.0012547051442910915,1.4057631447811434,1/797
0.0012547051442910915,1.4063359206073394,1/797
0.0012547051442910915,1.4069281255197108,1/797
0.0012547051442910915,1.4074849853151241,1/797
0.0012547051442910915,1.408042312032397,1/797
0.0012547051442910915,1.408581689428355,1/797
0.0012547051442910915,1.4091421508797695,1/797
0.0012547051442910915,1.4096619893166225,1/797
0.0012547051442910915,1.4101613104609345,1/797
0.0012547051442910915,1.410658879367419,1/797
0.0012547051442910915,1.4111948211948317,1/797
0.0012547051442910915,1.4116622240494674,1/797
0.0012547051442910915,1.412086173503224,1/797
0.0012547051442910915,1.4125309972866622,1/797
0.0012547051442910915,1.4130475952563284,1/797
0.0012547051442910915,1.413410631081183,1/797
0.0012547051442910915,1.4137612845920204,1/797
0.0012547051442910915,1.414193400655512,1/797
0.0012547051442910915,1.4146974818311153,1/797
0.0012547051442910915,1.414959765651578,1/797
0.0012547051442910915,1.4154015952076473,1/797
0.0012547051442910915,1.4159234655858353,1/797
0.0012547051442910915,1.4164919723768419,1/797
0.0012547051442910915,1.4167109018725688,1/797
0.0012547051442910915,1.417287239607974,1/797
0.0012547051442910915,1.41786599873197,1/797
0.0012547051442910915,1.4185167687587685,1/797
0.0012547051442910915,1.418688227233017,1/797
0.0012547051442910915,1.4193609167803996,1/797
