kx	V1	V2	V3
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
-0.19696505665139769	-1.0832514013624008	-1.066606475231592	-1.0662589776978249
