kx	C1	C2	C3
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
-0.19696505665139769	1.0832514013624008	1.118717986469344	1.1008602400320076
